#    L    TT             EE             BB             TE             PP             TP             EP          
  3445   0.816349E+01   0.295963E+00   0.000000E+00  -0.204243E+00   0.919672E-09   0.831183E-07   0.250443E-08
  3446   0.812775E+01   0.296451E+00   0.000000E+00  -0.203835E+00   0.919244E-09   0.829236E-07   0.250724E-08
  3447   0.809223E+01   0.296940E+00   0.000000E+00  -0.203511E+00   0.918816E-09   0.827301E-07   0.250977E-08
  3448   0.805700E+01   0.297428E+00   0.000000E+00  -0.203271E+00   0.918388E-09   0.825378E-07   0.251203E-08
  3449   0.802192E+01   0.297917E+00   0.000000E+00  -0.203113E+00   0.917960E-09   0.823469E-07   0.251402E-08
  3450   0.798713E+01   0.298405E+00   0.000000E+00  -0.203036E+00   0.917533E-09   0.821572E-07   0.251574E-08
  3451   0.795257E+01   0.298891E+00   0.000000E+00  -0.203039E+00   0.917107E-09   0.819689E-07   0.251719E-08
  3452   0.791822E+01   0.299376E+00   0.000000E+00  -0.203122E+00   0.916680E-09   0.817819E-07   0.251837E-08
  3453   0.788417E+01   0.299858E+00   0.000000E+00  -0.203284E+00   0.916254E-09   0.815961E-07   0.251928E-08
  3454   0.785041E+01   0.300338E+00   0.000000E+00  -0.203522E+00   0.915828E-09   0.814118E-07   0.251992E-08
  3455   0.781688E+01   0.300814E+00   0.000000E+00  -0.203838E+00   0.915402E-09   0.812287E-07   0.252030E-08
  3456   0.778356E+01   0.301287E+00   0.000000E+00  -0.204230E+00   0.914977E-09   0.810470E-07   0.252042E-08
  3457   0.775054E+01   0.301756E+00   0.000000E+00  -0.204696E+00   0.914552E-09   0.808666E-07   0.252028E-08
  3458   0.771781E+01   0.302220E+00   0.000000E+00  -0.205236E+00   0.914128E-09   0.806875E-07   0.251988E-08
  3459   0.768530E+01   0.302679E+00   0.000000E+00  -0.205848E+00   0.913704E-09   0.805097E-07   0.251921E-08
  3460   0.765308E+01   0.303133E+00   0.000000E+00  -0.206532E+00   0.913280E-09   0.803333E-07   0.251829E-08
  3461   0.762116E+01   0.303581E+00   0.000000E+00  -0.207286E+00   0.912856E-09   0.801583E-07   0.251712E-08
  3462   0.758954E+01   0.304022E+00   0.000000E+00  -0.208110E+00   0.912433E-09   0.799845E-07   0.251569E-08
  3463   0.755813E+01   0.304457E+00   0.000000E+00  -0.209001E+00   0.912010E-09   0.798122E-07   0.251400E-08
  3464   0.752709E+01   0.304884E+00   0.000000E+00  -0.209960E+00   0.911587E-09   0.796411E-07   0.251207E-08
  3465   0.749627E+01   0.305304E+00   0.000000E+00  -0.210984E+00   0.911165E-09   0.794714E-07   0.250989E-08
  3466   0.746574E+01   0.305716E+00   0.000000E+00  -0.212073E+00   0.910743E-09   0.793031E-07   0.250745E-08
  3467   0.743551E+01   0.306120E+00   0.000000E+00  -0.213225E+00   0.910321E-09   0.791361E-07   0.250478E-08
  3468   0.740557E+01   0.306516E+00   0.000000E+00  -0.214439E+00   0.909900E-09   0.789705E-07   0.250185E-08
  3469   0.737593E+01   0.306901E+00   0.000000E+00  -0.215714E+00   0.909479E-09   0.788062E-07   0.249868E-08
  3470   0.734658E+01   0.307278E+00   0.000000E+00  -0.217048E+00   0.909058E-09   0.786433E-07   0.249527E-08
  3471   0.731752E+01   0.307644E+00   0.000000E+00  -0.218441E+00   0.908638E-09   0.784818E-07   0.249162E-08
  3472   0.728876E+01   0.308001E+00   0.000000E+00  -0.219890E+00   0.908217E-09   0.783216E-07   0.248773E-08
  3473   0.726030E+01   0.308346E+00   0.000000E+00  -0.221397E+00   0.907798E-09   0.781628E-07   0.248360E-08
  3474   0.723214E+01   0.308681E+00   0.000000E+00  -0.222957E+00   0.907378E-09   0.780054E-07   0.247923E-08
  3475   0.720427E+01   0.309004E+00   0.000000E+00  -0.224570E+00   0.906959E-09   0.778493E-07   0.247463E-08
  3476   0.717670E+01   0.309315E+00   0.000000E+00  -0.226236E+00   0.906540E-09   0.776947E-07   0.246979E-08
  3477   0.714944E+01   0.309614E+00   0.000000E+00  -0.227953E+00   0.906122E-09   0.775414E-07   0.246473E-08
  3478   0.712247E+01   0.309901E+00   0.000000E+00  -0.229718E+00   0.905703E-09   0.773894E-07   0.245943E-08
  3479   0.709582E+01   0.310175E+00   0.000000E+00  -0.231531E+00   0.905285E-09   0.772389E-07   0.245390E-08
  3480   0.706947E+01   0.310437E+00   0.000000E+00  -0.233391E+00   0.904868E-09   0.770898E-07   0.244815E-08
  3481   0.704342E+01   0.310685E+00   0.000000E+00  -0.235295E+00   0.904451E-09   0.769420E-07   0.244217E-08
  3482   0.701767E+01   0.310920E+00   0.000000E+00  -0.237243E+00   0.904034E-09   0.767956E-07   0.243596E-08
  3483   0.699223E+01   0.311142E+00   0.000000E+00  -0.239233E+00   0.903617E-09   0.766507E-07   0.242953E-08
  3484   0.696710E+01   0.311349E+00   0.000000E+00  -0.241263E+00   0.903201E-09   0.765071E-07   0.242288E-08
  3485   0.694228E+01   0.311543E+00   0.000000E+00  -0.243331E+00   0.902785E-09   0.763649E-07   0.241601E-08
  3486   0.691777E+01   0.311722E+00   0.000000E+00  -0.245438E+00   0.902369E-09   0.762241E-07   0.240892E-08
  3487   0.689356E+01   0.311886E+00   0.000000E+00  -0.247580E+00   0.901954E-09   0.760848E-07   0.240161E-08
  3488   0.686965E+01   0.312036E+00   0.000000E+00  -0.249757E+00   0.901539E-09   0.759468E-07   0.239408E-08
  3489   0.684605E+01   0.312170E+00   0.000000E+00  -0.251968E+00   0.901124E-09   0.758103E-07   0.238635E-08
  3490   0.682276E+01   0.312290E+00   0.000000E+00  -0.254211E+00   0.900710E-09   0.756751E-07   0.237839E-08
  3491   0.679976E+01   0.312393E+00   0.000000E+00  -0.256484E+00   0.900295E-09   0.755414E-07   0.237023E-08
  3492   0.677708E+01   0.312481E+00   0.000000E+00  -0.258787E+00   0.899881E-09   0.754091E-07   0.236186E-08
  3493   0.675470E+01   0.312552E+00   0.000000E+00  -0.261117E+00   0.899468E-09   0.752782E-07   0.235328E-08
  3494   0.673261E+01   0.312608E+00   0.000000E+00  -0.263472E+00   0.899055E-09   0.751488E-07   0.234449E-08
  3495   0.671084E+01   0.312647E+00   0.000000E+00  -0.265852E+00   0.898642E-09   0.750207E-07   0.233549E-08
  3496   0.668937E+01   0.312670E+00   0.000000E+00  -0.268256E+00   0.898229E-09   0.748941E-07   0.232629E-08
  3497   0.666819E+01   0.312676E+00   0.000000E+00  -0.270680E+00   0.897817E-09   0.747689E-07   0.231689E-08
  3498   0.664732E+01   0.312665E+00   0.000000E+00  -0.273126E+00   0.897405E-09   0.746452E-07   0.230729E-08
  3499   0.662675E+01   0.312638E+00   0.000000E+00  -0.275589E+00   0.896993E-09   0.745229E-07   0.229749E-08
  3500   0.660647E+01   0.312593E+00   0.000000E+00  -0.278070E+00   0.896582E-09   0.744020E-07   0.228749E-08
  3501   0.658649E+01   0.312530E+00   0.000000E+00  -0.280567E+00   0.896171E-09   0.742826E-07   0.227729E-08
  3502   0.656681E+01   0.312451E+00   0.000000E+00  -0.283079E+00   0.895760E-09   0.741646E-07   0.226690E-08
  3503   0.654741E+01   0.312353E+00   0.000000E+00  -0.285604E+00   0.895350E-09   0.740480E-07   0.225632E-08
  3504   0.652831E+01   0.312238E+00   0.000000E+00  -0.288141E+00   0.894940E-09   0.739328E-07   0.224554E-08
  3505   0.650950E+01   0.312106E+00   0.000000E+00  -0.290687E+00   0.894530E-09   0.738191E-07   0.223458E-08
  3506   0.649097E+01   0.311955E+00   0.000000E+00  -0.293243E+00   0.894121E-09   0.737068E-07   0.222344E-08
  3507   0.647273E+01   0.311786E+00   0.000000E+00  -0.295806E+00   0.893712E-09   0.735959E-07   0.221211E-08
  3508   0.645478E+01   0.311599E+00   0.000000E+00  -0.298375E+00   0.893303E-09   0.734865E-07   0.220061E-08
  3509   0.643711E+01   0.311394E+00   0.000000E+00  -0.300948E+00   0.892894E-09   0.733784E-07   0.218892E-08
  3510   0.641972E+01   0.311170E+00   0.000000E+00  -0.303525E+00   0.892486E-09   0.732717E-07   0.217706E-08
  3511   0.640262E+01   0.310929E+00   0.000000E+00  -0.306103E+00   0.892078E-09   0.731664E-07   0.216503E-08
  3512   0.638579E+01   0.310670E+00   0.000000E+00  -0.308682E+00   0.891670E-09   0.730626E-07   0.215283E-08
  3513   0.636924E+01   0.310391E+00   0.000000E+00  -0.311259E+00   0.891263E-09   0.729601E-07   0.214046E-08
  3514   0.635296E+01   0.310096E+00   0.000000E+00  -0.313835E+00   0.890856E-09   0.728589E-07   0.212793E-08
  3515   0.633694E+01   0.309781E+00   0.000000E+00  -0.316406E+00   0.890449E-09   0.727592E-07   0.211524E-08
  3516   0.632121E+01   0.309448E+00   0.000000E+00  -0.318973E+00   0.890043E-09   0.726609E-07   0.210238E-08
  3517   0.630573E+01   0.309096E+00   0.000000E+00  -0.321535E+00   0.889637E-09   0.725639E-07   0.208937E-08
  3518   0.629052E+01   0.308725E+00   0.000000E+00  -0.324088E+00   0.889231E-09   0.724682E-07   0.207620E-08
  3519   0.627557E+01   0.308337E+00   0.000000E+00  -0.326633E+00   0.888825E-09   0.723740E-07   0.206287E-08
  3520   0.626087E+01   0.307929E+00   0.000000E+00  -0.329167E+00   0.888420E-09   0.722811E-07   0.204940E-08
  3521   0.624644E+01   0.307503E+00   0.000000E+00  -0.331691E+00   0.888015E-09   0.721895E-07   0.203578E-08
  3522   0.623225E+01   0.307058E+00   0.000000E+00  -0.334203E+00   0.887611E-09   0.720993E-07   0.202202E-08
  3523   0.621832E+01   0.306595E+00   0.000000E+00  -0.336700E+00   0.887206E-09   0.720105E-07   0.200811E-08
  3524   0.620463E+01   0.306114E+00   0.000000E+00  -0.339183E+00   0.886802E-09   0.719230E-07   0.199406E-08
  3525   0.619118E+01   0.305614E+00   0.000000E+00  -0.341649E+00   0.886399E-09   0.718368E-07   0.197987E-08
  3526   0.617798E+01   0.305096E+00   0.000000E+00  -0.344098E+00   0.885995E-09   0.717519E-07   0.196555E-08
  3527   0.616501E+01   0.304559E+00   0.000000E+00  -0.346529E+00   0.885592E-09   0.716684E-07   0.195109E-08
  3528   0.615228E+01   0.304004E+00   0.000000E+00  -0.348940E+00   0.885189E-09   0.715862E-07   0.193650E-08
  3529   0.613978E+01   0.303431E+00   0.000000E+00  -0.351331E+00   0.884787E-09   0.715053E-07   0.192178E-08
  3530   0.612751E+01   0.302840E+00   0.000000E+00  -0.353700E+00   0.884385E-09   0.714258E-07   0.190694E-08
  3531   0.611546E+01   0.302231E+00   0.000000E+00  -0.356046E+00   0.883983E-09   0.713475E-07   0.189198E-08
  3532   0.610363E+01   0.301604E+00   0.000000E+00  -0.358369E+00   0.883581E-09   0.712705E-07   0.187689E-08
  3533   0.609201E+01   0.300958E+00   0.000000E+00  -0.360666E+00   0.883180E-09   0.711949E-07   0.186168E-08
  3534   0.608062E+01   0.300296E+00   0.000000E+00  -0.362937E+00   0.882779E-09   0.711205E-07   0.184636E-08
  3535   0.606944E+01   0.299615E+00   0.000000E+00  -0.365181E+00   0.882378E-09   0.710475E-07   0.183093E-08
  3536   0.605846E+01   0.298917E+00   0.000000E+00  -0.367398E+00   0.881978E-09   0.709757E-07   0.181538E-08
  3537   0.604768E+01   0.298203E+00   0.000000E+00  -0.369585E+00   0.881578E-09   0.709052E-07   0.179972E-08
  3538   0.603710E+01   0.297471E+00   0.000000E+00  -0.371743E+00   0.881178E-09   0.708360E-07   0.178396E-08
  3539   0.602673E+01   0.296723E+00   0.000000E+00  -0.373870E+00   0.880778E-09   0.707680E-07   0.176809E-08
  3540   0.601655E+01   0.295957E+00   0.000000E+00  -0.375964E+00   0.880379E-09   0.707014E-07   0.175213E-08
  3541   0.600655E+01   0.295176E+00   0.000000E+00  -0.378026E+00   0.879980E-09   0.706360E-07   0.173606E-08
  3542   0.599674E+01   0.294379E+00   0.000000E+00  -0.380054E+00   0.879581E-09   0.705718E-07   0.171989E-08
  3543   0.598711E+01   0.293565E+00   0.000000E+00  -0.382049E+00   0.879183E-09   0.705089E-07   0.170364E-08
  3544   0.597767E+01   0.292735E+00   0.000000E+00  -0.384007E+00   0.878785E-09   0.704473E-07   0.168729E-08
  3545   0.596839E+01   0.291889E+00   0.000000E+00  -0.385929E+00   0.878387E-09   0.703869E-07   0.167085E-08
  3546   0.595929E+01   0.291027E+00   0.000000E+00  -0.387814E+00   0.877990E-09   0.703278E-07   0.165432E-08
  3547   0.595035E+01   0.290150E+00   0.000000E+00  -0.389662E+00   0.877593E-09   0.702699E-07   0.163771E-08
  3548   0.594158E+01   0.289258E+00   0.000000E+00  -0.391471E+00   0.877196E-09   0.702132E-07   0.162101E-08
  3549   0.593296E+01   0.288350E+00   0.000000E+00  -0.393240E+00   0.876799E-09   0.701578E-07   0.160424E-08
  3550   0.592451E+01   0.287428E+00   0.000000E+00  -0.394970E+00   0.876403E-09   0.701036E-07   0.158739E-08
  3551   0.591620E+01   0.286492E+00   0.000000E+00  -0.396658E+00   0.876007E-09   0.700506E-07   0.157047E-08
  3552   0.590804E+01   0.285541E+00   0.000000E+00  -0.398306E+00   0.875611E-09   0.699988E-07   0.155347E-08
  3553   0.590002E+01   0.284576E+00   0.000000E+00  -0.399910E+00   0.875216E-09   0.699483E-07   0.153640E-08
  3554   0.589215E+01   0.283597E+00   0.000000E+00  -0.401473E+00   0.874820E-09   0.698989E-07   0.151926E-08
  3555   0.588441E+01   0.282604E+00   0.000000E+00  -0.402992E+00   0.874426E-09   0.698507E-07   0.150206E-08
  3556   0.587681E+01   0.281598E+00   0.000000E+00  -0.404467E+00   0.874031E-09   0.698037E-07   0.148479E-08
  3557   0.586933E+01   0.280579E+00   0.000000E+00  -0.405896E+00   0.873637E-09   0.697579E-07   0.146745E-08
  3558   0.586197E+01   0.279547E+00   0.000000E+00  -0.407282E+00   0.873243E-09   0.697133E-07   0.145006E-08
  3559   0.585474E+01   0.278502E+00   0.000000E+00  -0.408621E+00   0.872849E-09   0.696698E-07   0.143260E-08
  3560   0.584761E+01   0.277445E+00   0.000000E+00  -0.409914E+00   0.872456E-09   0.696274E-07   0.141509E-08
  3561   0.584062E+01   0.276375E+00   0.000000E+00  -0.411160E+00   0.872063E-09   0.695862E-07   0.139752E-08
  3562   0.583372E+01   0.275294E+00   0.000000E+00  -0.412359E+00   0.871670E-09   0.695462E-07   0.137990E-08
  3563   0.582692E+01   0.274201E+00   0.000000E+00  -0.413510E+00   0.871277E-09   0.695072E-07   0.136222E-08
  3564   0.582023E+01   0.273096E+00   0.000000E+00  -0.414612E+00   0.870885E-09   0.694694E-07   0.134450E-08
  3565   0.581363E+01   0.271979E+00   0.000000E+00  -0.415666E+00   0.870493E-09   0.694328E-07   0.132672E-08
  3566   0.580714E+01   0.270852E+00   0.000000E+00  -0.416670E+00   0.870101E-09   0.693972E-07   0.130890E-08
  3567   0.580072E+01   0.269714E+00   0.000000E+00  -0.417626E+00   0.869710E-09   0.693627E-07   0.129104E-08
  3568   0.579439E+01   0.268565E+00   0.000000E+00  -0.418531E+00   0.869319E-09   0.693293E-07   0.127313E-08
  3569   0.578813E+01   0.267406E+00   0.000000E+00  -0.419385E+00   0.868928E-09   0.692969E-07   0.125518E-08
  3570   0.578196E+01   0.266237E+00   0.000000E+00  -0.420190E+00   0.868538E-09   0.692657E-07   0.123719E-08
  3571   0.577586E+01   0.265058E+00   0.000000E+00  -0.420943E+00   0.868147E-09   0.692355E-07   0.121917E-08
  3572   0.576983E+01   0.263871E+00   0.000000E+00  -0.421647E+00   0.867757E-09   0.692064E-07   0.120111E-08
  3573   0.576387E+01   0.262674E+00   0.000000E+00  -0.422298E+00   0.867368E-09   0.691783E-07   0.118301E-08
  3574   0.575797E+01   0.261469E+00   0.000000E+00  -0.422899E+00   0.866978E-09   0.691513E-07   0.116489E-08
  3575   0.575212E+01   0.260255E+00   0.000000E+00  -0.423448E+00   0.866589E-09   0.691253E-07   0.114673E-08
  3576   0.574633E+01   0.259033E+00   0.000000E+00  -0.423946E+00   0.866201E-09   0.691003E-07   0.112855E-08
  3577   0.574059E+01   0.257804E+00   0.000000E+00  -0.424392E+00   0.865812E-09   0.690764E-07   0.111034E-08
  3578   0.573491E+01   0.256567E+00   0.000000E+00  -0.424786E+00   0.865424E-09   0.690534E-07   0.109211E-08
  3579   0.572926E+01   0.255324E+00   0.000000E+00  -0.425128E+00   0.865036E-09   0.690315E-07   0.107386E-08
  3580   0.572366E+01   0.254073E+00   0.000000E+00  -0.425419E+00   0.864648E-09   0.690105E-07   0.105558E-08
  3581   0.571809E+01   0.252815E+00   0.000000E+00  -0.425657E+00   0.864261E-09   0.689906E-07   0.103729E-08
  3582   0.571255E+01   0.251551E+00   0.000000E+00  -0.425843E+00   0.863874E-09   0.689716E-07   0.101898E-08
  3583   0.570704E+01   0.250281E+00   0.000000E+00  -0.425978E+00   0.863487E-09   0.689536E-07   0.100066E-08
  3584   0.570156E+01   0.249005E+00   0.000000E+00  -0.426060E+00   0.863100E-09   0.689366E-07   0.982321E-09
  3585   0.569609E+01   0.247724E+00   0.000000E+00  -0.426090E+00   0.862714E-09   0.689205E-07   0.963974E-09
  3586   0.569065E+01   0.246438E+00   0.000000E+00  -0.426070E+00   0.862328E-09   0.689054E-07   0.945618E-09
  3587   0.568523E+01   0.245148E+00   0.000000E+00  -0.425997E+00   0.861942E-09   0.688912E-07   0.927255E-09
  3588   0.567981E+01   0.243852E+00   0.000000E+00  -0.425873E+00   0.861557E-09   0.688779E-07   0.908886E-09
  3589   0.567441E+01   0.242554E+00   0.000000E+00  -0.425698E+00   0.861172E-09   0.688656E-07   0.890515E-09
  3590   0.566900E+01   0.241250E+00   0.000000E+00  -0.425470E+00   0.860787E-09   0.688542E-07   0.872142E-09
  3591   0.566360E+01   0.239944E+00   0.000000E+00  -0.425193E+00   0.860402E-09   0.688437E-07   0.853769E-09
  3592   0.565820E+01   0.238634E+00   0.000000E+00  -0.424865E+00   0.860018E-09   0.688340E-07   0.835399E-09
  3593   0.565280E+01   0.237322E+00   0.000000E+00  -0.424485E+00   0.859634E-09   0.688253E-07   0.817034E-09
  3594   0.564738E+01   0.236007E+00   0.000000E+00  -0.424055E+00   0.859250E-09   0.688175E-07   0.798674E-09
  3595   0.564195E+01   0.234689E+00   0.000000E+00  -0.423575E+00   0.858866E-09   0.688106E-07   0.780322E-09
  3596   0.563651E+01   0.233369E+00   0.000000E+00  -0.423044E+00   0.858483E-09   0.688045E-07   0.761980E-09
  3597   0.563104E+01   0.232048E+00   0.000000E+00  -0.422464E+00   0.858100E-09   0.687993E-07   0.743650E-09
  3598   0.562556E+01   0.230725E+00   0.000000E+00  -0.421835E+00   0.857718E-09   0.687949E-07   0.725334E-09
  3599   0.562006E+01   0.229402E+00   0.000000E+00  -0.421156E+00   0.857335E-09   0.687914E-07   0.707033E-09
  3600   0.561453E+01   0.228077E+00   0.000000E+00  -0.420429E+00   0.856953E-09   0.687887E-07   0.688750E-09
  3601   0.560897E+01   0.226753E+00   0.000000E+00  -0.419655E+00   0.856572E-09   0.687869E-07   0.670486E-09
  3602   0.560338E+01   0.225428E+00   0.000000E+00  -0.418832E+00   0.856190E-09   0.687859E-07   0.652243E-09
  3603   0.559776E+01   0.224105E+00   0.000000E+00  -0.417962E+00   0.855809E-09   0.687856E-07   0.634023E-09
  3604   0.559211E+01   0.222782E+00   0.000000E+00  -0.417045E+00   0.855428E-09   0.687862E-07   0.615828E-09
  3605   0.558641E+01   0.221459E+00   0.000000E+00  -0.416082E+00   0.855047E-09   0.687876E-07   0.597659E-09
  3606   0.558067E+01   0.220138E+00   0.000000E+00  -0.415073E+00   0.854666E-09   0.687897E-07   0.579519E-09
  3607   0.557489E+01   0.218819E+00   0.000000E+00  -0.414018E+00   0.854286E-09   0.687926E-07   0.561409E-09
  3608   0.556905E+01   0.217501E+00   0.000000E+00  -0.412917E+00   0.853906E-09   0.687963E-07   0.543331E-09
  3609   0.556317E+01   0.216186E+00   0.000000E+00  -0.411773E+00   0.853527E-09   0.688006E-07   0.525287E-09
  3610   0.555724E+01   0.214872E+00   0.000000E+00  -0.410582E+00   0.853148E-09   0.688058E-07   0.507279E-09
  3611   0.555125E+01   0.213561E+00   0.000000E+00  -0.409349E+00   0.852768E-09   0.688116E-07   0.489308E-09
  3612   0.554520E+01   0.212253E+00   0.000000E+00  -0.408073E+00   0.852389E-09   0.688181E-07   0.471377E-09
  3613   0.553909E+01   0.210949E+00   0.000000E+00  -0.406753E+00   0.852011E-09   0.688253E-07   0.453487E-09
  3614   0.553293E+01   0.209648E+00   0.000000E+00  -0.405392E+00   0.851633E-09   0.688332E-07   0.435640E-09
  3615   0.552670E+01   0.208351E+00   0.000000E+00  -0.403989E+00   0.851255E-09   0.688418E-07   0.417838E-09
  3616   0.552041E+01   0.207057E+00   0.000000E+00  -0.402545E+00   0.850877E-09   0.688510E-07   0.400083E-09
  3617   0.551404E+01   0.205769E+00   0.000000E+00  -0.401060E+00   0.850500E-09   0.688609E-07   0.382376E-09
  3618   0.550760E+01   0.204484E+00   0.000000E+00  -0.399536E+00   0.850123E-09   0.688714E-07   0.364719E-09
  3619   0.550110E+01   0.203205E+00   0.000000E+00  -0.397972E+00   0.849746E-09   0.688825E-07   0.347115E-09
  3620   0.549452E+01   0.201931E+00   0.000000E+00  -0.396369E+00   0.849369E-09   0.688942E-07   0.329564E-09
  3621   0.548786E+01   0.200662E+00   0.000000E+00  -0.394728E+00   0.848993E-09   0.689065E-07   0.312070E-09
  3622   0.548113E+01   0.199398E+00   0.000000E+00  -0.393050E+00   0.848617E-09   0.689194E-07   0.294633E-09
  3623   0.547432E+01   0.198141E+00   0.000000E+00  -0.391335E+00   0.848241E-09   0.689329E-07   0.277255E-09
  3624   0.546742E+01   0.196889E+00   0.000000E+00  -0.389583E+00   0.847865E-09   0.689469E-07   0.259939E-09
  3625   0.546044E+01   0.195643E+00   0.000000E+00  -0.387796E+00   0.847490E-09   0.689615E-07   0.242686E-09
  3626   0.545338E+01   0.194404E+00   0.000000E+00  -0.385974E+00   0.847115E-09   0.689766E-07   0.225498E-09
  3627   0.544623E+01   0.193172E+00   0.000000E+00  -0.384118E+00   0.846740E-09   0.689923E-07   0.208377E-09
  3628   0.543899E+01   0.191947E+00   0.000000E+00  -0.382229E+00   0.846366E-09   0.690085E-07   0.191324E-09
  3629   0.543167E+01   0.190730E+00   0.000000E+00  -0.380308E+00   0.845992E-09   0.690251E-07   0.174342E-09
  3630   0.542426E+01   0.189520E+00   0.000000E+00  -0.378355E+00   0.845618E-09   0.690423E-07   0.157432E-09
  3631   0.541676E+01   0.188318E+00   0.000000E+00  -0.376372E+00   0.845244E-09   0.690599E-07   0.140596E-09
  3632   0.540917E+01   0.187124E+00   0.000000E+00  -0.374358E+00   0.844871E-09   0.690781E-07   0.123836E-09
  3633   0.540149E+01   0.185938E+00   0.000000E+00  -0.372315E+00   0.844498E-09   0.690966E-07   0.107153E-09
  3634   0.539371E+01   0.184761E+00   0.000000E+00  -0.370243E+00   0.844125E-09   0.691156E-07   0.905505E-10
  3635   0.538584E+01   0.183592E+00   0.000000E+00  -0.368144E+00   0.843752E-09   0.691351E-07   0.740291E-10
  3636   0.537789E+01   0.182432E+00   0.000000E+00  -0.366017E+00   0.843380E-09   0.691549E-07   0.575908E-10
  3637   0.536982E+01   0.181281E+00   0.000000E+00  -0.363865E+00   0.843008E-09   0.691752E-07   0.412376E-10
  3638   0.536167E+01   0.180139E+00   0.000000E+00  -0.361687E+00   0.842636E-09   0.691959E-07   0.249713E-10
  3639   0.535341E+01   0.179006E+00   0.000000E+00  -0.359484E+00   0.842265E-09   0.692169E-07   0.879364E-11
  3640   0.534506E+01   0.177883E+00   0.000000E+00  -0.357258E+00   0.841893E-09   0.692384E-07  -0.729352E-11
  3641   0.533661E+01   0.176770E+00   0.000000E+00  -0.355008E+00   0.841522E-09   0.692602E-07  -0.232884E-10
  3642   0.532806E+01   0.175667E+00   0.000000E+00  -0.352737E+00   0.841152E-09   0.692823E-07  -0.391890E-10
  3643   0.531942E+01   0.174574E+00   0.000000E+00  -0.350444E+00   0.840781E-09   0.693048E-07  -0.549937E-10
  3644   0.531067E+01   0.173491E+00   0.000000E+00  -0.348131E+00   0.840411E-09   0.693276E-07  -0.707006E-10
  3645   0.530182E+01   0.172419E+00   0.000000E+00  -0.345799E+00   0.840041E-09   0.693507E-07  -0.863078E-10
  3646   0.529288E+01   0.171357E+00   0.000000E+00  -0.343448E+00   0.839672E-09   0.693742E-07  -0.101814E-09
  3647   0.528383E+01   0.170306E+00   0.000000E+00  -0.341078E+00   0.839302E-09   0.693979E-07  -0.117216E-09
  3648   0.527468E+01   0.169266E+00   0.000000E+00  -0.338693E+00   0.838933E-09   0.694219E-07  -0.132514E-09
  3649   0.526543E+01   0.168237E+00   0.000000E+00  -0.336290E+00   0.838564E-09   0.694461E-07  -0.147704E-09
  3650   0.525608E+01   0.167219E+00   0.000000E+00  -0.333872E+00   0.838196E-09   0.694707E-07  -0.162786E-09
  3651   0.524662E+01   0.166213E+00   0.000000E+00  -0.331439E+00   0.837827E-09   0.694954E-07  -0.177757E-09
  3652   0.523707E+01   0.165218E+00   0.000000E+00  -0.328993E+00   0.837459E-09   0.695204E-07  -0.192617E-09
  3653   0.522742E+01   0.164234E+00   0.000000E+00  -0.326533E+00   0.837092E-09   0.695457E-07  -0.207365E-09
  3654   0.521766E+01   0.163262E+00   0.000000E+00  -0.324062E+00   0.836724E-09   0.695711E-07  -0.222000E-09
  3655   0.520780E+01   0.162302E+00   0.000000E+00  -0.321579E+00   0.836357E-09   0.695968E-07  -0.236521E-09
  3656   0.519785E+01   0.161354E+00   0.000000E+00  -0.319086E+00   0.835990E-09   0.696227E-07  -0.250928E-09
  3657   0.518779E+01   0.160418E+00   0.000000E+00  -0.316584E+00   0.835623E-09   0.696488E-07  -0.265220E-09
  3658   0.517763E+01   0.159494E+00   0.000000E+00  -0.314074E+00   0.835257E-09   0.696750E-07  -0.279396E-09
  3659   0.516738E+01   0.158583E+00   0.000000E+00  -0.311556E+00   0.834891E-09   0.697015E-07  -0.293455E-09
  3660   0.515702E+01   0.157684E+00   0.000000E+00  -0.309030E+00   0.834524E-09   0.697281E-07  -0.307396E-09
  3661   0.514658E+01   0.156797E+00   0.000000E+00  -0.306499E+00   0.834159E-09   0.697548E-07  -0.321220E-09
  3662   0.513602E+01   0.155923E+00   0.000000E+00  -0.303963E+00   0.833793E-09   0.697818E-07  -0.334924E-09
  3663   0.512538E+01   0.155062E+00   0.000000E+00  -0.301423E+00   0.833428E-09   0.698089E-07  -0.348509E-09
  3664   0.511464E+01   0.154213E+00   0.000000E+00  -0.298879E+00   0.833063E-09   0.698361E-07  -0.361973E-09
  3665   0.510380E+01   0.153378E+00   0.000000E+00  -0.296332E+00   0.832699E-09   0.698635E-07  -0.375316E-09
  3666   0.509287E+01   0.152554E+00   0.000000E+00  -0.293783E+00   0.832334E-09   0.698909E-07  -0.388537E-09
  3667   0.508184E+01   0.151744E+00   0.000000E+00  -0.291233E+00   0.831970E-09   0.699185E-07  -0.401635E-09
  3668   0.507073E+01   0.150947E+00   0.000000E+00  -0.288683E+00   0.831606E-09   0.699462E-07  -0.414610E-09
  3669   0.505951E+01   0.150163E+00   0.000000E+00  -0.286132E+00   0.831243E-09   0.699740E-07  -0.427460E-09
  3670   0.504821E+01   0.149392E+00   0.000000E+00  -0.283584E+00   0.830879E-09   0.700019E-07  -0.440185E-09
  3671   0.503681E+01   0.148634E+00   0.000000E+00  -0.281037E+00   0.830516E-09   0.700299E-07  -0.452784E-09
  3672   0.502532E+01   0.147889E+00   0.000000E+00  -0.278494E+00   0.830153E-09   0.700580E-07  -0.465257E-09
