#    L    TT             EE             BB             TE             PP             TP             EP          
  1492   0.730447E+03   0.108797E+02   0.000000E+00   0.588370E+00   0.355788E-08   0.175106E-05   0.459557E-07
  1493   0.727262E+03   0.109626E+02   0.000000E+00   0.112272E+01   0.355402E-08   0.174143E-05   0.482691E-07
  1494   0.724047E+03   0.110480E+02   0.000000E+00   0.164686E+01   0.355017E-08   0.173175E-05   0.505667E-07
  1495   0.720803E+03   0.111358E+02   0.000000E+00   0.216063E+01   0.354633E-08   0.172204E-05   0.528485E-07
  1496   0.717531E+03   0.112261E+02   0.000000E+00   0.266388E+01   0.354249E-08   0.171228E-05   0.551140E-07
  1497   0.714233E+03   0.113187E+02   0.000000E+00   0.315650E+01   0.353866E-08   0.170249E-05   0.573631E-07
  1498   0.710908E+03   0.114137E+02   0.000000E+00   0.363835E+01   0.353484E-08   0.169267E-05   0.595955E-07
  1499   0.707558E+03   0.115109E+02   0.000000E+00   0.410931E+01   0.353102E-08   0.168282E-05   0.618110E-07
  1500   0.704184E+03   0.116103E+02   0.000000E+00   0.456924E+01   0.352721E-08   0.167293E-05   0.640092E-07
  1501   0.700786E+03   0.117119E+02   0.000000E+00   0.501800E+01   0.352341E-08   0.166301E-05   0.661900E-07
  1502   0.697367E+03   0.118156E+02   0.000000E+00   0.545550E+01   0.351961E-08   0.165306E-05   0.683532E-07
  1503   0.693926E+03   0.119213E+02   0.000000E+00   0.588160E+01   0.351582E-08   0.164308E-05   0.704988E-07
  1504   0.690464E+03   0.120290E+02   0.000000E+00   0.629622E+01   0.351203E-08   0.163307E-05   0.726266E-07
  1505   0.686983E+03   0.121386E+02   0.000000E+00   0.669924E+01   0.350825E-08   0.162304E-05   0.747365E-07
  1506   0.683483E+03   0.122501E+02   0.000000E+00   0.709058E+01   0.350448E-08   0.161298E-05   0.768285E-07
  1507   0.679965E+03   0.123633E+02   0.000000E+00   0.747011E+01   0.350071E-08   0.160290E-05   0.789025E-07
  1508   0.676429E+03   0.124784E+02   0.000000E+00   0.783773E+01   0.349695E-08   0.159279E-05   0.809584E-07
  1509   0.672877E+03   0.125951E+02   0.000000E+00   0.819344E+01   0.349320E-08   0.158266E-05   0.829961E-07
  1510   0.669310E+03   0.127134E+02   0.000000E+00   0.853702E+01   0.348945E-08   0.157251E-05   0.850155E-07
  1511   0.665729E+03   0.128333E+02   0.000000E+00   0.886854E+01   0.348571E-08   0.156233E-05   0.870165E-07
  1512   0.662135E+03   0.129548E+02   0.000000E+00   0.918792E+01   0.348198E-08   0.155214E-05   0.889990E-07
  1513   0.658529E+03   0.130776E+02   0.000000E+00   0.949518E+01   0.347825E-08   0.154193E-05   0.909629E-07
  1514   0.654913E+03   0.132018E+02   0.000000E+00   0.979016E+01   0.347453E-08   0.153170E-05   0.929082E-07
  1515   0.651288E+03   0.133274E+02   0.000000E+00   0.100729E+02   0.347081E-08   0.152146E-05   0.948347E-07
  1516   0.647654E+03   0.134543E+02   0.000000E+00   0.103433E+02   0.346710E-08   0.151119E-05   0.967424E-07
  1517   0.644012E+03   0.135824E+02   0.000000E+00   0.106014E+02   0.346340E-08   0.150092E-05   0.986312E-07
  1518   0.640365E+03   0.137115E+02   0.000000E+00   0.108471E+02   0.345970E-08   0.149063E-05   0.100501E-06
  1519   0.636713E+03   0.138418E+02   0.000000E+00   0.110805E+02   0.345601E-08   0.148033E-05   0.102352E-06
  1520   0.633055E+03   0.139731E+02   0.000000E+00   0.113013E+02   0.345232E-08   0.147001E-05   0.104183E-06
  1521   0.629394E+03   0.141053E+02   0.000000E+00   0.115098E+02   0.344864E-08   0.145969E-05   0.105995E-06
  1522   0.625731E+03   0.142384E+02   0.000000E+00   0.117058E+02   0.344497E-08   0.144936E-05   0.107788E-06
  1523   0.622065E+03   0.143723E+02   0.000000E+00   0.118892E+02   0.344130E-08   0.143901E-05   0.109561E-06
  1524   0.618398E+03   0.145070E+02   0.000000E+00   0.120601E+02   0.343764E-08   0.142867E-05   0.111315E-06
  1525   0.614732E+03   0.146423E+02   0.000000E+00   0.122186E+02   0.343399E-08   0.141831E-05   0.113049E-06
  1526   0.611067E+03   0.147783E+02   0.000000E+00   0.123645E+02   0.343034E-08   0.140795E-05   0.114763E-06
  1527   0.607403E+03   0.149149E+02   0.000000E+00   0.124980E+02   0.342670E-08   0.139758E-05   0.116457E-06
  1528   0.603743E+03   0.150520E+02   0.000000E+00   0.126190E+02   0.342306E-08   0.138722E-05   0.118132E-06
  1529   0.600087E+03   0.151894E+02   0.000000E+00   0.127276E+02   0.341943E-08   0.137684E-05   0.119786E-06
  1530   0.596435E+03   0.153273E+02   0.000000E+00   0.128238E+02   0.341581E-08   0.136647E-05   0.121421E-06
  1531   0.592790E+03   0.154655E+02   0.000000E+00   0.129075E+02   0.341219E-08   0.135610E-05   0.123035E-06
  1532   0.589151E+03   0.156039E+02   0.000000E+00   0.129789E+02   0.340858E-08   0.134573E-05   0.124628E-06
  1533   0.585519E+03   0.157424E+02   0.000000E+00   0.130379E+02   0.340497E-08   0.133536E-05   0.126202E-06
  1534   0.581896E+03   0.158811E+02   0.000000E+00   0.130847E+02   0.340137E-08   0.132499E-05   0.127755E-06
  1535   0.578282E+03   0.160199E+02   0.000000E+00   0.131191E+02   0.339778E-08   0.131463E-05   0.129287E-06
  1536   0.574678E+03   0.161586E+02   0.000000E+00   0.131413E+02   0.339419E-08   0.130427E-05   0.130799E-06
  1537   0.571084E+03   0.162971E+02   0.000000E+00   0.131513E+02   0.339061E-08   0.129392E-05   0.132290E-06
  1538   0.567503E+03   0.164356E+02   0.000000E+00   0.131492E+02   0.338703E-08   0.128357E-05   0.133760E-06
  1539   0.563934E+03   0.165737E+02   0.000000E+00   0.131350E+02   0.338346E-08   0.127324E-05   0.135209E-06
  1540   0.560379E+03   0.167117E+02   0.000000E+00   0.131089E+02   0.337990E-08   0.126291E-05   0.136637E-06
  1541   0.556837E+03   0.168493E+02   0.000000E+00   0.130709E+02   0.337634E-08   0.125259E-05   0.138044E-06
  1542   0.553312E+03   0.169865E+02   0.000000E+00   0.130211E+02   0.337279E-08   0.124228E-05   0.139430E-06
  1543   0.549803E+03   0.171232E+02   0.000000E+00   0.129595E+02   0.336924E-08   0.123199E-05   0.140794E-06
  1544   0.546311E+03   0.172594E+02   0.000000E+00   0.128863E+02   0.336570E-08   0.122171E-05   0.142138E-06
  1545   0.542837E+03   0.173950E+02   0.000000E+00   0.128016E+02   0.336216E-08   0.121144E-05   0.143459E-06
  1546   0.539381E+03   0.175299E+02   0.000000E+00   0.127054E+02   0.335864E-08   0.120119E-05   0.144759E-06
  1547   0.535946E+03   0.176642E+02   0.000000E+00   0.125979E+02   0.335511E-08   0.119095E-05   0.146038E-06
  1548   0.532530E+03   0.177977E+02   0.000000E+00   0.124791E+02   0.335159E-08   0.118073E-05   0.147294E-06
  1549   0.529135E+03   0.179304E+02   0.000000E+00   0.123492E+02   0.334808E-08   0.117053E-05   0.148529E-06
  1550   0.525762E+03   0.180621E+02   0.000000E+00   0.122082E+02   0.334458E-08   0.116035E-05   0.149742E-06
  1551   0.522411E+03   0.181929E+02   0.000000E+00   0.120562E+02   0.334108E-08   0.115019E-05   0.150933E-06
  1552   0.519083E+03   0.183226E+02   0.000000E+00   0.118934E+02   0.333758E-08   0.114004E-05   0.152102E-06
  1553   0.515780E+03   0.184514E+02   0.000000E+00   0.117199E+02   0.333409E-08   0.112993E-05   0.153248E-06
  1554   0.512500E+03   0.185790E+02   0.000000E+00   0.115358E+02   0.333061E-08   0.111983E-05   0.154373E-06
  1555   0.509245E+03   0.187053E+02   0.000000E+00   0.113413E+02   0.332713E-08   0.110976E-05   0.155477E-06
  1556   0.506017E+03   0.188305E+02   0.000000E+00   0.111364E+02   0.332366E-08   0.109971E-05   0.156558E-06
  1557   0.502815E+03   0.189544E+02   0.000000E+00   0.109215E+02   0.332019E-08   0.108968E-05   0.157618E-06
  1558   0.499640E+03   0.190769E+02   0.000000E+00   0.106964E+02   0.331673E-08   0.107968E-05   0.158656E-06
  1559   0.496493E+03   0.191981E+02   0.000000E+00   0.104616E+02   0.331328E-08   0.106971E-05   0.159672E-06
  1560   0.493375E+03   0.193178E+02   0.000000E+00   0.102169E+02   0.330983E-08   0.105976E-05   0.160667E-06
  1561   0.490285E+03   0.194360E+02   0.000000E+00   0.996271E+01   0.330639E-08   0.104985E-05   0.161640E-06
  1562   0.487226E+03   0.195526E+02   0.000000E+00   0.969911E+01   0.330295E-08   0.103995E-05   0.162591E-06
  1563   0.484197E+03   0.196677E+02   0.000000E+00   0.942626E+01   0.329952E-08   0.103009E-05   0.163521E-06
  1564   0.481199E+03   0.197812E+02   0.000000E+00   0.914433E+01   0.329609E-08   0.102026E-05   0.164430E-06
  1565   0.478232E+03   0.198930E+02   0.000000E+00   0.885354E+01   0.329267E-08   0.101046E-05   0.165318E-06
  1566   0.475298E+03   0.200030E+02   0.000000E+00   0.855395E+01   0.328926E-08   0.100069E-05   0.166184E-06
  1567   0.472396E+03   0.201113E+02   0.000000E+00   0.824579E+01   0.328585E-08   0.990951E-06   0.167028E-06
  1568   0.469527E+03   0.202178E+02   0.000000E+00   0.792913E+01   0.328244E-08   0.981245E-06   0.167852E-06
  1569   0.466692E+03   0.203223E+02   0.000000E+00   0.760427E+01   0.327904E-08   0.971573E-06   0.168654E-06
  1570   0.463890E+03   0.204250E+02   0.000000E+00   0.727136E+01   0.327565E-08   0.961934E-06   0.169435E-06
  1571   0.461124E+03   0.205256E+02   0.000000E+00   0.693050E+01   0.327226E-08   0.952331E-06   0.170196E-06
  1572   0.458391E+03   0.206242E+02   0.000000E+00   0.658190E+01   0.326888E-08   0.942762E-06   0.170935E-06
  1573   0.455695E+03   0.207208E+02   0.000000E+00   0.622574E+01   0.326551E-08   0.933231E-06   0.171653E-06
  1574   0.453034E+03   0.208153E+02   0.000000E+00   0.586224E+01   0.326213E-08   0.923736E-06   0.172350E-06
  1575   0.450410E+03   0.209077E+02   0.000000E+00   0.549160E+01   0.325877E-08   0.914278E-06   0.173026E-06
  1576   0.447822E+03   0.209979E+02   0.000000E+00   0.511405E+01   0.325541E-08   0.904860E-06   0.173682E-06
  1577   0.445272E+03   0.210860E+02   0.000000E+00   0.472975E+01   0.325206E-08   0.895480E-06   0.174316E-06
  1578   0.442759E+03   0.211718E+02   0.000000E+00   0.433895E+01   0.324871E-08   0.886140E-06   0.174930E-06
  1579   0.440285E+03   0.212554E+02   0.000000E+00   0.394183E+01   0.324536E-08   0.876841E-06   0.175523E-06
  1580   0.437849E+03   0.213367E+02   0.000000E+00   0.353859E+01   0.324202E-08   0.867583E-06   0.176096E-06
  1581   0.435452E+03   0.214157E+02   0.000000E+00   0.312942E+01   0.323869E-08   0.858367E-06   0.176648E-06
  1582   0.433094E+03   0.214924E+02   0.000000E+00   0.271451E+01   0.323537E-08   0.849194E-06   0.177179E-06
  1583   0.430775E+03   0.215667E+02   0.000000E+00   0.229405E+01   0.323204E-08   0.840064E-06   0.177690E-06
  1584   0.428495E+03   0.216386E+02   0.000000E+00   0.186824E+01   0.322873E-08   0.830979E-06   0.178180E-06
  1585   0.426255E+03   0.217079E+02   0.000000E+00   0.143726E+01   0.322542E-08   0.821938E-06   0.178650E-06
  1586   0.424055E+03   0.217749E+02   0.000000E+00   0.100131E+01   0.322211E-08   0.812943E-06   0.179100E-06
  1587   0.421895E+03   0.218393E+02   0.000000E+00   0.560596E+00   0.321881E-08   0.803995E-06   0.179529E-06
  1588   0.419775E+03   0.219011E+02   0.000000E+00   0.115326E+00   0.321552E-08   0.795093E-06   0.179938E-06
  1589   0.417696E+03   0.219604E+02   0.000000E+00  -0.334300E+00   0.321223E-08   0.786240E-06   0.180327E-06
  1590   0.415657E+03   0.220171E+02   0.000000E+00  -0.788070E+00   0.320894E-08   0.777435E-06   0.180695E-06
  1591   0.413659E+03   0.220713E+02   0.000000E+00  -0.124578E+01   0.320566E-08   0.768679E-06   0.181044E-06
  1592   0.411703E+03   0.221227E+02   0.000000E+00  -0.170722E+01   0.320239E-08   0.759973E-06   0.181372E-06
  1593   0.409787E+03   0.221716E+02   0.000000E+00  -0.217218E+01   0.319912E-08   0.751318E-06   0.181680E-06
  1594   0.407912E+03   0.222177E+02   0.000000E+00  -0.264046E+01   0.319586E-08   0.742715E-06   0.181968E-06
  1595   0.406079E+03   0.222611E+02   0.000000E+00  -0.311183E+01   0.319260E-08   0.734164E-06   0.182237E-06
  1596   0.404286E+03   0.223018E+02   0.000000E+00  -0.358610E+01   0.318935E-08   0.725665E-06   0.182485E-06
  1597   0.402536E+03   0.223398E+02   0.000000E+00  -0.406304E+01   0.318610E-08   0.717220E-06   0.182714E-06
  1598   0.400826E+03   0.223751E+02   0.000000E+00  -0.454245E+01   0.318286E-08   0.708830E-06   0.182922E-06
  1599   0.399158E+03   0.224076E+02   0.000000E+00  -0.502411E+01   0.317963E-08   0.700495E-06   0.183111E-06
  1600   0.397532E+03   0.224374E+02   0.000000E+00  -0.550782E+01   0.317639E-08   0.692215E-06   0.183281E-06
  1601   0.395947E+03   0.224643E+02   0.000000E+00  -0.599337E+01   0.317317E-08   0.683992E-06   0.183430E-06
  1602   0.394403E+03   0.224885E+02   0.000000E+00  -0.648056E+01   0.316995E-08   0.675826E-06   0.183560E-06
  1603   0.392901E+03   0.225098E+02   0.000000E+00  -0.696919E+01   0.316673E-08   0.667716E-06   0.183671E-06
  1604   0.391440E+03   0.225283E+02   0.000000E+00  -0.745906E+01   0.316352E-08   0.659665E-06   0.183762E-06
  1605   0.390020E+03   0.225440E+02   0.000000E+00  -0.794999E+01   0.316032E-08   0.651670E-06   0.183834E-06
  1606   0.388641E+03   0.225568E+02   0.000000E+00  -0.844175E+01   0.315712E-08   0.643734E-06   0.183887E-06
  1607   0.387303E+03   0.225668E+02   0.000000E+00  -0.893408E+01   0.315392E-08   0.635856E-06   0.183921E-06
  1608   0.386006E+03   0.225739E+02   0.000000E+00  -0.942692E+01   0.315073E-08   0.628036E-06   0.183936E-06
  1609   0.384749E+03   0.225781E+02   0.000000E+00  -0.991990E+01   0.314755E-08   0.620274E-06   0.183932E-06
  1610   0.383533E+03   0.225794E+02   0.000000E+00  -0.104129E+02   0.314437E-08   0.612572E-06   0.183909E-06
  1611   0.382358E+03   0.225781E+02   0.000000E+00  -0.109057E+02   0.314119E-08   0.604929E-06   0.183868E-06
  1612   0.381223E+03   0.225738E+02   0.000000E+00  -0.113980E+02   0.313802E-08   0.597345E-06   0.183809E-06
  1613   0.380128E+03   0.225668E+02   0.000000E+00  -0.118897E+02   0.313486E-08   0.589821E-06   0.183731E-06
  1614   0.379073E+03   0.225570E+02   0.000000E+00  -0.123805E+02   0.313170E-08   0.582357E-06   0.183634E-06
  1615   0.378058E+03   0.225444E+02   0.000000E+00  -0.128702E+02   0.312855E-08   0.574954E-06   0.183520E-06
  1616   0.377083E+03   0.225291E+02   0.000000E+00  -0.133587E+02   0.312540E-08   0.567611E-06   0.183387E-06
  1617   0.376147E+03   0.225109E+02   0.000000E+00  -0.138457E+02   0.312225E-08   0.560328E-06   0.183237E-06
  1618   0.375250E+03   0.224900E+02   0.000000E+00  -0.143311E+02   0.311912E-08   0.553107E-06   0.183069E-06
  1619   0.374391E+03   0.224663E+02   0.000000E+00  -0.148147E+02   0.311598E-08   0.545947E-06   0.182882E-06
  1620   0.373571E+03   0.224399E+02   0.000000E+00  -0.152963E+02   0.311285E-08   0.538849E-06   0.182679E-06
  1621   0.372789E+03   0.224107E+02   0.000000E+00  -0.157757E+02   0.310973E-08   0.531812E-06   0.182458E-06
  1622   0.372045E+03   0.223787E+02   0.000000E+00  -0.162527E+02   0.310661E-08   0.524838E-06   0.182219E-06
  1623   0.371338E+03   0.223441E+02   0.000000E+00  -0.167272E+02   0.310350E-08   0.517926E-06   0.181963E-06
  1624   0.370669E+03   0.223067E+02   0.000000E+00  -0.171988E+02   0.310039E-08   0.511076E-06   0.181690E-06
  1625   0.370036E+03   0.222666E+02   0.000000E+00  -0.176676E+02   0.309728E-08   0.504290E-06   0.181400E-06
  1626   0.369440E+03   0.222239E+02   0.000000E+00  -0.181332E+02   0.309419E-08   0.497567E-06   0.181093E-06
  1627   0.368880E+03   0.221785E+02   0.000000E+00  -0.185955E+02   0.309109E-08   0.490907E-06   0.180769E-06
  1628   0.368355E+03   0.221305E+02   0.000000E+00  -0.190542E+02   0.308800E-08   0.484311E-06   0.180428E-06
  1629   0.367867E+03   0.220799E+02   0.000000E+00  -0.195094E+02   0.308492E-08   0.477779E-06   0.180070E-06
  1630   0.367412E+03   0.220267E+02   0.000000E+00  -0.199606E+02   0.308184E-08   0.471311E-06   0.179696E-06
  1631   0.366993E+03   0.219709E+02   0.000000E+00  -0.204079E+02   0.307877E-08   0.464907E-06   0.179306E-06
  1632   0.366608E+03   0.219125E+02   0.000000E+00  -0.208510E+02   0.307570E-08   0.458569E-06   0.178899E-06
  1633   0.366255E+03   0.218517E+02   0.000000E+00  -0.212898E+02   0.307263E-08   0.452295E-06   0.178476E-06
  1634   0.365937E+03   0.217883E+02   0.000000E+00  -0.217240E+02   0.306957E-08   0.446087E-06   0.178037E-06
  1635   0.365651E+03   0.217223E+02   0.000000E+00  -0.221537E+02   0.306652E-08   0.439945E-06   0.177581E-06
  1636   0.365397E+03   0.216538E+02   0.000000E+00  -0.225785E+02   0.306347E-08   0.433868E-06   0.177110E-06
  1637   0.365175E+03   0.215830E+02   0.000000E+00  -0.229983E+02   0.306042E-08   0.427857E-06   0.176623E-06
  1638   0.364984E+03   0.215097E+02   0.000000E+00  -0.234130E+02   0.305739E-08   0.421913E-06   0.176121E-06
  1639   0.364824E+03   0.214340E+02   0.000000E+00  -0.238225E+02   0.305435E-08   0.416035E-06   0.175602E-06
  1640   0.364695E+03   0.213560E+02   0.000000E+00  -0.242266E+02   0.305132E-08   0.410225E-06   0.175069E-06
  1641   0.364595E+03   0.212757E+02   0.000000E+00  -0.246250E+02   0.304830E-08   0.404481E-06   0.174520E-06
  1642   0.364524E+03   0.211932E+02   0.000000E+00  -0.250178E+02   0.304528E-08   0.398805E-06   0.173955E-06
  1643   0.364482E+03   0.211084E+02   0.000000E+00  -0.254048E+02   0.304226E-08   0.393197E-06   0.173376E-06
  1644   0.364469E+03   0.210214E+02   0.000000E+00  -0.257858E+02   0.303925E-08   0.387656E-06   0.172781E-06
  1645   0.364483E+03   0.209322E+02   0.000000E+00  -0.261607E+02   0.303624E-08   0.382184E-06   0.172172E-06
  1646   0.364525E+03   0.208408E+02   0.000000E+00  -0.265294E+02   0.303324E-08   0.376781E-06   0.171548E-06
  1647   0.364593E+03   0.207475E+02   0.000000E+00  -0.268917E+02   0.303024E-08   0.371446E-06   0.170908E-06
  1648   0.364687E+03   0.206519E+02   0.000000E+00  -0.272475E+02   0.302725E-08   0.366180E-06   0.170255E-06
  1649   0.364806E+03   0.205543E+02   0.000000E+00  -0.275968E+02   0.302427E-08   0.360984E-06   0.169587E-06
  1650   0.364950E+03   0.204546E+02   0.000000E+00  -0.279393E+02   0.302128E-08   0.355857E-06   0.168904E-06
  1651   0.365118E+03   0.203530E+02   0.000000E+00  -0.282750E+02   0.301831E-08   0.350799E-06   0.168207E-06
  1652   0.365310E+03   0.202495E+02   0.000000E+00  -0.286038E+02   0.301533E-08   0.345812E-06   0.167496E-06
  1653   0.365525E+03   0.201440E+02   0.000000E+00  -0.289255E+02   0.301237E-08   0.340894E-06   0.166771E-06
  1654   0.365763E+03   0.200366E+02   0.000000E+00  -0.292401E+02   0.300940E-08   0.336046E-06   0.166032E-06
  1655   0.366022E+03   0.199274E+02   0.000000E+00  -0.295476E+02   0.300644E-08   0.331268E-06   0.165279E-06
  1656   0.366302E+03   0.198165E+02   0.000000E+00  -0.298477E+02   0.300349E-08   0.326559E-06   0.164513E-06
  1657   0.366604E+03   0.197038E+02   0.000000E+00  -0.301404E+02   0.300054E-08   0.321919E-06   0.163733E-06
  1658   0.366925E+03   0.195894E+02   0.000000E+00  -0.304256E+02   0.299760E-08   0.317349E-06   0.162940E-06
  1659   0.367266E+03   0.194734E+02   0.000000E+00  -0.307033E+02   0.299466E-08   0.312848E-06   0.162134E-06
  1660   0.367625E+03   0.193558E+02   0.000000E+00  -0.309734E+02   0.299172E-08   0.308417E-06   0.161314E-06
  1661   0.368003E+03   0.192365E+02   0.000000E+00  -0.312357E+02   0.298879E-08   0.304054E-06   0.160482E-06
  1662   0.368398E+03   0.191158E+02   0.000000E+00  -0.314902E+02   0.298586E-08   0.299761E-06   0.159637E-06
  1663   0.368810E+03   0.189936E+02   0.000000E+00  -0.317370E+02   0.298294E-08   0.295536E-06   0.158780E-06
  1664   0.369239E+03   0.188700E+02   0.000000E+00  -0.319758E+02   0.298003E-08   0.291381E-06   0.157910E-06
  1665   0.369683E+03   0.187450E+02   0.000000E+00  -0.322065E+02   0.297711E-08   0.287294E-06   0.157028E-06
  1666   0.370142E+03   0.186185E+02   0.000000E+00  -0.324293E+02   0.297421E-08   0.283276E-06   0.156133E-06
  1667   0.370615E+03   0.184909E+02   0.000000E+00  -0.326440E+02   0.297130E-08   0.279327E-06   0.155226E-06
  1668   0.371103E+03   0.183620E+02   0.000000E+00  -0.328505E+02   0.296841E-08   0.275447E-06   0.154308E-06
  1669   0.371602E+03   0.182318E+02   0.000000E+00  -0.330487E+02   0.296551E-08   0.271635E-06   0.153378E-06
  1670   0.372115E+03   0.181005E+02   0.000000E+00  -0.332387E+02   0.296262E-08   0.267891E-06   0.152436E-06
  1671   0.372639E+03   0.179680E+02   0.000000E+00  -0.334204E+02   0.295974E-08   0.264217E-06   0.151483E-06
  1672   0.373174E+03   0.178344E+02   0.000000E+00  -0.335937E+02   0.295686E-08   0.260610E-06   0.150518E-06
  1673   0.373719E+03   0.176999E+02   0.000000E+00  -0.337588E+02   0.295398E-08   0.257072E-06   0.149542E-06
  1674   0.374275E+03   0.175643E+02   0.000000E+00  -0.339154E+02   0.295111E-08   0.253602E-06   0.148555E-06
  1675   0.374839E+03   0.174279E+02   0.000000E+00  -0.340636E+02   0.294825E-08   0.250200E-06   0.147557E-06
  1676   0.375413E+03   0.172907E+02   0.000000E+00  -0.342035E+02   0.294538E-08   0.246867E-06   0.146549E-06
  1677   0.375994E+03   0.171527E+02   0.000000E+00  -0.343350E+02   0.294253E-08   0.243601E-06   0.145529E-06
  1678   0.376583E+03   0.170139E+02   0.000000E+00  -0.344580E+02   0.293967E-08   0.240403E-06   0.144500E-06
  1679   0.377178E+03   0.168744E+02   0.000000E+00  -0.345726E+02   0.293682E-08   0.237274E-06   0.143459E-06
  1680   0.377779E+03   0.167344E+02   0.000000E+00  -0.346787E+02   0.293398E-08   0.234212E-06   0.142409E-06
  1681   0.378387E+03   0.165937E+02   0.000000E+00  -0.347763E+02   0.293114E-08   0.231218E-06   0.141349E-06
  1682   0.378998E+03   0.164524E+02   0.000000E+00  -0.348655E+02   0.292831E-08   0.228291E-06   0.140278E-06
  1683   0.379613E+03   0.163107E+02   0.000000E+00  -0.349462E+02   0.292548E-08   0.225432E-06   0.139198E-06
  1684   0.380233E+03   0.161684E+02   0.000000E+00  -0.350184E+02   0.292265E-08   0.222641E-06   0.138109E-06
  1685   0.380855E+03   0.160257E+02   0.000000E+00  -0.350821E+02   0.291983E-08   0.219917E-06   0.137009E-06
  1686   0.381479E+03   0.158827E+02   0.000000E+00  -0.351373E+02   0.291701E-08   0.217261E-06   0.135901E-06
  1687   0.382104E+03   0.157393E+02   0.000000E+00  -0.351841E+02   0.291420E-08   0.214672E-06   0.134783E-06
  1688   0.382731E+03   0.155957E+02   0.000000E+00  -0.352225E+02   0.291139E-08   0.212150E-06   0.133656E-06
  1689   0.383359E+03   0.154518E+02   0.000000E+00  -0.352525E+02   0.290858E-08   0.209696E-06   0.132520E-06
  1690   0.383986E+03   0.153078E+02   0.000000E+00  -0.352741E+02   0.290579E-08   0.207308E-06   0.131375E-06
  1691   0.384612E+03   0.151637E+02   0.000000E+00  -0.352874E+02   0.290299E-08   0.204988E-06   0.130222E-06
  1692   0.385237E+03   0.150195E+02   0.000000E+00  -0.352923E+02   0.290020E-08   0.202735E-06   0.129060E-06
  1693   0.385859E+03   0.148752E+02   0.000000E+00  -0.352890E+02   0.289741E-08   0.200548E-06   0.127890E-06
  1694   0.386480E+03   0.147310E+02   0.000000E+00  -0.352774E+02   0.289463E-08   0.198429E-06   0.126712E-06
  1695   0.387096E+03   0.145869E+02   0.000000E+00  -0.352575E+02   0.289185E-08   0.196376E-06   0.125525E-06
  1696   0.387709E+03   0.144428E+02   0.000000E+00  -0.352295E+02   0.288908E-08   0.194390E-06   0.124330E-06
  1697   0.388318E+03   0.142989E+02   0.000000E+00  -0.351933E+02   0.288631E-08   0.192470E-06   0.123128E-06
  1698   0.388921E+03   0.141551E+02   0.000000E+00  -0.351489E+02   0.288354E-08   0.190618E-06   0.121918E-06
  1699   0.389518E+03   0.140116E+02   0.000000E+00  -0.350965E+02   0.288078E-08   0.188831E-06   0.120701E-06
  1700   0.390109E+03   0.138684E+02   0.000000E+00  -0.350361E+02   0.287803E-08   0.187112E-06   0.119476E-06
  1701   0.390694E+03   0.137255E+02   0.000000E+00  -0.349678E+02   0.287528E-08   0.185458E-06   0.118244E-06
  1702   0.391271E+03   0.135830E+02   0.000000E+00  -0.348916E+02   0.287253E-08   0.183871E-06   0.117004E-06
  1703   0.391841E+03   0.134410E+02   0.000000E+00  -0.348077E+02   0.286978E-08   0.182349E-06   0.115758E-06
  1704   0.392403E+03   0.132994E+02   0.000000E+00  -0.347161E+02   0.286704E-08   0.180892E-06   0.114505E-06
  1705   0.392956E+03   0.131584E+02   0.000000E+00  -0.346169E+02   0.286431E-08   0.179500E-06   0.113246E-06
  1706   0.393500E+03   0.130180E+02   0.000000E+00  -0.345102E+02   0.286158E-08   0.178172E-06   0.111980E-06
  1707   0.394034E+03   0.128782E+02   0.000000E+00  -0.343960E+02   0.285885E-08   0.176909E-06   0.110708E-06
  1708   0.394558E+03   0.127391E+02   0.000000E+00  -0.342745E+02   0.285613E-08   0.175709E-06   0.109429E-06
  1709   0.395072E+03   0.126007E+02   0.000000E+00  -0.341456E+02   0.285341E-08   0.174573E-06   0.108145E-06
  1710   0.395574E+03   0.124630E+02   0.000000E+00  -0.340096E+02   0.285070E-08   0.173499E-06   0.106855E-06
  1711   0.396065E+03   0.123262E+02   0.000000E+00  -0.338664E+02   0.284799E-08   0.172488E-06   0.105559E-06
  1712   0.396544E+03   0.121901E+02   0.000000E+00  -0.337162E+02   0.284528E-08   0.171539E-06   0.104258E-06
  1713   0.397009E+03   0.120550E+02   0.000000E+00  -0.335591E+02   0.284258E-08   0.170651E-06   0.102952E-06
  1714   0.397462E+03   0.119207E+02   0.000000E+00  -0.333950E+02   0.283989E-08   0.169825E-06   0.101641E-06
  1715   0.397902E+03   0.117874E+02   0.000000E+00  -0.332243E+02   0.283719E-08   0.169060E-06   0.100324E-06
  1716   0.398329E+03   0.116551E+02   0.000000E+00  -0.330469E+02   0.283450E-08   0.168355E-06   0.990034E-07
  1717   0.398740E+03   0.115238E+02   0.000000E+00  -0.328629E+02   0.283182E-08   0.167710E-06   0.976777E-07
  1718   0.399137E+03   0.113936E+02   0.000000E+00  -0.326726E+02   0.282914E-08   0.167125E-06   0.963476E-07
  1719   0.399520E+03   0.112645E+02   0.000000E+00  -0.324759E+02   0.282646E-08   0.166600E-06   0.950131E-07
  1720   0.399886E+03   0.111365E+02   0.000000E+00  -0.322730E+02   0.282379E-08   0.166133E-06   0.936746E-07
  1721   0.400237E+03   0.110098E+02   0.000000E+00  -0.320640E+02   0.282112E-08   0.165725E-06   0.923321E-07
