#    L    TT             EE             TE             PP             TP          
  3867   0.297985E+01   0.120086E+00  -0.185737E+00   0.356418E+05   0.117796E+01
  3868   0.297559E+01   0.119746E+00  -0.186166E+00   0.356270E+05   0.117688E+01
  3869   0.297136E+01   0.119401E+00  -0.186579E+00   0.356122E+05   0.117579E+01
  3870   0.296718E+01   0.119051E+00  -0.186976E+00   0.355975E+05   0.117469E+01
  3871   0.296302E+01   0.118696E+00  -0.187357E+00   0.355827E+05   0.117358E+01
  3872   0.295889E+01   0.118335E+00  -0.187722E+00   0.355680E+05   0.117247E+01
  3873   0.295479E+01   0.117971E+00  -0.188069E+00   0.355532E+05   0.117134E+01
  3874   0.295073E+01   0.117601E+00  -0.188400E+00   0.355385E+05   0.117020E+01
  3875   0.294669E+01   0.117227E+00  -0.188713E+00   0.355238E+05   0.116906E+01
  3876   0.294267E+01   0.116847E+00  -0.189009E+00   0.355091E+05   0.116791E+01
  3877   0.293868E+01   0.116464E+00  -0.189288E+00   0.354944E+05   0.116675E+01
  3878   0.293471E+01   0.116076E+00  -0.189548E+00   0.354798E+05   0.116558E+01
  3879   0.293077E+01   0.115683E+00  -0.189790E+00   0.354651E+05   0.116440E+01
  3880   0.292684E+01   0.115285E+00  -0.190015E+00   0.354504E+05   0.116321E+01
  3881   0.292294E+01   0.114885E+00  -0.190221E+00   0.354358E+05   0.116202E+01
  3882   0.291904E+01   0.114479E+00  -0.190409E+00   0.354211E+05   0.116082E+01
  3883   0.291517E+01   0.114070E+00  -0.190577E+00   0.354065E+05   0.115961E+01
  3884   0.291132E+01   0.113656E+00  -0.190728E+00   0.353919E+05   0.115839E+01
  3885   0.290747E+01   0.113239E+00  -0.190859E+00   0.353773E+05   0.115716E+01
  3886   0.290364E+01   0.112818E+00  -0.190972E+00   0.353627E+05   0.115593E+01
  3887   0.289982E+01   0.112393E+00  -0.191066E+00   0.353481E+05   0.115469E+01
  3888   0.289601E+01   0.111965E+00  -0.191140E+00   0.353335E+05   0.115344E+01
  3889   0.289221E+01   0.111533E+00  -0.191196E+00   0.353189E+05   0.115218E+01
  3890   0.288842E+01   0.111098E+00  -0.191232E+00   0.353044E+05   0.115092E+01
  3891   0.288462E+01   0.110660E+00  -0.191249E+00   0.352898E+05   0.114964E+01
  3892   0.288084E+01   0.110218E+00  -0.191246E+00   0.352753E+05   0.114836E+01
  3893   0.287706E+01   0.109773E+00  -0.191224E+00   0.352608E+05   0.114708E+01
  3894   0.287328E+01   0.109326E+00  -0.191183E+00   0.352462E+05   0.114578E+01
  3895   0.286950E+01   0.108875E+00  -0.191122E+00   0.352317E+05   0.114448E+01
  3896   0.286571E+01   0.108422E+00  -0.191041E+00   0.352172E+05   0.114318E+01
  3897   0.286193E+01   0.107965E+00  -0.190941E+00   0.352027E+05   0.114186E+01
  3898   0.285814E+01   0.107507E+00  -0.190821E+00   0.351882E+05   0.114054E+01
  3899   0.285434E+01   0.107045E+00  -0.190681E+00   0.351738E+05   0.113921E+01
  3900   0.285055E+01   0.106582E+00  -0.190522E+00   0.351593E+05   0.113787E+01
  3901   0.284674E+01   0.106117E+00  -0.190344E+00   0.351448E+05   0.113653E+01
  3902   0.284292E+01   0.105649E+00  -0.190146E+00   0.351304E+05   0.113518E+01
  3903   0.283910E+01   0.105179E+00  -0.189929E+00   0.351160E+05   0.113383E+01
  3904   0.283527E+01   0.104707E+00  -0.189692E+00   0.351015E+05   0.113247E+01
  3905   0.283142E+01   0.104233E+00  -0.189436E+00   0.350871E+05   0.113110E+01
  3906   0.282757E+01   0.103758E+00  -0.189161E+00   0.350727E+05   0.112973E+01
  3907   0.282370E+01   0.103282E+00  -0.188867E+00   0.350583E+05   0.112835E+01
  3908   0.281981E+01   0.102803E+00  -0.188553E+00   0.350439E+05   0.112696E+01
  3909   0.281591E+01   0.102324E+00  -0.188221E+00   0.350296E+05   0.112557E+01
  3910   0.281199E+01   0.101843E+00  -0.187869E+00   0.350152E+05   0.112417E+01
  3911   0.280805E+01   0.101362E+00  -0.187498E+00   0.350008E+05   0.112277E+01
  3912   0.280409E+01   0.100879E+00  -0.187108E+00   0.349865E+05   0.112136E+01
  3913   0.280011E+01   0.100394E+00  -0.186700E+00   0.349722E+05   0.111994E+01
  3914   0.279611E+01   0.999100E-01  -0.186272E+00   0.349578E+05   0.111852E+01
  3915   0.279209E+01   0.994241E-01  -0.185827E+00   0.349435E+05   0.111709E+01
  3916   0.278804E+01   0.989382E-01  -0.185362E+00   0.349292E+05   0.111566E+01
  3917   0.278397E+01   0.984516E-01  -0.184879E+00   0.349149E+05   0.111422E+01
  3918   0.277987E+01   0.979650E-01  -0.184378E+00   0.349006E+05   0.111278E+01
  3919   0.277574E+01   0.974777E-01  -0.183858E+00   0.348863E+05   0.111133E+01
  3920   0.277158E+01   0.969904E-01  -0.183321E+00   0.348721E+05   0.110988E+01
  3921   0.276739E+01   0.965031E-01  -0.182766E+00   0.348578E+05   0.110842E+01
  3922   0.276317E+01   0.960151E-01  -0.182192E+00   0.348435E+05   0.110696E+01
  3923   0.275893E+01   0.955278E-01  -0.181602E+00   0.348293E+05   0.110549E+01
  3924   0.275465E+01   0.950405E-01  -0.180993E+00   0.348151E+05   0.110402E+01
  3925   0.275033E+01   0.945540E-01  -0.180368E+00   0.348008E+05   0.110255E+01
  3926   0.274598E+01   0.940674E-01  -0.179724E+00   0.347866E+05   0.110106E+01
  3927   0.274160E+01   0.935816E-01  -0.179065E+00   0.347724E+05   0.109958E+01
  3928   0.273717E+01   0.930965E-01  -0.178389E+00   0.347582E+05   0.109809E+01
  3929   0.273272E+01   0.926114E-01  -0.177696E+00   0.347440E+05   0.109659E+01
  3930   0.272823E+01   0.921278E-01  -0.176987E+00   0.347299E+05   0.109510E+01
  3931   0.272370E+01   0.916457E-01  -0.176262E+00   0.347157E+05   0.109359E+01
  3932   0.271914E+01   0.911636E-01  -0.175520E+00   0.347015E+05   0.109209E+01
  3933   0.271454E+01   0.906836E-01  -0.174764E+00   0.346874E+05   0.109057E+01
  3934   0.270990E+01   0.902044E-01  -0.173992E+00   0.346733E+05   0.108906E+01
  3935   0.270523E+01   0.897267E-01  -0.173205E+00   0.346591E+05   0.108754E+01
  3936   0.270051E+01   0.892497E-01  -0.172404E+00   0.346450E+05   0.108602E+01
  3937   0.269575E+01   0.887749E-01  -0.171587E+00   0.346309E+05   0.108449E+01
  3938   0.269095E+01   0.883016E-01  -0.170756E+00   0.346168E+05   0.108296E+01
  3939   0.268610E+01   0.878304E-01  -0.169911E+00   0.346027E+05   0.108143E+01
  3940   0.268122E+01   0.873600E-01  -0.169051E+00   0.345886E+05   0.107989E+01
  3941   0.267630E+01   0.868925E-01  -0.168179E+00   0.345746E+05   0.107835E+01
  3942   0.267133E+01   0.864265E-01  -0.167293E+00   0.345605E+05   0.107681E+01
  3943   0.266632E+01   0.859627E-01  -0.166394E+00   0.345464E+05   0.107526E+01
  3944   0.266127E+01   0.855010E-01  -0.165482E+00   0.345324E+05   0.107371E+01
  3945   0.265618E+01   0.850416E-01  -0.164558E+00   0.345183E+05   0.107216E+01
  3946   0.265104E+01   0.845843E-01  -0.163622E+00   0.345043E+05   0.107060E+01
  3947   0.264585E+01   0.841300E-01  -0.162673E+00   0.344903E+05   0.106905E+01
  3948   0.264063E+01   0.836779E-01  -0.161713E+00   0.344763E+05   0.106748E+01
  3949   0.263536E+01   0.832287E-01  -0.160742E+00   0.344623E+05   0.106592E+01
  3950   0.263004E+01   0.827816E-01  -0.159760E+00   0.344483E+05   0.106435E+01
  3951   0.262468E+01   0.823375E-01  -0.158767E+00   0.344343E+05   0.106278E+01
  3952   0.261927E+01   0.818964E-01  -0.157763E+00   0.344204E+05   0.106121E+01
  3953   0.261381E+01   0.814574E-01  -0.156749E+00   0.344064E+05   0.105964E+01
  3954   0.260831E+01   0.810220E-01  -0.155726E+00   0.343924E+05   0.105806E+01
  3955   0.260276E+01   0.805896E-01  -0.154692E+00   0.343785E+05   0.105649E+01
  3956   0.259717E+01   0.801601E-01  -0.153649E+00   0.343646E+05   0.105491E+01
  3957   0.259153E+01   0.797343E-01  -0.152598E+00   0.343506E+05   0.105332E+01
  3958   0.258584E+01   0.793114E-01  -0.151539E+00   0.343367E+05   0.105174E+01
  3959   0.258012E+01   0.788922E-01  -0.150471E+00   0.343228E+05   0.105015E+01
  3960   0.257434E+01   0.784758E-01  -0.149395E+00   0.343089E+05   0.104857E+01
  3961   0.256852E+01   0.780632E-01  -0.148312E+00   0.342950E+05   0.104698E+01
  3962   0.256266E+01   0.776542E-01  -0.147222E+00   0.342811E+05   0.104539E+01
  3963   0.255675E+01   0.772488E-01  -0.146124E+00   0.342673E+05   0.104379E+01
  3964   0.255079E+01   0.768471E-01  -0.145021E+00   0.342534E+05   0.104220E+01
  3965   0.254478E+01   0.764491E-01  -0.143910E+00   0.342396E+05   0.104061E+01
  3966   0.253874E+01   0.760547E-01  -0.142794E+00   0.342257E+05   0.103901E+01
  3967   0.253264E+01   0.756640E-01  -0.141672E+00   0.342119E+05   0.103741E+01
  3968   0.252650E+01   0.752776E-01  -0.140545E+00   0.341980E+05   0.103581E+01
  3969   0.252031E+01   0.748950E-01  -0.139412E+00   0.341842E+05   0.103422E+01
  3970   0.251407E+01   0.745160E-01  -0.138275E+00   0.341704E+05   0.103262E+01
  3971   0.250779E+01   0.741413E-01  -0.137134E+00   0.341566E+05   0.103102E+01
  3972   0.250147E+01   0.737711E-01  -0.135989E+00   0.341428E+05   0.102942E+01
  3973   0.249509E+01   0.734044E-01  -0.134840E+00   0.341291E+05   0.102781E+01
  3974   0.248868E+01   0.730421E-01  -0.133687E+00   0.341153E+05   0.102621E+01
  3975   0.248222E+01   0.726840E-01  -0.132532E+00   0.341015E+05   0.102461E+01
  3976   0.247572E+01   0.723302E-01  -0.131374E+00   0.340878E+05   0.102301E+01
  3977   0.246917E+01   0.719806E-01  -0.130213E+00   0.340740E+05   0.102141E+01
  3978   0.246258E+01   0.716353E-01  -0.129051E+00   0.340603E+05   0.101980E+01
  3979   0.245594E+01   0.712944E-01  -0.127886E+00   0.340466E+05   0.101820E+01
  3980   0.244926E+01   0.709578E-01  -0.126720E+00   0.340328E+05   0.101660E+01
  3981   0.244254E+01   0.706257E-01  -0.125553E+00   0.340191E+05   0.101500E+01
  3982   0.243577E+01   0.702980E-01  -0.124385E+00   0.340054E+05   0.101340E+01
  3983   0.242897E+01   0.699747E-01  -0.123217E+00   0.339917E+05   0.101180E+01
  3984   0.242213E+01   0.696559E-01  -0.122049E+00   0.339781E+05   0.101020E+01
  3985   0.241524E+01   0.693416E-01  -0.120880E+00   0.339644E+05   0.100860E+01
  3986   0.240830E+01   0.690319E-01  -0.119712E+00   0.339507E+05   0.100700E+01
  3987   0.240133E+01   0.687266E-01  -0.118544E+00   0.339371E+05   0.100540E+01
  3988   0.239433E+01   0.684259E-01  -0.117378E+00   0.339234E+05   0.100380E+01
  3989   0.238728E+01   0.681298E-01  -0.116212E+00   0.339098E+05   0.100220E+01
  3990   0.238019E+01   0.678382E-01  -0.115049E+00   0.338962E+05   0.100061E+01
  3991   0.237307E+01   0.675513E-01  -0.113888E+00   0.338825E+05   0.999014E+00
  3992   0.236591E+01   0.672689E-01  -0.112728E+00   0.338689E+05   0.997421E+00
  3993   0.235871E+01   0.669913E-01  -0.111571E+00   0.338553E+05   0.995829E+00
  3994   0.235148E+01   0.667182E-01  -0.110418E+00   0.338417E+05   0.994238E+00
  3995   0.234422E+01   0.664498E-01  -0.109267E+00   0.338282E+05   0.992650E+00
  3996   0.233692E+01   0.661861E-01  -0.108120E+00   0.338146E+05   0.991063E+00
  3997   0.232959E+01   0.659270E-01  -0.106977E+00   0.338010E+05   0.989477E+00
  3998   0.232223E+01   0.656726E-01  -0.105838E+00   0.337875E+05   0.987894E+00
  3999   0.231484E+01   0.654227E-01  -0.104704E+00   0.337739E+05   0.986312E+00
  4000   0.230742E+01   0.651776E-01  -0.103574E+00   0.337604E+05   0.984732E+00
  4001   0.229996E+01   0.649371E-01  -0.102449E+00   0.337468E+05   0.983155E+00
  4002   0.229248E+01   0.647012E-01  -0.101329E+00   0.337333E+05   0.981579E+00
  4003   0.228498E+01   0.644699E-01  -0.100215E+00   0.337198E+05   0.980006E+00
  4004   0.227744E+01   0.642433E-01  -0.991066E-01   0.337063E+05   0.978435E+00
  4005   0.226988E+01   0.640212E-01  -0.980037E-01   0.336928E+05   0.976866E+00
  4006   0.226229E+01   0.638038E-01  -0.969081E-01   0.336793E+05   0.975300E+00
  4007   0.225467E+01   0.635909E-01  -0.958184E-01   0.336658E+05   0.973737E+00
  4008   0.224703E+01   0.633826E-01  -0.947361E-01   0.336524E+05   0.972176E+00
  4009   0.223937E+01   0.631789E-01  -0.936603E-01   0.336389E+05   0.970618E+00
  4010   0.223169E+01   0.629797E-01  -0.925919E-01   0.336255E+05   0.969063E+00
  4011   0.222397E+01   0.627850E-01  -0.915315E-01   0.336120E+05   0.967510E+00
  4012   0.221625E+01   0.625947E-01  -0.904784E-01   0.335986E+05   0.965961E+00
  4013   0.220850E+01   0.624090E-01  -0.894341E-01   0.335852E+05   0.964414E+00
  4014   0.220073E+01   0.622277E-01  -0.883979E-01   0.335717E+05   0.962871E+00
  4015   0.219294E+01   0.620508E-01  -0.873698E-01   0.335583E+05   0.961330E+00
  4016   0.218513E+01   0.618783E-01  -0.863511E-01   0.335449E+05   0.959793E+00
  4017   0.217731E+01   0.617102E-01  -0.853413E-01   0.335315E+05   0.958260E+00
  4018   0.216947E+01   0.615463E-01  -0.843402E-01   0.335182E+05   0.956729E+00
  4019   0.216161E+01   0.613868E-01  -0.833494E-01   0.335048E+05   0.955203E+00
  4020   0.215374E+01   0.612316E-01  -0.823681E-01   0.334914E+05   0.953679E+00
  4021   0.214585E+01   0.610806E-01  -0.813964E-01   0.334781E+05   0.952160E+00
  4022   0.213795E+01   0.609339E-01  -0.804349E-01   0.334647E+05   0.950644E+00
  4023   0.213005E+01   0.607913E-01  -0.794836E-01   0.334514E+05   0.949132E+00
  4024   0.212213E+01   0.606530E-01  -0.785426E-01   0.334380E+05   0.947624E+00
  4025   0.211420E+01   0.605186E-01  -0.776125E-01   0.334247E+05   0.946120E+00
  4026   0.210627E+01   0.603884E-01  -0.766935E-01   0.334114E+05   0.944619E+00
  4027   0.209832E+01   0.602621E-01  -0.757854E-01   0.333981E+05   0.943123E+00
  4028   0.209037E+01   0.601399E-01  -0.748890E-01   0.333848E+05   0.941631E+00
  4029   0.208241E+01   0.600216E-01  -0.740031E-01   0.333715E+05   0.940144E+00
  4030   0.207444E+01   0.599071E-01  -0.731290E-01   0.333582E+05   0.938660E+00
  4031   0.206647E+01   0.597965E-01  -0.722667E-01   0.333450E+05   0.937182E+00
  4032   0.205851E+01   0.596897E-01  -0.714161E-01   0.333317E+05   0.935707E+00
  4033   0.205053E+01   0.595866E-01  -0.705775E-01   0.333185E+05   0.934237E+00
  4034   0.204255E+01   0.594873E-01  -0.697509E-01   0.333052E+05   0.932772E+00
  4035   0.203458E+01   0.593916E-01  -0.689365E-01   0.332920E+05   0.931312E+00
  4036   0.202660E+01   0.592995E-01  -0.681345E-01   0.332788E+05   0.929856E+00
  4037   0.201862E+01   0.592110E-01  -0.673449E-01   0.332655E+05   0.928406E+00
  4038   0.201065E+01   0.591259E-01  -0.665678E-01   0.332523E+05   0.926960E+00
  4039   0.200268E+01   0.590443E-01  -0.658034E-01   0.332391E+05   0.925519E+00
  4040   0.199471E+01   0.589661E-01  -0.650517E-01   0.332259E+05   0.924084E+00
  4041   0.198674E+01   0.588911E-01  -0.643130E-01   0.332127E+05   0.922653E+00
  4042   0.197879E+01   0.588196E-01  -0.635871E-01   0.331996E+05   0.921228E+00
  4043   0.197084E+01   0.587511E-01  -0.628744E-01   0.331864E+05   0.919808E+00
  4044   0.196290E+01   0.586858E-01  -0.621748E-01   0.331732E+05   0.918394E+00
  4045   0.195496E+01   0.586236E-01  -0.614884E-01   0.331601E+05   0.916985E+00
  4046   0.194703E+01   0.585644E-01  -0.608153E-01   0.331469E+05   0.915582E+00
  4047   0.193912E+01   0.585082E-01  -0.601556E-01   0.331338E+05   0.914184E+00
  4048   0.193121E+01   0.584550E-01  -0.595092E-01   0.331207E+05   0.912793E+00
  4049   0.192333E+01   0.584045E-01  -0.588764E-01   0.331076E+05   0.911407E+00
  4050   0.191545E+01   0.583570E-01  -0.582571E-01   0.330944E+05   0.910027E+00
  4051   0.190759E+01   0.583121E-01  -0.576514E-01   0.330813E+05   0.908652E+00
  4052   0.189974E+01   0.582699E-01  -0.570593E-01   0.330682E+05   0.907284E+00
  4053   0.189191E+01   0.582304E-01  -0.564809E-01   0.330552E+05   0.905922E+00
  4054   0.188410E+01   0.581933E-01  -0.559161E-01   0.330421E+05   0.904566E+00
  4055   0.187631E+01   0.581588E-01  -0.553652E-01   0.330290E+05   0.903216E+00
  4056   0.186854E+01   0.581267E-01  -0.548280E-01   0.330159E+05   0.901873E+00
  4057   0.186078E+01   0.580969E-01  -0.543047E-01   0.330029E+05   0.900535E+00
  4058   0.185304E+01   0.580694E-01  -0.537951E-01   0.329899E+05   0.899204E+00
  4059   0.184534E+01   0.580441E-01  -0.532994E-01   0.329768E+05   0.897879E+00
  4060   0.183765E+01   0.580210E-01  -0.528175E-01   0.329638E+05   0.896560E+00
  4061   0.182998E+01   0.580000E-01  -0.523495E-01   0.329508E+05   0.895247E+00
  4062   0.182234E+01   0.579810E-01  -0.518953E-01   0.329378E+05   0.893941E+00
  4063   0.181472E+01   0.579639E-01  -0.514549E-01   0.329248E+05   0.892641E+00
  4064   0.180713E+01   0.579487E-01  -0.510285E-01   0.329118E+05   0.891348E+00
  4065   0.179957E+01   0.579354E-01  -0.506158E-01   0.328988E+05   0.890061E+00
  4066   0.179204E+01   0.579238E-01  -0.502169E-01   0.328858E+05   0.888780E+00
  4067   0.178453E+01   0.579138E-01  -0.498319E-01   0.328728E+05   0.887506E+00
  4068   0.177705E+01   0.579055E-01  -0.494606E-01   0.328599E+05   0.886239E+00
  4069   0.176960E+01   0.578987E-01  -0.491031E-01   0.328469E+05   0.884978E+00
  4070   0.176218E+01   0.578934E-01  -0.487593E-01   0.328340E+05   0.883724E+00
  4071   0.175479E+01   0.578894E-01  -0.484292E-01   0.328210E+05   0.882476E+00
  4072   0.174744E+01   0.578868E-01  -0.481129E-01   0.328081E+05   0.881235E+00
  4073   0.174011E+01   0.578855E-01  -0.478101E-01   0.327952E+05   0.880001E+00
  4074   0.173282E+01   0.578853E-01  -0.475208E-01   0.327823E+05   0.878773E+00
  4075   0.172557E+01   0.578862E-01  -0.472450E-01   0.327694E+05   0.877552E+00
  4076   0.171834E+01   0.578883E-01  -0.469825E-01   0.327565E+05   0.876338E+00
  4077   0.171116E+01   0.578913E-01  -0.467334E-01   0.327436E+05   0.875131E+00
  4078   0.170400E+01   0.578952E-01  -0.464975E-01   0.327307E+05   0.873931E+00
  4079   0.169690E+01   0.579001E-01  -0.462747E-01   0.327178E+05   0.872738E+00
  4080   0.168982E+01   0.579058E-01  -0.460651E-01   0.327050E+05   0.871551E+00
  4081   0.168278E+01   0.579121E-01  -0.458684E-01   0.326921E+05   0.870372E+00
  4082   0.167578E+01   0.579192E-01  -0.456846E-01   0.326792E+05   0.869199E+00
  4083   0.166882E+01   0.579267E-01  -0.455137E-01   0.326664E+05   0.868034E+00
  4084   0.166190E+01   0.579349E-01  -0.453554E-01   0.326536E+05   0.866875E+00
  4085   0.165502E+01   0.579436E-01  -0.452097E-01   0.326408E+05   0.865724E+00
  4086   0.164818E+01   0.579526E-01  -0.450765E-01   0.326279E+05   0.864580E+00
  4087   0.164139E+01   0.579620E-01  -0.449557E-01   0.326151E+05   0.863443E+00
  4088   0.163463E+01   0.579716E-01  -0.448472E-01   0.326023E+05   0.862313E+00
  4089   0.162791E+01   0.579815E-01  -0.447507E-01   0.325895E+05   0.861190E+00
  4090   0.162124E+01   0.579915E-01  -0.446662E-01   0.325768E+05   0.860075E+00
  4091   0.161461E+01   0.580016E-01  -0.445935E-01   0.325640E+05   0.858967E+00
  4092   0.160802E+01   0.580117E-01  -0.445326E-01   0.325512E+05   0.857867E+00
  4093   0.160148E+01   0.580219E-01  -0.444831E-01   0.325385E+05   0.856773E+00
  4094   0.159499E+01   0.580319E-01  -0.444452E-01   0.325257E+05   0.855687E+00
  4095   0.158854E+01   0.580417E-01  -0.444185E-01   0.325130E+05   0.854609E+00
  4096   0.158213E+01   0.580513E-01  -0.444029E-01   0.325002E+05   0.853538E+00
  4097   0.157577E+01   0.580608E-01  -0.443984E-01   0.324875E+05   0.852474E+00
  4098   0.156946E+01   0.580698E-01  -0.444046E-01   0.324748E+05   0.851418E+00
  4099   0.156319E+01   0.580784E-01  -0.444215E-01   0.324621E+05   0.850370E+00
  4100   0.155697E+01   0.580867E-01  -0.444490E-01   0.324494E+05   0.849329E+00
  4101   0.155080E+01   0.580944E-01  -0.444868E-01   0.324367E+05   0.848296E+00
  4102   0.154467E+01   0.581015E-01  -0.445349E-01   0.324240E+05   0.847270E+00
  4103   0.153859E+01   0.581080E-01  -0.445929E-01   0.324113E+05   0.846252E+00
  4104   0.153257E+01   0.581138E-01  -0.446609E-01   0.323987E+05   0.845242E+00
  4105   0.152659E+01   0.581189E-01  -0.447386E-01   0.323860E+05   0.844239E+00
