#    L    TT             EE             BB             TE          
   263    0.46901E+00    0.20570E-02    0.13653E-02   -0.12969E-01
   264    0.45882E+00    0.20733E-02    0.13619E-02   -0.12864E-01
   265    0.44863E+00    0.20893E-02    0.13582E-02   -0.12739E-01
   266    0.43843E+00    0.21052E-02    0.13541E-02   -0.12595E-01
   267    0.42825E+00    0.21207E-02    0.13497E-02   -0.12433E-01
   268    0.41808E+00    0.21359E-02    0.13450E-02   -0.12254E-01
   269    0.40795E+00    0.21508E-02    0.13400E-02   -0.12058E-01
   270    0.39785E+00    0.21654E-02    0.13348E-02   -0.11846E-01
   271    0.38780E+00    0.21795E-02    0.13292E-02   -0.11618E-01
   272    0.37781E+00    0.21933E-02    0.13234E-02   -0.11377E-01
   273    0.36788E+00    0.22066E-02    0.13173E-02   -0.11121E-01
   274    0.35804E+00    0.22194E-02    0.13110E-02   -0.10852E-01
   275    0.34828E+00    0.22318E-02    0.13044E-02   -0.10571E-01
   276    0.33862E+00    0.22437E-02    0.12975E-02   -0.10278E-01
   277    0.32907E+00    0.22551E-02    0.12905E-02   -0.99744E-02
   278    0.31963E+00    0.22659E-02    0.12832E-02   -0.96603E-02
   279    0.31033E+00    0.22761E-02    0.12757E-02   -0.93368E-02
   280    0.30115E+00    0.22857E-02    0.12681E-02   -0.90044E-02
   281    0.29213E+00    0.22947E-02    0.12602E-02   -0.86639E-02
   282    0.28326E+00    0.23030E-02    0.12521E-02   -0.83160E-02
   283    0.27456E+00    0.23106E-02    0.12439E-02   -0.79614E-02
   284    0.26603E+00    0.23176E-02    0.12355E-02   -0.76009E-02
   285    0.25769E+00    0.23238E-02    0.12269E-02   -0.72352E-02
   286    0.24954E+00    0.23292E-02    0.12182E-02   -0.68649E-02
   287    0.24160E+00    0.23339E-02    0.12094E-02   -0.64908E-02
   288    0.23388E+00    0.23378E-02    0.12004E-02   -0.61137E-02
   289    0.22638E+00    0.23409E-02    0.11913E-02   -0.57341E-02
   290    0.21911E+00    0.23431E-02    0.11821E-02   -0.53530E-02
   291    0.21209E+00    0.23444E-02    0.11727E-02   -0.49708E-02
   292    0.20533E+00    0.23448E-02    0.11633E-02   -0.45885E-02
   293    0.19882E+00    0.23443E-02    0.11538E-02   -0.42066E-02
   294    0.19259E+00    0.23428E-02    0.11442E-02   -0.38260E-02
   295    0.18665E+00    0.23404E-02    0.11345E-02   -0.34472E-02
   296    0.18100E+00    0.23370E-02    0.11248E-02   -0.30711E-02
   297    0.17565E+00    0.23325E-02    0.11150E-02   -0.26984E-02
   298    0.17061E+00    0.23270E-02    0.11052E-02   -0.23297E-02
   299    0.16590E+00    0.23204E-02    0.10954E-02   -0.19659E-02
   300    0.16152E+00    0.23127E-02    0.10855E-02   -0.16075E-02
   301    0.15748E+00    0.23039E-02    0.10756E-02   -0.12552E-02
   302    0.15378E+00    0.22940E-02    0.10656E-02   -0.90926E-03
   303    0.15039E+00    0.22831E-02    0.10557E-02   -0.56968E-03
   304    0.14733E+00    0.22711E-02    0.10458E-02   -0.23654E-03
   305    0.14457E+00    0.22581E-02    0.10358E-02    0.90061E-04
   306    0.14210E+00    0.22442E-02    0.10259E-02    0.41006E-03
   307    0.13993E+00    0.22294E-02    0.10160E-02    0.72337E-03
   308    0.13803E+00    0.22137E-02    0.10061E-02    0.10299E-02
   309    0.13641E+00    0.21972E-02    0.99627E-03    0.13296E-02
   310    0.13504E+00    0.21799E-02    0.98644E-03    0.16224E-02
   311    0.13393E+00    0.21618E-02    0.97665E-03    0.19082E-02
   312    0.13307E+00    0.21429E-02    0.96690E-03    0.21869E-02
   313    0.13243E+00    0.21234E-02    0.95721E-03    0.24585E-02
   314    0.13202E+00    0.21032E-02    0.94756E-03    0.27228E-02
   315    0.13183E+00    0.20823E-02    0.93798E-03    0.29798E-02
   316    0.13184E+00    0.20609E-02    0.92846E-03    0.32294E-02
   317    0.13206E+00    0.20389E-02    0.91902E-03    0.34716E-02
   318    0.13246E+00    0.20164E-02    0.90965E-03    0.37062E-02
   319    0.13304E+00    0.19934E-02    0.90037E-03    0.39332E-02
   320    0.13380E+00    0.19700E-02    0.89117E-03    0.41525E-02
   321    0.13471E+00    0.19461E-02    0.88207E-03    0.43641E-02
   322    0.13578E+00    0.19219E-02    0.87307E-03    0.45678E-02
   323    0.13699E+00    0.18973E-02    0.86417E-03    0.47635E-02
   324    0.13834E+00    0.18724E-02    0.85539E-03    0.49513E-02
   325    0.13981E+00    0.18472E-02    0.84672E-03    0.51309E-02
   326    0.14140E+00    0.18218E-02    0.83818E-03    0.53024E-02
   327    0.14310E+00    0.17962E-02    0.82976E-03    0.54657E-02
   328    0.14490E+00    0.17704E-02    0.82148E-03    0.56206E-02
   329    0.14679E+00    0.17445E-02    0.81334E-03    0.57671E-02
   330    0.14875E+00    0.17185E-02    0.80534E-03    0.59052E-02
   331    0.15079E+00    0.16925E-02    0.79749E-03    0.60347E-02
   332    0.15290E+00    0.16664E-02    0.78980E-03    0.61556E-02
   333    0.15505E+00    0.16403E-02    0.78228E-03    0.62677E-02
   334    0.15726E+00    0.16143E-02    0.77492E-03    0.63711E-02
   335    0.15949E+00    0.15883E-02    0.76774E-03    0.64656E-02
   336    0.16176E+00    0.15625E-02    0.76073E-03    0.65512E-02
   337    0.16404E+00    0.15368E-02    0.75391E-03    0.66277E-02
   338    0.16633E+00    0.15113E-02    0.74728E-03    0.66952E-02
   339    0.16862E+00    0.14860E-02    0.74085E-03    0.67535E-02
   340    0.17090E+00    0.14610E-02    0.73462E-03    0.68025E-02
   341    0.17317E+00    0.14363E-02    0.72860E-03    0.68422E-02
   342    0.17540E+00    0.14119E-02    0.72279E-03    0.68725E-02
   343    0.17760E+00    0.13878E-02    0.71720E-03    0.68933E-02
   344    0.17975E+00    0.13642E-02    0.71184E-03    0.69045E-02
   345    0.18185E+00    0.13410E-02    0.70671E-03    0.69061E-02
   346    0.18389E+00    0.13183E-02    0.70181E-03    0.68980E-02
   347    0.18585E+00    0.12961E-02    0.69716E-03    0.68801E-02
   348    0.18774E+00    0.12744E-02    0.69275E-03    0.68523E-02
   349    0.18953E+00    0.12533E-02    0.68860E-03    0.68145E-02
   350    0.19122E+00    0.12328E-02    0.68470E-03    0.67668E-02
   351    0.19281E+00    0.12130E-02    0.68107E-03    0.67089E-02
   352    0.19428E+00    0.11938E-02    0.67770E-03    0.66414E-02
   353    0.19566E+00    0.11752E-02    0.67457E-03    0.65645E-02
   354    0.19693E+00    0.11573E-02    0.67169E-03    0.64785E-02
   355    0.19809E+00    0.11400E-02    0.66904E-03    0.63839E-02
   356    0.19916E+00    0.11233E-02    0.66663E-03    0.62811E-02
   357    0.20012E+00    0.11073E-02    0.66443E-03    0.61703E-02
   358    0.20098E+00    0.10918E-02    0.66244E-03    0.60520E-02
   359    0.20175E+00    0.10769E-02    0.66066E-03    0.59266E-02
   360    0.20243E+00    0.10627E-02    0.65908E-03    0.57943E-02
   361    0.20300E+00    0.10490E-02    0.65769E-03    0.56556E-02
   362    0.20349E+00    0.10359E-02    0.65648E-03    0.55108E-02
   363    0.20388E+00    0.10234E-02    0.65544E-03    0.53603E-02
   364    0.20419E+00    0.10114E-02    0.65458E-03    0.52045E-02
   365    0.20440E+00    0.10001E-02    0.65388E-03    0.50437E-02
   366    0.20453E+00    0.98926E-03    0.65333E-03    0.48782E-02
   367    0.20457E+00    0.97899E-03    0.65292E-03    0.47086E-02
   368    0.20452E+00    0.96928E-03    0.65266E-03    0.45351E-02
   369    0.20440E+00    0.96011E-03    0.65252E-03    0.43581E-02
   370    0.20419E+00    0.95147E-03    0.65251E-03    0.41779E-02
   371    0.20390E+00    0.94337E-03    0.65262E-03    0.39950E-02
   372    0.20353E+00    0.93579E-03    0.65284E-03    0.38097E-02
   373    0.20309E+00    0.92872E-03    0.65315E-03    0.36224E-02
   374    0.20257E+00    0.92218E-03    0.65356E-03    0.34333E-02
   375    0.20197E+00    0.91613E-03    0.65406E-03    0.32430E-02
   376    0.20130E+00    0.91059E-03    0.65464E-03    0.30518E-02
   377    0.20056E+00    0.90555E-03    0.65529E-03    0.28599E-02
   378    0.19975E+00    0.90099E-03    0.65600E-03    0.26679E-02
   379    0.19887E+00    0.89691E-03    0.65677E-03    0.24761E-02
   380    0.19792E+00    0.89332E-03    0.65759E-03    0.22848E-02
   381    0.19691E+00    0.89019E-03    0.65846E-03    0.20943E-02
   382    0.19583E+00    0.88753E-03    0.65935E-03    0.19052E-02
   383    0.19469E+00    0.88533E-03    0.66028E-03    0.17177E-02
   384    0.19349E+00    0.88359E-03    0.66122E-03    0.15322E-02
   385    0.19222E+00    0.88229E-03    0.66218E-03    0.13490E-02
   386    0.19090E+00    0.88143E-03    0.66315E-03    0.11686E-02
   387    0.18952E+00    0.88101E-03    0.66411E-03    0.99135E-03
   388    0.18808E+00    0.88102E-03    0.66506E-03    0.81752E-03
   389    0.18658E+00    0.88145E-03    0.66599E-03    0.64753E-03
   390    0.18504E+00    0.88230E-03    0.66690E-03    0.48175E-03
   391    0.18344E+00    0.88357E-03    0.66778E-03    0.32054E-03
