     1    0.10157E+04    0.00000E+00    0.00000E+00    0.00000E+00
     2    0.10438E+04    0.38457E-01    0.18380E-05    0.28896E+01
     3    0.98556E+03    0.55280E-01    0.36764E-05    0.34038E+01
     4    0.92946E+03    0.54118E-01    0.61284E-05    0.33282E+01
     5    0.88690E+03    0.41104E-01    0.91947E-05    0.29447E+01
     6    0.85715E+03    0.25749E-01    0.12876E-04    0.24527E+01
     7    0.83768E+03    0.14312E-01    0.17173E-04    0.19715E+01
     8    0.82553E+03    0.82310E-02    0.22088E-04    0.15650E+01
     9    0.81917E+03    0.58914E-02    0.27620E-04    0.12558E+01
    10    0.81714E+03    0.50985E-02    0.33772E-04    0.10488E+01
    11    0.81799E+03    0.45261E-02    0.40545E-04    0.93607E+00
    12    0.82221E+03    0.39929E-02    0.47941E-04    0.90199E+00
    13    0.82813E+03    0.33829E-02    0.55961E-04    0.91987E+00
    14    0.83483E+03    0.31788E-02    0.64607E-04    0.96246E+00
    15    0.84268E+03    0.32862E-02    0.73880E-04    0.10182E+01
    16    0.85214E+03    0.34768E-02    0.83783E-04    0.10802E+01
    17    0.86319E+03    0.37870E-02    0.94318E-04    0.11427E+01
    18    0.87494E+03    0.41406E-02    0.10548E-03    0.12022E+01
    19    0.88821E+03    0.45966E-02    0.11729E-03    0.12587E+01
    20    0.90130E+03    0.52754E-02    0.12973E-03    0.13110E+01
    21    0.91461E+03    0.61415E-02    0.14280E-03    0.13652E+01
    22    0.92842E+03    0.72039E-02    0.15652E-03    0.14260E+01
    23    0.94256E+03    0.84455E-02    0.17088E-03    0.14916E+01
    24    0.95708E+03    0.98205E-02    0.18589E-03    0.15590E+01
    25    0.97196E+03    0.11365E-01    0.20154E-03    0.16258E+01
    26    0.98701E+03    0.13086E-01    0.21784E-03    0.16909E+01
    27    0.10025E+04    0.14950E-01    0.23478E-03    0.17504E+01
    28    0.10182E+04    0.16951E-01    0.25238E-03    0.18014E+01
    29    0.10342E+04    0.19108E-01    0.27062E-03    0.18430E+01
    30    0.10505E+04    0.21452E-01    0.28952E-03    0.18743E+01
    31    0.10669E+04    0.23999E-01    0.30907E-03    0.18968E+01
    32    0.10836E+04    0.26750E-01    0.32928E-03    0.19120E+01
    33    0.11006E+04    0.29704E-01    0.35014E-03    0.19179E+01
    34    0.11178E+04    0.32876E-01    0.37166E-03    0.19133E+01
    35    0.11352E+04    0.36290E-01    0.39383E-03    0.19022E+01
    36    0.11526E+04    0.39973E-01    0.41666E-03    0.18873E+01
    37    0.11701E+04    0.43896E-01    0.44014E-03    0.18656E+01
    38    0.11880E+04    0.48036E-01    0.46428E-03    0.18348E+01
    39    0.12062E+04    0.52400E-01    0.48907E-03    0.17935E+01
    40    0.12246E+04    0.57012E-01    0.51453E-03    0.17401E+01
    41    0.12432E+04    0.61894E-01    0.54063E-03    0.16734E+01
    42    0.12619E+04    0.67056E-01    0.56739E-03    0.15931E+01
    43    0.12806E+04    0.72503E-01    0.59481E-03    0.14993E+01
    44    0.12994E+04    0.78225E-01    0.62288E-03    0.13929E+01
    45    0.13185E+04    0.84223E-01    0.65160E-03    0.12750E+01
    46    0.13379E+04    0.90499E-01    0.68098E-03    0.11447E+01
    47    0.13574E+04    0.97051E-01    0.71101E-03    0.10026E+01
    48    0.13770E+04    0.10388E+00    0.74168E-03    0.85264E+00
    49    0.13967E+04    0.11096E+00    0.77301E-03    0.69802E+00
    50    0.14168E+04    0.11828E+00    0.80498E-03    0.53519E+00
    51    0.14371E+04    0.12579E+00    0.83760E-03    0.35922E+00
    52    0.14577E+04    0.13360E+00    0.87087E-03    0.16508E+00
    53    0.14784E+04    0.14184E+00    0.90479E-03   -0.50395E-01
    54    0.14989E+04    0.15052E+00    0.93934E-03   -0.28240E+00
    55    0.15196E+04    0.15962E+00    0.97455E-03   -0.52603E+00
    56    0.15407E+04    0.16901E+00    0.10104E-02   -0.78251E+00
    57    0.15620E+04    0.17855E+00    0.10469E-02   -0.10514E+01
    58    0.15837E+04    0.18827E+00    0.10840E-02   -0.13331E+01
    59    0.16055E+04    0.19819E+00    0.11218E-02   -0.16280E+01
    60    0.16275E+04    0.20835E+00    0.11602E-02   -0.19350E+01
    61    0.16499E+04    0.21885E+00    0.11992E-02   -0.22531E+01
    62    0.16723E+04    0.22968E+00    0.12389E-02   -0.25834E+01
    63    0.16947E+04    0.24080E+00    0.12792E-02   -0.29272E+01
    64    0.17176E+04    0.25223E+00    0.13202E-02   -0.32860E+01
    65    0.17404E+04    0.26394E+00    0.13618E-02   -0.36608E+01
    66    0.17636E+04    0.27588E+00    0.14040E-02   -0.40500E+01
    67    0.17870E+04    0.28804E+00    0.14469E-02   -0.44509E+01
    68    0.18108E+04    0.30047E+00    0.14905E-02   -0.48620E+01
    69    0.18347E+04    0.31311E+00    0.15346E-02   -0.52817E+01
    70    0.18590E+04    0.32602E+00    0.15794E-02   -0.57116E+01
    71    0.18834E+04    0.33917E+00    0.16249E-02   -0.61543E+01
    72    0.19079E+04    0.35253E+00    0.16710E-02   -0.66109E+01
    73    0.19326E+04    0.36608E+00    0.17177E-02   -0.70816E+01
    74    0.19575E+04    0.37980E+00    0.17651E-02   -0.75653E+01
    75    0.19828E+04    0.39370E+00    0.18131E-02   -0.80602E+01
    76    0.20083E+04    0.40778E+00    0.18618E-02   -0.85654E+01
    77    0.20341E+04    0.42203E+00    0.19112E-02   -0.90808E+01
    78    0.20603E+04    0.43648E+00    0.19612E-02   -0.96080E+01
    79    0.20867E+04    0.45107E+00    0.20118E-02   -0.10143E+02
    80    0.21134E+04    0.46581E+00    0.20631E-02   -0.10688E+02
    81    0.21403E+04    0.48064E+00    0.21151E-02   -0.11243E+02
    82    0.21674E+04    0.49560E+00    0.21678E-02   -0.11808E+02
    83    0.21948E+04    0.51065E+00    0.22211E-02   -0.12382E+02
    84    0.22224E+04    0.52579E+00    0.22751E-02   -0.12963E+02
    85    0.22501E+04    0.54099E+00    0.23297E-02   -0.13552E+02
    86    0.22780E+04    0.55627E+00    0.23850E-02   -0.14149E+02
    87    0.23063E+04    0.57160E+00    0.24411E-02   -0.14753E+02
    88    0.23346E+04    0.58699E+00    0.24978E-02   -0.15363E+02
    89    0.23633E+04    0.60242E+00    0.25551E-02   -0.15981E+02
    90    0.23922E+04    0.61786E+00    0.26132E-02   -0.16604E+02
    91    0.24213E+04    0.63329E+00    0.26720E-02   -0.17232E+02
    92    0.24506E+04    0.64872E+00    0.27314E-02   -0.17865E+02
    93    0.24802E+04    0.66412E+00    0.27916E-02   -0.18503E+02
    94    0.25099E+04    0.67946E+00    0.28524E-02   -0.19144E+02
    95    0.25399E+04    0.69474E+00    0.29140E-02   -0.19789E+02
    96    0.25698E+04    0.70994E+00    0.29763E-02   -0.20438E+02
    97    0.26002E+04    0.72506E+00    0.30393E-02   -0.21089E+02
    98    0.26309E+04    0.74008E+00    0.31030E-02   -0.21740E+02
    99    0.26616E+04    0.75496E+00    0.31674E-02   -0.22396E+02
   100    0.26926E+04    0.76971E+00    0.32326E-02   -0.23050E+02
   101    0.27237E+04    0.78438E+00    0.32985E-02   -0.23706E+02
   102    0.27554E+04    0.79884E+00    0.33651E-02   -0.24363E+02
   103    0.27870E+04    0.81314E+00    0.34324E-02   -0.25020E+02
   104    0.28188E+04    0.82729E+00    0.35005E-02   -0.25674E+02
   105    0.28508E+04    0.84123E+00    0.35693E-02   -0.26328E+02
   106    0.28830E+04    0.85501E+00    0.36389E-02   -0.26981E+02
   107    0.29152E+04    0.86850E+00    0.37092E-02   -0.27631E+02
   108    0.29477E+04    0.88176E+00    0.37803E-02   -0.28279E+02
   109    0.29803E+04    0.89473E+00    0.38521E-02   -0.28923E+02
   110    0.30131E+04    0.90740E+00    0.39247E-02   -0.29562E+02
   111    0.30460E+04    0.91984E+00    0.39981E-02   -0.30198E+02
   112    0.30790E+04    0.93199E+00    0.40722E-02   -0.30830E+02
   113    0.31123E+04    0.94385E+00    0.41472E-02   -0.31456E+02
   114    0.31457E+04    0.95533E+00    0.42228E-02   -0.32075E+02
   115    0.31793E+04    0.96659E+00    0.42993E-02   -0.32688E+02
   116    0.32129E+04    0.97740E+00    0.43766E-02   -0.33293E+02
   117    0.32468E+04    0.98784E+00    0.44546E-02   -0.33891E+02
   118    0.32809E+04    0.99805E+00    0.45335E-02   -0.34480E+02
   119    0.33149E+04    0.10079E+01    0.46131E-02   -0.35060E+02
   120    0.33491E+04    0.10172E+01    0.46936E-02   -0.35631E+02
   121    0.33834E+04    0.10263E+01    0.47749E-02   -0.36191E+02
   122    0.34177E+04    0.10349E+01    0.48570E-02   -0.36741E+02
   123    0.34520E+04    0.10430E+01    0.49399E-02   -0.37280E+02
   124    0.34865E+04    0.10508E+01    0.50236E-02   -0.37805E+02
   125    0.35209E+04    0.10581E+01    0.51082E-02   -0.38319E+02
   126    0.35555E+04    0.10650E+01    0.51936E-02   -0.38821E+02
   127    0.35900E+04    0.10714E+01    0.52799E-02   -0.39309E+02
   128    0.36245E+04    0.10774E+01    0.53670E-02   -0.39784E+02
   129    0.36591E+04    0.10829E+01    0.54550E-02   -0.40243E+02
   130    0.36938E+04    0.10879E+01    0.55439E-02   -0.40688E+02
   131    0.37284E+04    0.10925E+01    0.56336E-02   -0.41118E+02
   132    0.37630E+04    0.10966E+01    0.57242E-02   -0.41532E+02
   133    0.37977E+04    0.11002E+01    0.58157E-02   -0.41930E+02
   134    0.38323E+04    0.11034E+01    0.59081E-02   -0.42310E+02
   135    0.38669E+04    0.11061E+01    0.60013E-02   -0.42673E+02
   136    0.39013E+04    0.11082E+01    0.60955E-02   -0.43017E+02
   137    0.39358E+04    0.11099E+01    0.61906E-02   -0.43343E+02
   138    0.39702E+04    0.11111E+01    0.62867E-02   -0.43650E+02
   139    0.40044E+04    0.11119E+01    0.63836E-02   -0.43937E+02
   140    0.40386E+04    0.11121E+01    0.64815E-02   -0.44206E+02
   141    0.40726E+04    0.11117E+01    0.65803E-02   -0.44453E+02
   142    0.41067E+04    0.11110E+01    0.66801E-02   -0.44680E+02
   143    0.41406E+04    0.11097E+01    0.67809E-02   -0.44886E+02
   144    0.41744E+04    0.11080E+01    0.68825E-02   -0.45072E+02
   145    0.42080E+04    0.11059E+01    0.69852E-02   -0.45235E+02
   146    0.42416E+04    0.11032E+01    0.70889E-02   -0.45377E+02
   147    0.42749E+04    0.11001E+01    0.71935E-02   -0.45496E+02
   148    0.43081E+04    0.10965E+01    0.72991E-02   -0.45593E+02
   149    0.43412E+04    0.10924E+01    0.74057E-02   -0.45666E+02
