# CAMB lensed gradient Cls from ell=0 to 6900; :math:`T\nabla T`, :math:`E\nabla E`, :math:`B\nabla B`, :math:`PP_\perp`, :math:`T\nabla E`, :math:`TP_\perp`, :math:`(\nabla T)^2`, :math:`\nabla T\nabla T`
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.091228102170539159e+03 4.027617365887921352e-02 3.119993678068406304e-06 -3.696669169187029564e-09 3.020471203386646319e+00 -4.747946112876779348e-06 1.136855642001301476e+03 1.091229805064318498e+03
5.151422167780630161e+02 2.894959589081458687e-02 3.125093581891457132e-06 2.938345750577912404e-09 1.779421378932003028e+00 -4.724574402993461803e-06 5.354204188049685627e+02 5.151436900965525183e+02
2.914726808546978418e+02 1.700636467600485230e-02 3.122057392744510364e-06 1.003690796838921557e-09 1.044056449071835146e+00 -4.824500808213656969e-06 3.028789285967455953e+02 2.914744535373323515e+02
1.854108370084053377e+02 8.612389032039402190e-03 3.122853230089588721e-06 2.997930277027403439e-09 6.158947346947973855e-01 -4.853542743568587734e-06 1.927103260510727978e+02 1.854125227077444436e+02
1.279912835234602966e+02 3.854612725821048545e-03 3.122000203082221831e-06 3.238364101558914133e-09 3.664376051046938088e-01 -4.900403420064145632e-06 1.330599824340315820e+02 1.279929596703045007e+02
9.381308878756374270e+01 1.607648248602014341e-03 3.122344672476225639e-06 4.821807750306284328e-09 2.209110597220060312e-01 -4.921511188103594403e-06 9.753669635108343527e+01 9.381472362458494274e+01
7.190782300809517835e+01 7.197325293472853517e-04 3.121993484865887482e-06 5.811653169555201971e-09 1.363890951178014510e-01 -4.949087307267333326e-06 7.475847839682737117e+01 7.190947649638037831e+01
5.708466016816603883e+01 4.125933261392207172e-04 3.122142940687554485e-06 7.475179291138796268e-09 8.754972459470444779e-02 -4.965103223397324153e-06 5.933680910991979829e+01 5.708630422923137360e+01
4.659091674085711787e+01 2.924862841219699880e-04 3.121919329624290222e-06 8.913731802408339811e-09 5.982479255972925070e-02 -4.984893262481490617e-06 4.841498379021653875e+01 4.659257420976495467e+01
3.886765292136082195e+01 2.166971988285380682e-04 3.121967519033637316e-06 1.079071762376344957e-08 4.449104971474230480e-02 -4.998477312358627343e-06 4.037498389048823100e+01 3.886930901465841970e+01
3.306381518391690832e+01 1.577757305401815977e-04 3.121786090170725904e-06 1.259321829417398573e-08 3.625883617107367868e-02 -5.014185881928403296e-06 3.433025638864842932e+01 3.306548107014072002e+01
2.854171968081086419e+01 1.180173504235130881e-04 3.121783314318249916e-06 1.472986064632865113e-08 3.170871514050841583e-02 -5.025641093504557717e-06 2.962068260110373075e+01 2.854338166425760903e+01
2.495106914517861441e+01 9.673712133428514061e-05 3.121624646759751008e-06 1.685974500896387989e-08 2.877906772938190402e-02 -5.037905575584868707e-06 2.588127965621131921e+01 2.495273271080729316e+01
2.202659771774488462e+01 8.724618656327116364e-05 3.121556232123365211e-06 1.922811712777875103e-08 2.661460775322468941e-02 -5.046582984590074698e-06 2.283679676555127003e+01 2.202825429446867034e+01
1.965207747111847425e+01 8.217367064385528320e-05 3.121371634451856187e-06 2.162587572909279213e-08 2.491360900680970533e-02 -5.055097062252904377e-06 2.036406219591611588e+01 1.965373194273526636e+01
1.769821324047163813e+01 7.897397643484529615e-05 3.121247600957641212e-06 2.422647665238598453e-08 2.342568635322606063e-02 -5.060352419903530210e-06 1.832879790481872462e+01 1.769986048799787426e+01
1.605273891700360878e+01 7.698606128281471745e-05 3.121023111024115809e-06 2.686495801767011233e-08 2.203259923629947298e-02 -5.064801794517463154e-06 1.661511459756974318e+01 1.605438270083637420e+01
1.466624081705408500e+01 7.721465002343966602e-05 3.120838501794544063e-06 2.967904373680009380e-08 2.077537129739693428e-02 -5.066184211164322157e-06 1.517088980163686252e+01 1.466787773794396976e+01
1.346388401097324561e+01 8.003125354701792825e-05 3.120582788405531063e-06 3.255200293477946582e-08 1.957258335956899714e-02 -5.066329488576054739e-06 1.391925062895635712e+01 1.346551674072538418e+01
1.242296766136458608e+01 8.473247355331770838e-05 3.120340988027522256e-06 3.556490780214032146e-08 1.853072080510458422e-02 -5.063541731849630549e-06 1.283592184601347341e+01 1.242459338081833842e+01
1.151602795802799228e+01 9.074035463221290687e-05 3.120027515459740849e-06 3.862939827058416793e-08 1.766809202472284512e-02 -5.059230853990345619e-06 1.189222362761391238e+01 1.151764875830725288e+01
1.071636083487836366e+01 9.734066819449422854e-05 3.119716306336257290e-06 4.181515927999409463e-08 1.694295035830554672e-02 -5.052068550265344859e-06 1.106048662546285044e+01 1.071797467156894434e+01
1.001051294055953633e+01 1.041164026068258115e-04 3.119347254211838316e-06 4.505884689143416013e-08 1.630926635894314886e-02 -5.043159511154692392e-06 1.032649589539591339e+01 1.001212154569865120e+01
9.385515151796127498e+00 1.110713018638839538e-04 3.118970574582058489e-06 4.840594352102667673e-08 1.568049502844603982e-02 -5.031442381366957664e-06 9.676663525929008358e+00 9.387116720792288760e+00
8.825072453267235773e+00 1.182600717352586255e-04 3.118535773091772993e-06 5.180320070626228680e-08 1.508885494611195838e-02 -5.017813144173918609e-06 9.094198411076188648e+00 8.826668500724409228e+00
8.323705922063799889e+00 1.254640793848333053e-04 3.118086861190238451e-06 5.529032211142976917e-08 1.451371803553684267e-02 -5.001412935382367721e-06 8.573210157589596037e+00 8.325295031142758262e+00
7.872014161808659871e+00 1.323829710622986941e-04 3.117582712598541842e-06 5.882333301880756620e-08 1.389583951249421558e-02 -4.982985573894711216e-06 8.103963006905225086e+00 7.873597591462529799e+00
7.462970024745407827e+00 1.392185723486008672e-04 3.117057822692249403e-06 6.243257831780795800e-08 1.327714866524303851e-02 -4.961832310647818604e-06 7.679147572613450379e+00 7.464546637267468476e+00
7.092571870803157985e+00 1.461816232476211572e-04 3.116481281272850388e-06 6.608445323798659895e-08 1.261351471399054826e-02 -4.938587808394864164e-06 7.294530263876391807e+00 7.094142667371088784e+00
6.752226873197278323e+00 1.532222578289939719e-04 3.115886072842832910e-06 6.980735476792348262e-08 1.198108679975963195e-02 -4.912684424233107519e-06 6.941319470375407086e+00 6.753790940122505582e+00
6.443369262153095356e+00 1.604243304089854848e-04 3.115234352803209091e-06 7.356085427498340231e-08 1.134559302980023276e-02 -4.884660628932226583e-06 6.620784583615060725e+00 6.444927512640024503e+00
6.159281197621947257e+00 1.675655074397946098e-04 3.114557203207042887e-06 7.737229857934231445e-08 1.070824824303886168e-02 -4.854048505764059832e-06 6.326064279560303483e+00 6.160832800378722496e+00
5.897131644575187792e+00 1.748168600781253390e-04 3.113827522292046202e-06 8.121192858715501001e-08 1.008748624080629992e-02 -4.821321406408955813e-06 6.054207885658646759e+00 5.898677394094081983e+00
5.657463710938722912e+00 1.821897424644010224e-04 3.113069836730895575e-06 8.510057045894863348e-08 9.454304122933836901e-03 -4.786087695870074521e-06 5.805652855752774677e+00 5.659002885812285832e+00
5.433529104920724606e+00 1.897493093145172119e-04 3.112261471097237198e-06 8.901292435879023257e-08 8.873927227649286778e-03 -4.748765347709886389e-06 5.573562380788553483e+00 5.435062392538975828e+00
5.226246655254100482e+00 1.973883896664422081e-04 3.111423024994355755e-06 9.296603645792677519e-08 8.306366149542049673e-03 -4.709021985545252642e-06 5.358776118305899949e+00 5.227773466559294313e+00
5.034451332558428582e+00 2.048833499844311624e-04 3.110535176022864625e-06 9.693805723670765765e-08 7.749164307181459314e-03 -4.667227162979539426e-06 5.160062385171148236e+00 5.035972247151393688e+00
4.856230061753184835e+00 2.122734539158633302e-04 3.109615928543872252e-06 1.009436025422669783e-07 7.196134005578008405e-03 -4.623100311012911967e-06 4.975447804195971990e+00 4.857744560709715387e+00
4.689989574955754748e+00 2.196526542134751990e-04 3.108648584988271700e-06 1.049635388798326746e-07 6.637327850419401723e-03 -4.576973140027116857e-06 4.803288213036693399e+00 4.691498173983243092e+00
4.534325240424174730e+00 2.270821680955388772e-04 3.107649043415510140e-06 1.090105415232499165e-07 6.068097826500249044e-03 -4.528609170114661319e-06 4.642132363862583766e+00 4.535827483094384327e+00
4.388322530415459610e+00 2.345479565089140823e-04 3.106602774383480762e-06 1.130677392882739091e-07 5.497561895099855114e-03 -4.478310528449692373e-06 4.491026335494485267e+00 4.389818869758828512e+00
4.251196975154987179e+00 2.420230764018892471e-04 3.105523894826975440e-06 1.171461958118481134e-07 4.934989365319064798e-03 -4.425878165786851830e-06 4.349149158946192806e+00 4.252687010798902101e+00
