#    L    TT             EE             BB             TE          
   222    0.75180E+01    0.15686E-01    0.12300E-01    0.17670E-01
   223    0.75003E+01    0.15640E-01    0.12345E-01    0.11421E-01
   224    0.74789E+01    0.15609E-01    0.12392E-01    0.51757E-02
   225    0.74539E+01    0.15592E-01    0.12441E-01   -0.10548E-02
   226    0.74254E+01    0.15587E-01    0.12492E-01   -0.72600E-02
   227    0.73933E+01    0.15596E-01    0.12545E-01   -0.13429E-01
   228    0.73579E+01    0.15616E-01    0.12600E-01   -0.19552E-01
   229    0.73192E+01    0.15649E-01    0.12655E-01   -0.25617E-01
   230    0.72773E+01    0.15692E-01    0.12712E-01   -0.31614E-01
   231    0.72322E+01    0.15747E-01    0.12769E-01   -0.37533E-01
   232    0.71841E+01    0.15811E-01    0.12827E-01   -0.43362E-01
   233    0.71330E+01    0.15886E-01    0.12885E-01   -0.49092E-01
   234    0.70791E+01    0.15970E-01    0.12942E-01   -0.54711E-01
   235    0.70223E+01    0.16063E-01    0.13000E-01   -0.60208E-01
   236    0.69628E+01    0.16164E-01    0.13057E-01   -0.65574E-01
   237    0.69007E+01    0.16273E-01    0.13113E-01   -0.70797E-01
   238    0.68361E+01    0.16389E-01    0.13167E-01   -0.75867E-01
   239    0.67689E+01    0.16513E-01    0.13221E-01   -0.80772E-01
   240    0.66994E+01    0.16643E-01    0.13273E-01   -0.85504E-01
   241    0.66276E+01    0.16779E-01    0.13323E-01   -0.90050E-01
   242    0.65536E+01    0.16920E-01    0.13370E-01   -0.94400E-01
   243    0.64774E+01    0.17066E-01    0.13416E-01   -0.98543E-01
   244    0.63992E+01    0.17217E-01    0.13459E-01   -0.10247E+00
   245    0.63190E+01    0.17372E-01    0.13498E-01   -0.10617E+00
   246    0.62369E+01    0.17531E-01    0.13535E-01   -0.10963E+00
   247    0.61531E+01    0.17692E-01    0.13568E-01   -0.11284E+00
   248    0.60675E+01    0.17857E-01    0.13598E-01   -0.11579E+00
   249    0.59803E+01    0.18023E-01    0.13623E-01   -0.11847E+00
   250    0.58915E+01    0.18191E-01    0.13645E-01   -0.12087E+00
   251    0.58012E+01    0.18360E-01    0.13661E-01   -0.12298E+00
   252    0.57096E+01    0.18530E-01    0.13674E-01   -0.12480E+00
   253    0.56167E+01    0.18701E-01    0.13682E-01   -0.12635E+00
   254    0.55227E+01    0.18872E-01    0.13686E-01   -0.12763E+00
   255    0.54275E+01    0.19043E-01    0.13686E-01   -0.12864E+00
   256    0.53314E+01    0.19214E-01    0.13682E-01   -0.12940E+00
   257    0.52344E+01    0.19385E-01    0.13673E-01   -0.12990E+00
   258    0.51366E+01    0.19556E-01    0.13661E-01   -0.13017E+00
   259    0.50381E+01    0.19725E-01    0.13645E-01   -0.13020E+00
   260    0.49390E+01    0.19894E-01    0.13626E-01   -0.13000E+00
   261    0.48394E+01    0.20061E-01    0.13603E-01   -0.12958E+00
   262    0.47394E+01    0.20227E-01    0.13576E-01   -0.12894E+00
   263    0.46391E+01    0.20390E-01    0.13546E-01   -0.12810E+00
   264    0.45386E+01    0.20552E-01    0.13512E-01   -0.12706E+00
   265    0.44380E+01    0.20712E-01    0.13475E-01   -0.12582E+00
   266    0.43374E+01    0.20869E-01    0.13435E-01   -0.12440E+00
   267    0.42369E+01    0.21023E-01    0.13392E-01   -0.12280E+00
   268    0.41365E+01    0.21174E-01    0.13346E-01   -0.12103E+00
   269    0.40364E+01    0.21322E-01    0.13297E-01   -0.11909E+00
   270    0.39368E+01    0.21466E-01    0.13245E-01   -0.11700E+00
   271    0.38375E+01    0.21607E-01    0.13190E-01   -0.11475E+00
   272    0.37389E+01    0.21743E-01    0.13133E-01   -0.11236E+00
   273    0.36409E+01    0.21876E-01    0.13073E-01   -0.10984E+00
   274    0.35437E+01    0.22004E-01    0.13011E-01   -0.10718E+00
   275    0.34473E+01    0.22127E-01    0.12946E-01   -0.10441E+00
   276    0.33519E+01    0.22245E-01    0.12878E-01   -0.10151E+00
   277    0.32576E+01    0.22357E-01    0.12809E-01   -0.98512E-01
   278    0.31644E+01    0.22465E-01    0.12737E-01   -0.95409E-01
   279    0.30725E+01    0.22566E-01    0.12663E-01   -0.92213E-01
   280    0.29819E+01    0.22662E-01    0.12588E-01   -0.88929E-01
   281    0.28927E+01    0.22751E-01    0.12510E-01   -0.85565E-01
   282    0.28051E+01    0.22834E-01    0.12431E-01   -0.82128E-01
   283    0.27192E+01    0.22911E-01    0.12349E-01   -0.78626E-01
   284    0.26349E+01    0.22980E-01    0.12266E-01   -0.75064E-01
   285    0.25526E+01    0.23042E-01    0.12182E-01   -0.71450E-01
   286    0.24721E+01    0.23096E-01    0.12096E-01   -0.67792E-01
   287    0.23937E+01    0.23143E-01    0.12009E-01   -0.64096E-01
   288    0.23173E+01    0.23182E-01    0.11920E-01   -0.60369E-01
   289    0.22433E+01    0.23213E-01    0.11830E-01   -0.56619E-01
   290    0.21715E+01    0.23235E-01    0.11739E-01   -0.52852E-01
   291    0.21021E+01    0.23249E-01    0.11647E-01   -0.49076E-01
   292    0.20353E+01    0.23254E-01    0.11554E-01   -0.45297E-01
   293    0.19711E+01    0.23249E-01    0.11460E-01   -0.41523E-01
   294    0.19095E+01    0.23235E-01    0.11366E-01   -0.37760E-01
   295    0.18508E+01    0.23211E-01    0.11270E-01   -0.34016E-01
   296    0.17950E+01    0.23178E-01    0.11174E-01   -0.30299E-01
   297    0.17422E+01    0.23134E-01    0.11078E-01   -0.26613E-01
   298    0.16924E+01    0.23080E-01    0.10981E-01   -0.22968E-01
   299    0.16459E+01    0.23015E-01    0.10883E-01   -0.19370E-01
   300    0.16027E+01    0.22940E-01    0.10785E-01   -0.15826E-01
   301    0.15628E+01    0.22853E-01    0.10688E-01   -0.12342E-01
   302    0.15262E+01    0.22756E-01    0.10590E-01   -0.89201E-02
   303    0.14928E+01    0.22648E-01    0.10491E-01   -0.55607E-02
   304    0.14626E+01    0.22530E-01    0.10393E-01   -0.22648E-02
   305    0.14353E+01    0.22402E-01    0.10295E-01    0.96692E-03
   306    0.14110E+01    0.22265E-01    0.10197E-01    0.41336E-02
   307    0.13896E+01    0.22118E-01    0.10099E-01    0.72344E-02
   308    0.13709E+01    0.21963E-01    0.10002E-01    0.10269E-01
   309    0.13549E+01    0.21800E-01    0.99041E-02    0.13235E-01
   310    0.13415E+01    0.21629E-01    0.98070E-02    0.16134E-01
   311    0.13306E+01    0.21450E-01    0.97102E-02    0.18964E-01
   312    0.13221E+01    0.21264E-01    0.96138E-02    0.21724E-01
   313    0.13159E+01    0.21071E-01    0.95180E-02    0.24413E-01
   314    0.13119E+01    0.20871E-01    0.94226E-02    0.27031E-01
   315    0.13101E+01    0.20665E-01    0.93279E-02    0.29577E-01
   316    0.13103E+01    0.20453E-01    0.92338E-02    0.32050E-01
   317    0.13125E+01    0.20236E-01    0.91404E-02    0.34450E-01
   318    0.13165E+01    0.20014E-01    0.90478E-02    0.36775E-01
   319    0.13223E+01    0.19786E-01    0.89560E-02    0.39024E-01
   320    0.13298E+01    0.19554E-01    0.88651E-02    0.41198E-01
   321    0.13390E+01    0.19319E-01    0.87750E-02    0.43295E-01
   322    0.13496E+01    0.19079E-01    0.86860E-02    0.45314E-01
   323    0.13617E+01    0.18836E-01    0.85981E-02    0.47255E-01
   324    0.13750E+01    0.18590E-01    0.85112E-02    0.49117E-01
   325    0.13897E+01    0.18341E-01    0.84255E-02    0.50899E-01
   326    0.14055E+01    0.18089E-01    0.83410E-02    0.52600E-01
