#    L    TT             EE             BB             TE          
   230    0.56886E+04    0.12054E+01    0.18967E-01    0.30386E+02
   231    0.56823E+04    0.12467E+01    0.19139E-01    0.32063E+02
   232    0.56755E+04    0.12899E+01    0.19312E-01    0.33743E+02
   233    0.56681E+04    0.13351E+01    0.19484E-01    0.35426E+02
   234    0.56599E+04    0.13822E+01    0.19657E-01    0.37111E+02
   235    0.56512E+04    0.14312E+01    0.19830E-01    0.38798E+02
   236    0.56419E+04    0.14822E+01    0.20003E-01    0.40486E+02
   237    0.56319E+04    0.15352E+01    0.20177E-01    0.42174E+02
   238    0.56213E+04    0.15903E+01    0.20350E-01    0.43862E+02
   239    0.56102E+04    0.16474E+01    0.20524E-01    0.45548E+02
   240    0.55983E+04    0.17065E+01    0.20698E-01    0.47232E+02
   241    0.55859E+04    0.17678E+01    0.20872E-01    0.48913E+02
   242    0.55730E+04    0.18311E+01    0.21046E-01    0.50591E+02
   243    0.55595E+04    0.18966E+01    0.21220E-01    0.52264E+02
   244    0.55453E+04    0.19642E+01    0.21394E-01    0.53933E+02
   245    0.55305E+04    0.20340E+01    0.21568E-01    0.55595E+02
   246    0.55152E+04    0.21059E+01    0.21742E-01    0.57252E+02
   247    0.54994E+04    0.21800E+01    0.21916E-01    0.58901E+02
   248    0.54830E+04    0.22565E+01    0.22090E-01    0.60542E+02
   249    0.54661E+04    0.23350E+01    0.22264E-01    0.62175E+02
   250    0.54486E+04    0.24159E+01    0.22438E-01    0.63798E+02
   251    0.54306E+04    0.24989E+01    0.22612E-01    0.65412E+02
   252    0.54120E+04    0.25843E+01    0.22786E-01    0.67015E+02
   253    0.53930E+04    0.26717E+01    0.22960E-01    0.68605E+02
   254    0.53734E+04    0.27615E+01    0.23133E-01    0.70184E+02
   255    0.53533E+04    0.28535E+01    0.23306E-01    0.71750E+02
   256    0.53328E+04    0.29479E+01    0.23480E-01    0.73304E+02
   257    0.53118E+04    0.30443E+01    0.23652E-01    0.74838E+02
   258    0.52902E+04    0.31432E+01    0.23825E-01    0.76363E+02
   259    0.52682E+04    0.32442E+01    0.23998E-01    0.77867E+02
   260    0.52459E+04    0.33476E+01    0.24170E-01    0.79362E+02
   261    0.52229E+04    0.34531E+01    0.24342E-01    0.80827E+02
   262    0.51995E+04    0.35609E+01    0.24513E-01    0.82285E+02
   263    0.51759E+04    0.36710E+01    0.24685E-01    0.83727E+02
   264    0.51517E+04    0.37833E+01    0.24856E-01    0.85147E+02
   265    0.51270E+04    0.38978E+01    0.25026E-01    0.86536E+02
   266    0.51019E+04    0.40146E+01    0.25197E-01    0.87918E+02
   267    0.50764E+04    0.41335E+01    0.25366E-01    0.89269E+02
   268    0.50504E+04    0.42548E+01    0.25536E-01    0.90606E+02
   269    0.50240E+04    0.43782E+01    0.25705E-01    0.91919E+02
   270    0.49973E+04    0.45037E+01    0.25874E-01    0.93210E+02
   271    0.49701E+04    0.46313E+01    0.26042E-01    0.94478E+02
   272    0.49427E+04    0.47613E+01    0.26210E-01    0.95716E+02
   273    0.49149E+04    0.48931E+01    0.26377E-01    0.96939E+02
   274    0.48868E+04    0.50273E+01    0.26544E-01    0.98125E+02
   275    0.48583E+04    0.51633E+01    0.26710E-01    0.99294E+02
   276    0.48295E+04    0.53015E+01    0.26876E-01    0.10043E+03
   277    0.48003E+04    0.54417E+01    0.27041E-01    0.10154E+03
   278    0.47709E+04    0.55839E+01    0.27206E-01    0.10262E+03
   279    0.47412E+04    0.57281E+01    0.27370E-01    0.10367E+03
   280    0.47112E+04    0.58742E+01    0.27534E-01    0.10471E+03
   281    0.46810E+04    0.60223E+01    0.27697E-01    0.10570E+03
   282    0.46504E+04    0.61722E+01    0.27859E-01    0.10667E+03
   283    0.46197E+04    0.63239E+01    0.28021E-01    0.10761E+03
   284    0.45887E+04    0.64776E+01    0.28182E-01    0.10851E+03
   285    0.45575E+04    0.66330E+01    0.28343E-01    0.10939E+03
   286    0.45259E+04    0.67902E+01    0.28503E-01    0.11023E+03
   287    0.44942E+04    0.69491E+01    0.28663E-01    0.11104E+03
   288    0.44623E+04    0.71098E+01    0.28821E-01    0.11182E+03
   289    0.44302E+04    0.72720E+01    0.28980E-01    0.11257E+03
   290    0.43980E+04    0.74357E+01    0.29137E-01    0.11328E+03
   291    0.43656E+04    0.76017E+01    0.29294E-01    0.11396E+03
   292    0.43327E+04    0.77688E+01    0.29450E-01    0.11461E+03
   293    0.43000E+04    0.79366E+01    0.29605E-01    0.11521E+03
   294    0.42670E+04    0.81066E+01    0.29760E-01    0.11579E+03
   295    0.42341E+04    0.82774E+01    0.29914E-01    0.11633E+03
   296    0.42009E+04    0.84504E+01    0.30068E-01    0.11684E+03
   297    0.41676E+04    0.86235E+01    0.30220E-01    0.11731E+03
   298    0.41341E+04    0.87987E+01    0.30373E-01    0.11775E+03
   299    0.41006E+04    0.89754E+01    0.30524E-01    0.11814E+03
   300    0.40670E+04    0.91522E+01    0.30674E-01    0.11850E+03
   301    0.40333E+04    0.93304E+01    0.30824E-01    0.11882E+03
   302    0.39995E+04    0.95093E+01    0.30974E-01    0.11912E+03
   303    0.39658E+04    0.96897E+01    0.31122E-01    0.11937E+03
   304    0.39319E+04    0.98716E+01    0.31270E-01    0.11958E+03
   305    0.38981E+04    0.10054E+02    0.31417E-01    0.11975E+03
   306    0.38641E+04    0.10236E+02    0.31563E-01    0.11989E+03
   307    0.38302E+04    0.10420E+02    0.31709E-01    0.11998E+03
   308    0.37963E+04    0.10605E+02    0.31854E-01    0.12005E+03
   309    0.37625E+04    0.10790E+02    0.31998E-01    0.12007E+03
   310    0.37286E+04    0.10975E+02    0.32142E-01    0.12006E+03
   311    0.36948E+04    0.11162E+02    0.32285E-01    0.12000E+03
   312    0.36610E+04    0.11348E+02    0.32427E-01    0.11992E+03
   313    0.36273E+04    0.11535E+02    0.32568E-01    0.11978E+03
   314    0.35936E+04    0.11723E+02    0.32709E-01    0.11962E+03
   315    0.35600E+04    0.11910E+02    0.32849E-01    0.11942E+03
   316    0.35265E+04    0.12097E+02    0.32988E-01    0.11917E+03
   317    0.34931E+04    0.12284E+02    0.33127E-01    0.11889E+03
   318    0.34597E+04    0.12473E+02    0.33265E-01    0.11857E+03
   319    0.34265E+04    0.12660E+02    0.33403E-01    0.11821E+03
   320    0.33935E+04    0.12848E+02    0.33539E-01    0.11782E+03
   321    0.33605E+04    0.13036E+02    0.33676E-01    0.11739E+03
   322    0.33277E+04    0.13223E+02    0.33811E-01    0.11692E+03
   323    0.32951E+04    0.13409E+02    0.33946E-01    0.11642E+03
   324    0.32626E+04    0.13597E+02    0.34080E-01    0.11586E+03
   325    0.32303E+04    0.13781E+02    0.34214E-01    0.11529E+03
   326    0.31981E+04    0.13967E+02    0.34347E-01    0.11466E+03
   327    0.31661E+04    0.14152E+02    0.34479E-01    0.11401E+03
   328    0.31344E+04    0.14336E+02    0.34611E-01    0.11332E+03
   329    0.31028E+04    0.14520E+02    0.34742E-01    0.11259E+03
   330    0.30714E+04    0.14702E+02    0.34873E-01    0.11182E+03
   331    0.30404E+04    0.14883E+02    0.35003E-01    0.11102E+03
   332    0.30095E+04    0.15064E+02    0.35133E-01    0.11019E+03
   333    0.29788E+04    0.15244E+02    0.35262E-01    0.10933E+03
   334    0.29484E+04    0.15423E+02    0.35391E-01    0.10842E+03
   335    0.29182E+04    0.15600E+02    0.35519E-01    0.10748E+03
   336    0.28883E+04    0.15775E+02    0.35647E-01    0.10651E+03
   337    0.28586E+04    0.15951E+02    0.35774E-01    0.10549E+03
   338    0.28292E+04    0.16123E+02    0.35901E-01    0.10445E+03
   339    0.28002E+04    0.16296E+02    0.36028E-01    0.10338E+03
   340    0.27714E+04    0.16467E+02    0.36154E-01    0.10228E+03
   341    0.27429E+04    0.16635E+02    0.36279E-01    0.10114E+03
   342    0.27147E+04    0.16803E+02    0.36404E-01    0.99963E+02
   343    0.26868E+04    0.16969E+02    0.36529E-01    0.98759E+02
   344    0.26593E+04    0.17132E+02    0.36654E-01    0.97526E+02
   345    0.26320E+04    0.17294E+02    0.36778E-01    0.96263E+02
   346    0.26051E+04    0.17454E+02    0.36902E-01    0.94977E+02
   347    0.25785E+04    0.17612E+02    0.37025E-01    0.93654E+02
   348    0.25523E+04    0.17767E+02    0.37149E-01    0.92300E+02
   349    0.25263E+04    0.17921E+02    0.37272E-01    0.90917E+02
   350    0.25008E+04    0.18072E+02    0.37395E-01    0.89512E+02
   351    0.24757E+04    0.18221E+02    0.37517E-01    0.88076E+02
   352    0.24509E+04    0.18368E+02    0.37640E-01    0.86611E+02
   353    0.24265E+04    0.18512E+02    0.37762E-01    0.85130E+02
   354    0.24023E+04    0.18654E+02    0.37884E-01    0.83612E+02
   355    0.23787E+04    0.18794E+02    0.38006E-01    0.82072E+02
   356    0.23554E+04    0.18931E+02    0.38128E-01    0.80516E+02
   357    0.23324E+04    0.19065E+02    0.38250E-01    0.78931E+02
   358    0.23100E+04    0.19195E+02    0.38372E-01    0.77330E+02
   359    0.22878E+04    0.19324E+02    0.38493E-01    0.75700E+02
   360    0.22661E+04    0.19450E+02    0.38615E-01    0.74051E+02
   361    0.22447E+04    0.19572E+02    0.38737E-01    0.72379E+02
   362    0.22239E+04    0.19692E+02    0.38858E-01    0.70687E+02
   363    0.22033E+04    0.19810E+02    0.38980E-01    0.68977E+02
   364    0.21833E+04    0.19923E+02    0.39102E-01    0.67246E+02
