#    L    TT             EE             BB             TE             PP             TP             EP          
  4264    0.10723E+01    0.37646E-01    0.00000E+00   -0.65330E-01    0.65473E-09    0.44787E-07   -0.78144E-10
  4265    0.10707E+01    0.37446E-01    0.00000E+00   -0.65073E-01    0.65449E-09    0.44780E-07   -0.81797E-10
  4266    0.10692E+01    0.37247E-01    0.00000E+00   -0.64811E-01    0.65424E-09    0.44773E-07   -0.85414E-10
  4267    0.10675E+01    0.37049E-01    0.00000E+00   -0.64545E-01    0.65400E-09    0.44767E-07   -0.88995E-10
  4268    0.10658E+01    0.36851E-01    0.00000E+00   -0.64274E-01    0.65375E-09    0.44760E-07   -0.92540E-10
  4269    0.10641E+01    0.36654E-01    0.00000E+00   -0.63998E-01    0.65350E-09    0.44753E-07   -0.96049E-10
  4270    0.10625E+01    0.36459E-01    0.00000E+00   -0.63718E-01    0.65326E-09    0.44747E-07   -0.99522E-10
  4271    0.10609E+01    0.36263E-01    0.00000E+00   -0.63433E-01    0.65301E-09    0.44741E-07   -0.10296E-09
  4272    0.10592E+01    0.36069E-01    0.00000E+00   -0.63143E-01    0.65277E-09    0.44734E-07   -0.10636E-09
  4273    0.10575E+01    0.35878E-01    0.00000E+00   -0.62850E-01    0.65252E-09    0.44728E-07   -0.10972E-09
  4274    0.10558E+01    0.35687E-01    0.00000E+00   -0.62553E-01    0.65228E-09    0.44722E-07   -0.11305E-09
  4275    0.10541E+01    0.35496E-01    0.00000E+00   -0.62251E-01    0.65204E-09    0.44716E-07   -0.11634E-09
  4276    0.10524E+01    0.35308E-01    0.00000E+00   -0.61946E-01    0.65179E-09    0.44710E-07   -0.11960E-09
  4277    0.10506E+01    0.35119E-01    0.00000E+00   -0.61637E-01    0.65155E-09    0.44704E-07   -0.12281E-09
  4278    0.10488E+01    0.34933E-01    0.00000E+00   -0.61324E-01    0.65130E-09    0.44698E-07   -0.12599E-09
  4279    0.10471E+01    0.34747E-01    0.00000E+00   -0.61008E-01    0.65106E-09    0.44693E-07   -0.12914E-09
  4280    0.10453E+01    0.34563E-01    0.00000E+00   -0.60688E-01    0.65081E-09    0.44687E-07   -0.13225E-09
  4281    0.10435E+01    0.34382E-01    0.00000E+00   -0.60365E-01    0.65057E-09    0.44681E-07   -0.13532E-09
  4282    0.10417E+01    0.34200E-01    0.00000E+00   -0.60038E-01    0.65033E-09    0.44676E-07   -0.13835E-09
  4283    0.10399E+01    0.34020E-01    0.00000E+00   -0.59709E-01    0.65008E-09    0.44670E-07   -0.14134E-09
  4284    0.10381E+01    0.33840E-01    0.00000E+00   -0.59376E-01    0.64984E-09    0.44665E-07   -0.14430E-09
  4285    0.10363E+01    0.33663E-01    0.00000E+00   -0.59040E-01    0.64960E-09    0.44660E-07   -0.14722E-09
  4286    0.10344E+01    0.33486E-01    0.00000E+00   -0.58702E-01    0.64936E-09    0.44654E-07   -0.15010E-09
  4287    0.10326E+01    0.33311E-01    0.00000E+00   -0.58360E-01    0.64911E-09    0.44649E-07   -0.15295E-09
  4288    0.10307E+01    0.33137E-01    0.00000E+00   -0.58016E-01    0.64887E-09    0.44644E-07   -0.15575E-09
  4289    0.10288E+01    0.32966E-01    0.00000E+00   -0.57670E-01    0.64863E-09    0.44638E-07   -0.15852E-09
  4290    0.10269E+01    0.32795E-01    0.00000E+00   -0.57321E-01    0.64838E-09    0.44633E-07   -0.16125E-09
  4291    0.10251E+01    0.32626E-01    0.00000E+00   -0.56970E-01    0.64814E-09    0.44628E-07   -0.16395E-09
  4292    0.10231E+01    0.32459E-01    0.00000E+00   -0.56617E-01    0.64790E-09    0.44623E-07   -0.16660E-09
  4293    0.10212E+01    0.32293E-01    0.00000E+00   -0.56261E-01    0.64766E-09    0.44618E-07   -0.16922E-09
  4294    0.10193E+01    0.32129E-01    0.00000E+00   -0.55904E-01    0.64742E-09    0.44613E-07   -0.17180E-09
  4295    0.10174E+01    0.31966E-01    0.00000E+00   -0.55546E-01    0.64718E-09    0.44608E-07   -0.17434E-09
  4296    0.10154E+01    0.31805E-01    0.00000E+00   -0.55185E-01    0.64693E-09    0.44602E-07   -0.17684E-09
  4297    0.10135E+01    0.31645E-01    0.00000E+00   -0.54822E-01    0.64669E-09    0.44597E-07   -0.17930E-09
  4298    0.10115E+01    0.31487E-01    0.00000E+00   -0.54459E-01    0.64645E-09    0.44592E-07   -0.18172E-09
  4299    0.10094E+01    0.31331E-01    0.00000E+00   -0.54093E-01    0.64621E-09    0.44587E-07   -0.18411E-09
  4300    0.10075E+01    0.31176E-01    0.00000E+00   -0.53727E-01    0.64597E-09    0.44582E-07   -0.18645E-09
  4301    0.10054E+01    0.31023E-01    0.00000E+00   -0.53359E-01    0.64573E-09    0.44577E-07   -0.18876E-09
  4302    0.10034E+01    0.30872E-01    0.00000E+00   -0.52990E-01    0.64549E-09    0.44572E-07   -0.19103E-09
  4303    0.10014E+01    0.30722E-01    0.00000E+00   -0.52620E-01    0.64525E-09    0.44566E-07   -0.19326E-09
  4304    0.99934E+00    0.30574E-01    0.00000E+00   -0.52250E-01    0.64501E-09    0.44561E-07   -0.19545E-09
  4305    0.99731E+00    0.30427E-01    0.00000E+00   -0.51878E-01    0.64477E-09    0.44556E-07   -0.19760E-09
  4306    0.99520E+00    0.30283E-01    0.00000E+00   -0.51506E-01    0.64453E-09    0.44551E-07   -0.19971E-09
  4307    0.99309E+00    0.30140E-01    0.00000E+00   -0.51133E-01    0.64429E-09    0.44546E-07   -0.20178E-09
  4308    0.99098E+00    0.29999E-01    0.00000E+00   -0.50761E-01    0.64405E-09    0.44540E-07   -0.20382E-09
  4309    0.98887E+00    0.29859E-01    0.00000E+00   -0.50388E-01    0.64381E-09    0.44535E-07   -0.20581E-09
  4310    0.98676E+00    0.29722E-01    0.00000E+00   -0.50014E-01    0.64357E-09    0.44530E-07   -0.20777E-09
  4311    0.98465E+00    0.29586E-01    0.00000E+00   -0.49641E-01    0.64333E-09    0.44524E-07   -0.20968E-09
  4312    0.98253E+00    0.29452E-01    0.00000E+00   -0.49268E-01    0.64309E-09    0.44519E-07   -0.21156E-09
  4313    0.98042E+00    0.29319E-01    0.00000E+00   -0.48895E-01    0.64285E-09    0.44513E-07   -0.21340E-09
  4314    0.97823E+00    0.29189E-01    0.00000E+00   -0.48522E-01    0.64261E-09    0.44508E-07   -0.21520E-09
  4315    0.97604E+00    0.29060E-01    0.00000E+00   -0.48150E-01    0.64237E-09    0.44503E-07   -0.21696E-09
  4316    0.97384E+00    0.28933E-01    0.00000E+00   -0.47779E-01    0.64214E-09    0.44497E-07   -0.21869E-09
  4317    0.97158E+00    0.28806E-01    0.00000E+00   -0.47407E-01    0.64190E-09    0.44491E-07   -0.22037E-09
  4318    0.96938E+00    0.28683E-01    0.00000E+00   -0.47034E-01    0.64166E-09    0.44486E-07   -0.22202E-09
  4319    0.96719E+00    0.28561E-01    0.00000E+00   -0.46664E-01    0.64142E-09    0.44480E-07   -0.22362E-09
  4320    0.96499E+00    0.28441E-01    0.00000E+00   -0.46296E-01    0.64118E-09    0.44475E-07   -0.22519E-09
  4321    0.96279E+00    0.28323E-01    0.00000E+00   -0.45927E-01    0.64095E-09    0.44469E-07   -0.22672E-09
  4322    0.96052E+00    0.28208E-01    0.00000E+00   -0.45560E-01    0.64071E-09    0.44463E-07   -0.22821E-09
  4323    0.95825E+00    0.28093E-01    0.00000E+00   -0.45194E-01    0.64047E-09    0.44457E-07   -0.22966E-09
  4324    0.95597E+00    0.27980E-01    0.00000E+00   -0.44830E-01    0.64023E-09    0.44452E-07   -0.23108E-09
  4325    0.95377E+00    0.27869E-01    0.00000E+00   -0.44466E-01    0.64000E-09    0.44446E-07   -0.23245E-09
  4326    0.95149E+00    0.27760E-01    0.00000E+00   -0.44104E-01    0.63976E-09    0.44440E-07   -0.23379E-09
  4327    0.94914E+00    0.27653E-01    0.00000E+00   -0.43744E-01    0.63952E-09    0.44434E-07   -0.23508E-09
  4328    0.94694E+00    0.27547E-01    0.00000E+00   -0.43385E-01    0.63929E-09    0.44428E-07   -0.23634E-09
  4329    0.94459E+00    0.27442E-01    0.00000E+00   -0.43027E-01    0.63905E-09    0.44422E-07   -0.23756E-09
  4330    0.94238E+00    0.27341E-01    0.00000E+00   -0.42675E-01    0.63881E-09    0.44415E-07   -0.23874E-09
  4331    0.94003E+00    0.27240E-01    0.00000E+00   -0.42321E-01    0.63858E-09    0.44409E-07   -0.23989E-09
  4332    0.93767E+00    0.27141E-01    0.00000E+00   -0.41970E-01    0.63834E-09    0.44403E-07   -0.24099E-09
  4333    0.93539E+00    0.27044E-01    0.00000E+00   -0.41620E-01    0.63810E-09    0.44397E-07   -0.24206E-09
  4334    0.93296E+00    0.26949E-01    0.00000E+00   -0.41274E-01    0.63787E-09    0.44390E-07   -0.24309E-09
  4335    0.93060E+00    0.26854E-01    0.00000E+00   -0.40929E-01    0.63763E-09    0.44384E-07   -0.24407E-09
  4336    0.92824E+00    0.26763E-01    0.00000E+00   -0.40584E-01    0.63740E-09    0.44377E-07   -0.24503E-09
  4337    0.92588E+00    0.26672E-01    0.00000E+00   -0.40244E-01    0.63716E-09    0.44371E-07   -0.24594E-09
  4338    0.92345E+00    0.26583E-01    0.00000E+00   -0.39907E-01    0.63693E-09    0.44364E-07   -0.24681E-09
  4339    0.92116E+00    0.26496E-01    0.00000E+00   -0.39572E-01    0.63669E-09    0.44358E-07   -0.24765E-09
  4340    0.91880E+00    0.26412E-01    0.00000E+00   -0.39239E-01    0.63646E-09    0.44351E-07   -0.24844E-09
  4341    0.91636E+00    0.26328E-01    0.00000E+00   -0.38910E-01    0.63622E-09    0.44344E-07   -0.24920E-09
  4342    0.91400E+00    0.26247E-01    0.00000E+00   -0.38583E-01    0.63599E-09    0.44337E-07   -0.24992E-09
  4343    0.91163E+00    0.26167E-01    0.00000E+00   -0.38259E-01    0.63575E-09    0.44330E-07   -0.25060E-09
  4344    0.90920E+00    0.26088E-01    0.00000E+00   -0.37938E-01    0.63552E-09    0.44323E-07   -0.25125E-09
  4345    0.90683E+00    0.26012E-01    0.00000E+00   -0.37620E-01    0.63528E-09    0.44316E-07   -0.25185E-09
  4346    0.90447E+00    0.25936E-01    0.00000E+00   -0.37305E-01    0.63505E-09    0.44309E-07   -0.25242E-09
  4347    0.90195E+00    0.25863E-01    0.00000E+00   -0.36994E-01    0.63481E-09    0.44302E-07   -0.25295E-09
  4348    0.89958E+00    0.25791E-01    0.00000E+00   -0.36686E-01    0.63458E-09    0.44294E-07   -0.25344E-09
  4349    0.89714E+00    0.25720E-01    0.00000E+00   -0.36380E-01    0.63435E-09    0.44287E-07   -0.25389E-09
  4350    0.89485E+00    0.25651E-01    0.00000E+00   -0.36078E-01    0.63411E-09    0.44279E-07   -0.25431E-09
  4351    0.89248E+00    0.25583E-01    0.00000E+00   -0.35779E-01    0.63388E-09    0.44272E-07   -0.25468E-09
  4352    0.89019E+00    0.25518E-01    0.00000E+00   -0.35485E-01    0.63365E-09    0.44264E-07   -0.25502E-09
  4353    0.88767E+00    0.25453E-01    0.00000E+00   -0.35193E-01    0.63341E-09    0.44256E-07   -0.25532E-09
  4354    0.88522E+00    0.25390E-01    0.00000E+00   -0.34906E-01    0.63318E-09    0.44249E-07   -0.25558E-09
  4355    0.88270E+00    0.25329E-01    0.00000E+00   -0.34621E-01    0.63295E-09    0.44241E-07   -0.25581E-09
  4356    0.88026E+00    0.25269E-01    0.00000E+00   -0.34340E-01    0.63271E-09    0.44232E-07   -0.25599E-09
  4357    0.87781E+00    0.25211E-01    0.00000E+00   -0.34064E-01    0.63248E-09    0.44224E-07   -0.25614E-09
  4358    0.87544E+00    0.25153E-01    0.00000E+00   -0.33790E-01    0.63225E-09    0.44216E-07   -0.25626E-09
  4359    0.87300E+00    0.25097E-01    0.00000E+00   -0.33521E-01    0.63202E-09    0.44208E-07   -0.25633E-09
  4360    0.87062E+00    0.25043E-01    0.00000E+00   -0.33255E-01    0.63178E-09    0.44199E-07   -0.25637E-09
  4361    0.86810E+00    0.24991E-01    0.00000E+00   -0.32994E-01    0.63155E-09    0.44190E-07   -0.25638E-09
  4362    0.86573E+00    0.24939E-01    0.00000E+00   -0.32736E-01    0.63132E-09    0.44182E-07   -0.25634E-09
  4363    0.86328E+00    0.24889E-01    0.00000E+00   -0.32483E-01    0.63109E-09    0.44173E-07   -0.25628E-09
  4364    0.86083E+00    0.24840E-01    0.00000E+00   -0.32232E-01    0.63086E-09    0.44164E-07   -0.25617E-09
  4365    0.85831E+00    0.24793E-01    0.00000E+00   -0.31986E-01    0.63062E-09    0.44155E-07   -0.25603E-09
  4366    0.85594E+00    0.24748E-01    0.00000E+00   -0.31744E-01    0.63039E-09    0.44145E-07   -0.25585E-09
  4367    0.85349E+00    0.24704E-01    0.00000E+00   -0.31506E-01    0.63016E-09    0.44136E-07   -0.25564E-09
  4368    0.85104E+00    0.24659E-01    0.00000E+00   -0.31273E-01    0.62993E-09    0.44126E-07   -0.25539E-09
  4369    0.84866E+00    0.24617E-01    0.00000E+00   -0.31043E-01    0.62970E-09    0.44116E-07   -0.25511E-09
  4370    0.84621E+00    0.24575E-01    0.00000E+00   -0.30818E-01    0.62947E-09    0.44106E-07   -0.25479E-09
  4371    0.84384E+00    0.24533E-01    0.00000E+00   -0.30596E-01    0.62924E-09    0.44096E-07   -0.25444E-09
  4372    0.84139E+00    0.24494E-01    0.00000E+00   -0.30380E-01    0.62901E-09    0.44086E-07   -0.25406E-09
  4373    0.83901E+00    0.24457E-01    0.00000E+00   -0.30167E-01    0.62878E-09    0.44075E-07   -0.25364E-09
  4374    0.83656E+00    0.24419E-01    0.00000E+00   -0.29958E-01    0.62854E-09    0.44065E-07   -0.25318E-09
  4375    0.83411E+00    0.24383E-01    0.00000E+00   -0.29754E-01    0.62831E-09    0.44054E-07   -0.25269E-09
  4376    0.83174E+00    0.24348E-01    0.00000E+00   -0.29553E-01    0.62808E-09    0.44043E-07   -0.25217E-09
  4377    0.82929E+00    0.24314E-01    0.00000E+00   -0.29358E-01    0.62785E-09    0.44032E-07   -0.25161E-09
  4378    0.82691E+00    0.24282E-01    0.00000E+00   -0.29166E-01    0.62762E-09    0.44020E-07   -0.25102E-09
  4379    0.82453E+00    0.24251E-01    0.00000E+00   -0.28979E-01    0.62739E-09    0.44008E-07   -0.25040E-09
  4380    0.82223E+00    0.24219E-01    0.00000E+00   -0.28795E-01    0.62717E-09    0.43997E-07   -0.24974E-09
  4381    0.81978E+00    0.24189E-01    0.00000E+00   -0.28618E-01    0.62694E-09    0.43984E-07   -0.24905E-09
  4382    0.81741E+00    0.24161E-01    0.00000E+00   -0.28442E-01    0.62671E-09    0.43972E-07   -0.24833E-09
  4383    0.81503E+00    0.24133E-01    0.00000E+00   -0.28273E-01    0.62648E-09    0.43960E-07   -0.24757E-09
  4384    0.81266E+00    0.24105E-01    0.00000E+00   -0.28106E-01    0.62625E-09    0.43947E-07   -0.24678E-09
  4385    0.81028E+00    0.24080E-01    0.00000E+00   -0.27945E-01    0.62602E-09    0.43934E-07   -0.24596E-09
  4386    0.80798E+00    0.24055E-01    0.00000E+00   -0.27788E-01    0.62579E-09    0.43921E-07   -0.24511E-09
  4387    0.80560E+00    0.24030E-01    0.00000E+00   -0.27634E-01    0.62556E-09    0.43907E-07   -0.24423E-09
  4388    0.80323E+00    0.24005E-01    0.00000E+00   -0.27485E-01    0.62533E-09    0.43894E-07   -0.24331E-09
  4389    0.80093E+00    0.23983E-01    0.00000E+00   -0.27341E-01    0.62510E-09    0.43880E-07   -0.24236E-09
  4390    0.79855E+00    0.23960E-01    0.00000E+00   -0.27201E-01    0.62488E-09    0.43866E-07   -0.24138E-09
  4391    0.79633E+00    0.23939E-01    0.00000E+00   -0.27066E-01    0.62465E-09    0.43851E-07   -0.24037E-09
  4392    0.79396E+00    0.23918E-01    0.00000E+00   -0.26934E-01    0.62442E-09    0.43836E-07   -0.23933E-09
  4393    0.79173E+00    0.23898E-01    0.00000E+00   -0.26807E-01    0.62419E-09    0.43821E-07   -0.23826E-09
  4394    0.78928E+00    0.23878E-01    0.00000E+00   -0.26684E-01    0.62397E-09    0.43806E-07   -0.23715E-09
  4395    0.78707E+00    0.23859E-01    0.00000E+00   -0.26565E-01    0.62374E-09    0.43791E-07   -0.23602E-09
  4396    0.78471E+00    0.23841E-01    0.00000E+00   -0.26451E-01    0.62351E-09    0.43775E-07   -0.23485E-09
  4397    0.78245E+00    0.23823E-01    0.00000E+00   -0.26340E-01    0.62328E-09    0.43759E-07   -0.23366E-09
  4398    0.78019E+00    0.23805E-01    0.00000E+00   -0.26234E-01    0.62306E-09    0.43742E-07   -0.23243E-09
  4399    0.77794E+00    0.23789E-01    0.00000E+00   -0.26132E-01    0.62283E-09    0.43726E-07   -0.23118E-09
  4400    0.77567E+00    0.23773E-01    0.00000E+00   -0.26034E-01    0.62260E-09    0.43709E-07   -0.22989E-09
  4401    0.77342E+00    0.23757E-01    0.00000E+00   -0.25941E-01    0.62237E-09    0.43692E-07   -0.22858E-09
  4402    0.77119E+00    0.23741E-01    0.00000E+00   -0.25850E-01    0.62215E-09    0.43674E-07   -0.22723E-09
  4403    0.76895E+00    0.23726E-01    0.00000E+00   -0.25765E-01    0.62192E-09    0.43656E-07   -0.22586E-09
  4404    0.76677E+00    0.23712E-01    0.00000E+00   -0.25683E-01    0.62170E-09    0.43638E-07   -0.22446E-09
  4405    0.76457E+00    0.23698E-01    0.00000E+00   -0.25605E-01    0.62147E-09    0.43620E-07   -0.22303E-09
  4406    0.76239E+00    0.23683E-01    0.00000E+00   -0.25531E-01    0.62124E-09    0.43602E-07   -0.22157E-09
  4407    0.76021E+00    0.23670E-01    0.00000E+00   -0.25461E-01    0.62102E-09    0.43583E-07   -0.22008E-09
  4408    0.75804E+00    0.23657E-01    0.00000E+00   -0.25395E-01    0.62079E-09    0.43565E-07   -0.21857E-09
  4409    0.75588E+00    0.23644E-01    0.00000E+00   -0.25332E-01    0.62057E-09    0.43546E-07   -0.21703E-09
  4410    0.75373E+00    0.23631E-01    0.00000E+00   -0.25274E-01    0.62034E-09    0.43527E-07   -0.21546E-09
  4411    0.75159E+00    0.23618E-01    0.00000E+00   -0.25220E-01    0.62011E-09    0.43508E-07   -0.21386E-09
  4412    0.74946E+00    0.23607E-01    0.00000E+00   -0.25170E-01    0.61989E-09    0.43489E-07   -0.21224E-09
  4413    0.74733E+00    0.23595E-01    0.00000E+00   -0.25122E-01    0.61966E-09    0.43470E-07   -0.21059E-09
  4414    0.74523E+00    0.23582E-01    0.00000E+00   -0.25078E-01    0.61944E-09    0.43451E-07   -0.20891E-09
  4415    0.74313E+00    0.23571E-01    0.00000E+00   -0.25038E-01    0.61921E-09    0.43432E-07   -0.20721E-09
  4416    0.74105E+00    0.23560E-01    0.00000E+00   -0.25002E-01    0.61899E-09    0.43413E-07   -0.20549E-09
  4417    0.73896E+00    0.23549E-01    0.00000E+00   -0.24969E-01    0.61876E-09    0.43394E-07   -0.20373E-09
  4418    0.73691E+00    0.23537E-01    0.00000E+00   -0.24939E-01    0.61854E-09    0.43375E-07   -0.20196E-09
  4419    0.73484E+00    0.23526E-01    0.00000E+00   -0.24913E-01    0.61832E-09    0.43356E-07   -0.20015E-09
  4420    0.73282E+00    0.23515E-01    0.00000E+00   -0.24891E-01    0.61809E-09    0.43337E-07   -0.19833E-09
  4421    0.73079E+00    0.23504E-01    0.00000E+00   -0.24869E-01    0.61787E-09    0.43319E-07   -0.19648E-09
  4422    0.72877E+00    0.23493E-01    0.00000E+00   -0.24853E-01    0.61764E-09    0.43301E-07   -0.19460E-09
  4423    0.72677E+00    0.23482E-01    0.00000E+00   -0.24839E-01    0.61742E-09    0.43282E-07   -0.19270E-09
  4424    0.72478E+00    0.23470E-01    0.00000E+00   -0.24829E-01    0.61720E-09    0.43265E-07   -0.19078E-09
  4425    0.72280E+00    0.23459E-01    0.00000E+00   -0.24824E-01    0.61697E-09    0.43247E-07   -0.18884E-09
  4426    0.72084E+00    0.23448E-01    0.00000E+00   -0.24821E-01    0.61675E-09    0.43230E-07   -0.18687E-09
  4427    0.71888E+00    0.23436E-01    0.00000E+00   -0.24820E-01    0.61653E-09    0.43212E-07   -0.18488E-09
  4428    0.71694E+00    0.23424E-01    0.00000E+00   -0.24821E-01    0.61630E-09    0.43196E-07   -0.18286E-09
  4429    0.71501E+00    0.23413E-01    0.00000E+00   -0.24825E-01    0.61608E-09    0.43179E-07   -0.18083E-09
  4430    0.71309E+00    0.23400E-01    0.00000E+00   -0.24834E-01    0.61586E-09    0.43163E-07   -0.17877E-09
  4431    0.71118E+00    0.23389E-01    0.00000E+00   -0.24845E-01    0.61563E-09    0.43147E-07   -0.17669E-09
  4432    0.70929E+00    0.23377E-01    0.00000E+00   -0.24858E-01    0.61541E-09    0.43132E-07   -0.17459E-09
  4433    0.70741E+00    0.23364E-01    0.00000E+00   -0.24873E-01    0.61519E-09    0.43117E-07   -0.17247E-09
  4434    0.70555E+00    0.23352E-01    0.00000E+00   -0.24891E-01    0.61497E-09    0.43103E-07   -0.17032E-09
  4435    0.70370E+00    0.23339E-01    0.00000E+00   -0.24912E-01    0.61474E-09    0.43089E-07   -0.16816E-09
  4436    0.70186E+00    0.23326E-01    0.00000E+00   -0.24935E-01    0.61452E-09    0.43075E-07   -0.16597E-09
  4437    0.70003E+00    0.23312E-01    0.00000E+00   -0.24960E-01    0.61430E-09    0.43062E-07   -0.16377E-09
  4438    0.69821E+00    0.23298E-01    0.00000E+00   -0.24988E-01    0.61408E-09    0.43050E-07   -0.16155E-09
  4439    0.69640E+00    0.23285E-01    0.00000E+00   -0.25018E-01    0.61385E-09    0.43038E-07   -0.15930E-09
  4440    0.69462E+00    0.23271E-01    0.00000E+00   -0.25050E-01    0.61363E-09    0.43027E-07   -0.15704E-09
  4441    0.69284E+00    0.23256E-01    0.00000E+00   -0.25085E-01    0.61341E-09    0.43016E-07   -0.15476E-09
  4442    0.69108E+00    0.23241E-01    0.00000E+00   -0.25121E-01    0.61319E-09    0.43006E-07   -0.15246E-09
  4443    0.68931E+00    0.23226E-01    0.00000E+00   -0.25159E-01    0.61297E-09    0.42997E-07   -0.15014E-09
  4444    0.68758E+00    0.23210E-01    0.00000E+00   -0.25199E-01    0.61275E-09    0.42988E-07   -0.14780E-09
  4445    0.68586E+00    0.23194E-01    0.00000E+00   -0.25241E-01    0.61253E-09    0.42980E-07   -0.14545E-09
  4446    0.68415E+00    0.23177E-01    0.00000E+00   -0.25285E-01    0.61231E-09    0.42973E-07   -0.14307E-09
  4447    0.68245E+00    0.23160E-01    0.00000E+00   -0.25331E-01    0.61209E-09    0.42966E-07   -0.14068E-09
  4448    0.68077E+00    0.23142E-01    0.00000E+00   -0.25379E-01    0.61186E-09    0.42960E-07   -0.13827E-09
  4449    0.67909E+00    0.23124E-01    0.00000E+00   -0.25427E-01    0.61164E-09    0.42955E-07   -0.13585E-09
  4450    0.67744E+00    0.23106E-01    0.00000E+00   -0.25477E-01    0.61142E-09    0.42951E-07   -0.13341E-09
  4451    0.67578E+00    0.23087E-01    0.00000E+00   -0.25529E-01    0.61120E-09    0.42947E-07   -0.13095E-09
  4452    0.67414E+00    0.23067E-01    0.00000E+00   -0.25583E-01    0.61098E-09    0.42945E-07   -0.12848E-09
  4453    0.67251E+00    0.23047E-01    0.00000E+00   -0.25637E-01    0.61076E-09    0.42943E-07   -0.12599E-09
  4454    0.67091E+00    0.23027E-01    0.00000E+00   -0.25693E-01    0.61054E-09    0.42942E-07   -0.12348E-09
  4455    0.66932E+00    0.23005E-01    0.00000E+00   -0.25751E-01    0.61032E-09    0.42941E-07   -0.12097E-09
  4456    0.66774E+00    0.22983E-01    0.00000E+00   -0.25809E-01    0.61010E-09    0.42941E-07   -0.11843E-09
  4457    0.66617E+00    0.22962E-01    0.00000E+00   -0.25868E-01    0.60988E-09    0.42941E-07   -0.11589E-09
  4458    0.66460E+00    0.22939E-01    0.00000E+00   -0.25929E-01    0.60967E-09    0.42942E-07   -0.11332E-09
  4459    0.66306E+00    0.22916E-01    0.00000E+00   -0.25991E-01    0.60945E-09    0.42943E-07   -0.11075E-09
  4460    0.66152E+00    0.22893E-01    0.00000E+00   -0.26053E-01    0.60923E-09    0.42945E-07   -0.10817E-09
  4461    0.66001E+00    0.22868E-01    0.00000E+00   -0.26117E-01    0.60901E-09    0.42947E-07   -0.10557E-09
  4462    0.65849E+00    0.22843E-01    0.00000E+00   -0.26180E-01    0.60879E-09    0.42949E-07   -0.10296E-09
  4463    0.65699E+00    0.22818E-01    0.00000E+00   -0.26245E-01    0.60857E-09    0.42951E-07   -0.10034E-09
  4464    0.65550E+00    0.22792E-01    0.00000E+00   -0.26310E-01    0.60835E-09    0.42953E-07   -0.97705E-10
  4465    0.65402E+00    0.22765E-01    0.00000E+00   -0.26375E-01    0.60813E-09    0.42955E-07   -0.95063E-10
  4466    0.65256E+00    0.22738E-01    0.00000E+00   -0.26441E-01    0.60791E-09    0.42957E-07   -0.92411E-10
  4467    0.65111E+00    0.22709E-01    0.00000E+00   -0.26509E-01    0.60770E-09    0.42960E-07   -0.89749E-10
  4468    0.64967E+00    0.22681E-01    0.00000E+00   -0.26575E-01    0.60748E-09    0.42962E-07   -0.87078E-10
  4469    0.64824E+00    0.22651E-01    0.00000E+00   -0.26642E-01    0.60726E-09    0.42964E-07   -0.84399E-10
  4470    0.64682E+00    0.22621E-01    0.00000E+00   -0.26710E-01    0.60704E-09    0.42965E-07   -0.81711E-10
  4471    0.64540E+00    0.22591E-01    0.00000E+00   -0.26776E-01    0.60682E-09    0.42967E-07   -0.79015E-10
  4472    0.64402E+00    0.22559E-01    0.00000E+00   -0.26844E-01    0.60661E-09    0.42968E-07   -0.76312E-10
  4473    0.64262E+00    0.22527E-01    0.00000E+00   -0.26912E-01    0.60639E-09    0.42968E-07   -0.73602E-10
  4474    0.64125E+00    0.22494E-01    0.00000E+00   -0.26980E-01    0.60617E-09    0.42968E-07   -0.70886E-10
  4475    0.63989E+00    0.22461E-01    0.00000E+00   -0.27048E-01    0.60596E-09    0.42968E-07   -0.68163E-10
  4476    0.63854E+00    0.22427E-01    0.00000E+00   -0.27115E-01    0.60574E-09    0.42967E-07   -0.65435E-10
  4477    0.63720E+00    0.22393E-01    0.00000E+00   -0.27183E-01    0.60552E-09    0.42965E-07   -0.62701E-10
  4478    0.63586E+00    0.22358E-01    0.00000E+00   -0.27249E-01    0.60530E-09    0.42963E-07   -0.59963E-10
  4479    0.63454E+00    0.22322E-01    0.00000E+00   -0.27316E-01    0.60509E-09    0.42960E-07   -0.57220E-10
  4480    0.63323E+00    0.22285E-01    0.00000E+00   -0.27382E-01    0.60487E-09    0.42956E-07   -0.54473E-10
  4481    0.63192E+00    0.22248E-01    0.00000E+00   -0.27448E-01    0.60465E-09    0.42951E-07   -0.51723E-10
  4482    0.63063E+00    0.22210E-01    0.00000E+00   -0.27513E-01    0.60444E-09    0.42946E-07   -0.48970E-10
  4483    0.62935E+00    0.22171E-01    0.00000E+00   -0.27578E-01    0.60422E-09    0.42939E-07   -0.46213E-10
  4484    0.62807E+00    0.22131E-01    0.00000E+00   -0.27642E-01    0.60401E-09    0.42931E-07   -0.43455E-10
  4485    0.62680E+00    0.22090E-01    0.00000E+00   -0.27705E-01    0.60379E-09    0.42923E-07   -0.40695E-10
  4486    0.62555E+00    0.22049E-01    0.00000E+00   -0.27768E-01    0.60357E-09    0.42913E-07   -0.37933E-10
  4487    0.62431E+00    0.22008E-01    0.00000E+00   -0.27829E-01    0.60336E-09    0.42902E-07   -0.35170E-10
  4488    0.62306E+00    0.21966E-01    0.00000E+00   -0.27891E-01    0.60314E-09    0.42889E-07   -0.32407E-10
