#    L    TT             EE             BB             TE             PP             TP             EP          
  2458    0.85624E+02    0.23467E+01    0.00000E+00   -0.19618E+01    0.15855E-08    0.21505E-06   -0.11646E-07
  2459    0.85285E+02    0.23557E+01    0.00000E+00   -0.19298E+01    0.15845E-08    0.21582E-06   -0.11847E-07
  2460    0.84937E+02    0.23650E+01    0.00000E+00   -0.18989E+01    0.15834E-08    0.21658E-06   -0.12046E-07
  2461    0.84583E+02    0.23744E+01    0.00000E+00   -0.18693E+01    0.15824E-08    0.21735E-06   -0.12242E-07
  2462    0.84243E+02    0.23842E+01    0.00000E+00   -0.18410E+01    0.15814E-08    0.21811E-06   -0.12436E-07
  2463    0.83895E+02    0.23940E+01    0.00000E+00   -0.18138E+01    0.15803E-08    0.21887E-06   -0.12628E-07
  2464    0.83548E+02    0.24040E+01    0.00000E+00   -0.17880E+01    0.15793E-08    0.21963E-06   -0.12817E-07
  2465    0.83208E+02    0.24143E+01    0.00000E+00   -0.17634E+01    0.15782E-08    0.22039E-06   -0.13004E-07
  2466    0.82861E+02    0.24248E+01    0.00000E+00   -0.17400E+01    0.15772E-08    0.22115E-06   -0.13188E-07
  2467    0.82513E+02    0.24354E+01    0.00000E+00   -0.17178E+01    0.15762E-08    0.22191E-06   -0.13371E-07
  2468    0.82165E+02    0.24461E+01    0.00000E+00   -0.16970E+01    0.15752E-08    0.22266E-06   -0.13550E-07
  2469    0.81818E+02    0.24571E+01    0.00000E+00   -0.16774E+01    0.15741E-08    0.22342E-06   -0.13728E-07
  2470    0.81470E+02    0.24682E+01    0.00000E+00   -0.16591E+01    0.15731E-08    0.22417E-06   -0.13903E-07
  2471    0.81130E+02    0.24793E+01    0.00000E+00   -0.16419E+01    0.15721E-08    0.22492E-06   -0.14076E-07
  2472    0.80790E+02    0.24907E+01    0.00000E+00   -0.16260E+01    0.15710E-08    0.22567E-06   -0.14246E-07
  2473    0.80450E+02    0.25022E+01    0.00000E+00   -0.16113E+01    0.15700E-08    0.22642E-06   -0.14414E-07
  2474    0.80109E+02    0.25138E+01    0.00000E+00   -0.15979E+01    0.15690E-08    0.22716E-06   -0.14580E-07
  2475    0.79769E+02    0.25255E+01    0.00000E+00   -0.15857E+01    0.15680E-08    0.22790E-06   -0.14743E-07
  2476    0.79436E+02    0.25373E+01    0.00000E+00   -0.15749E+01    0.15670E-08    0.22864E-06   -0.14903E-07
  2477    0.79096E+02    0.25492E+01    0.00000E+00   -0.15652E+01    0.15659E-08    0.22938E-06   -0.15062E-07
  2478    0.78763E+02    0.25612E+01    0.00000E+00   -0.15566E+01    0.15649E-08    0.23011E-06   -0.15218E-07
  2479    0.78423E+02    0.25732E+01    0.00000E+00   -0.15494E+01    0.15639E-08    0.23084E-06   -0.15371E-07
  2480    0.78098E+02    0.25853E+01    0.00000E+00   -0.15432E+01    0.15629E-08    0.23157E-06   -0.15522E-07
  2481    0.77758E+02    0.25975E+01    0.00000E+00   -0.15384E+01    0.15619E-08    0.23230E-06   -0.15671E-07
  2482    0.77432E+02    0.26097E+01    0.00000E+00   -0.15346E+01    0.15609E-08    0.23302E-06   -0.15817E-07
  2483    0.77099E+02    0.26221E+01    0.00000E+00   -0.15321E+01    0.15598E-08    0.23374E-06   -0.15960E-07
  2484    0.76772E+02    0.26344E+01    0.00000E+00   -0.15309E+01    0.15588E-08    0.23446E-06   -0.16101E-07
  2485    0.76450E+02    0.26468E+01    0.00000E+00   -0.15306E+01    0.15578E-08    0.23517E-06   -0.16240E-07
  2486    0.76130E+02    0.26592E+01    0.00000E+00   -0.15316E+01    0.15568E-08    0.23588E-06   -0.16376E-07
  2487    0.75808E+02    0.26715E+01    0.00000E+00   -0.15339E+01    0.15558E-08    0.23659E-06   -0.16510E-07
  2488    0.75492E+02    0.26839E+01    0.00000E+00   -0.15371E+01    0.15548E-08    0.23729E-06   -0.16641E-07
  2489    0.75174E+02    0.26963E+01    0.00000E+00   -0.15416E+01    0.15538E-08    0.23799E-06   -0.16770E-07
  2490    0.74860E+02    0.27087E+01    0.00000E+00   -0.15471E+01    0.15528E-08    0.23868E-06   -0.16896E-07
  2491    0.74549E+02    0.27211E+01    0.00000E+00   -0.15537E+01    0.15518E-08    0.23937E-06   -0.17020E-07
  2492    0.74237E+02    0.27334E+01    0.00000E+00   -0.15616E+01    0.15508E-08    0.24006E-06   -0.17141E-07
  2493    0.73930E+02    0.27458E+01    0.00000E+00   -0.15704E+01    0.15498E-08    0.24074E-06   -0.17260E-07
  2494    0.73625E+02    0.27580E+01    0.00000E+00   -0.15803E+01    0.15488E-08    0.24142E-06   -0.17376E-07
  2495    0.73322E+02    0.27702E+01    0.00000E+00   -0.15913E+01    0.15478E-08    0.24210E-06   -0.17489E-07
  2496    0.73021E+02    0.27825E+01    0.00000E+00   -0.16033E+01    0.15468E-08    0.24277E-06   -0.17600E-07
  2497    0.72723E+02    0.27946E+01    0.00000E+00   -0.16164E+01    0.15458E-08    0.24343E-06   -0.17709E-07
  2498    0.72427E+02    0.28066E+01    0.00000E+00   -0.16305E+01    0.15448E-08    0.24409E-06   -0.17815E-07
  2499    0.72135E+02    0.28187E+01    0.00000E+00   -0.16457E+01    0.15438E-08    0.24475E-06   -0.17918E-07
  2500    0.71844E+02    0.28305E+01    0.00000E+00   -0.16618E+01    0.15428E-08    0.24540E-06   -0.18019E-07
  2501    0.71557E+02    0.28423E+01    0.00000E+00   -0.16789E+01    0.15418E-08    0.24604E-06   -0.18117E-07
  2502    0.71272E+02    0.28540E+01    0.00000E+00   -0.16970E+01    0.15408E-08    0.24668E-06   -0.18213E-07
  2503    0.70989E+02    0.28657E+01    0.00000E+00   -0.17159E+01    0.15398E-08    0.24732E-06   -0.18306E-07
  2504    0.70710E+02    0.28772E+01    0.00000E+00   -0.17359E+01    0.15388E-08    0.24795E-06   -0.18396E-07
  2505    0.70434E+02    0.28886E+01    0.00000E+00   -0.17568E+01    0.15378E-08    0.24858E-06   -0.18484E-07
  2506    0.70160E+02    0.29000E+01    0.00000E+00   -0.17786E+01    0.15368E-08    0.24920E-06   -0.18570E-07
  2507    0.69888E+02    0.29111E+01    0.00000E+00   -0.18012E+01    0.15358E-08    0.24981E-06   -0.18653E-07
  2508    0.69621E+02    0.29222E+01    0.00000E+00   -0.18247E+01    0.15348E-08    0.25042E-06   -0.18733E-07
  2509    0.69356E+02    0.29330E+01    0.00000E+00   -0.18492E+01    0.15339E-08    0.25102E-06   -0.18811E-07
  2510    0.69095E+02    0.29438E+01    0.00000E+00   -0.18745E+01    0.15329E-08    0.25162E-06   -0.18886E-07
  2511    0.68837E+02    0.29544E+01    0.00000E+00   -0.19004E+01    0.15319E-08    0.25221E-06   -0.18959E-07
  2512    0.68580E+02    0.29648E+01    0.00000E+00   -0.19273E+01    0.15309E-08    0.25280E-06   -0.19029E-07
  2513    0.68329E+02    0.29753E+01    0.00000E+00   -0.19549E+01    0.15299E-08    0.25338E-06   -0.19097E-07
  2514    0.68079E+02    0.29853E+01    0.00000E+00   -0.19834E+01    0.15289E-08    0.25396E-06   -0.19163E-07
  2515    0.67833E+02    0.29953E+01    0.00000E+00   -0.20125E+01    0.15280E-08    0.25453E-06   -0.19225E-07
  2516    0.67590E+02    0.30050E+01    0.00000E+00   -0.20425E+01    0.15270E-08    0.25509E-06   -0.19286E-07
  2517    0.67351E+02    0.30147E+01    0.00000E+00   -0.20731E+01    0.15260E-08    0.25565E-06   -0.19344E-07
  2518    0.67114E+02    0.30241E+01    0.00000E+00   -0.21044E+01    0.15250E-08    0.25620E-06   -0.19399E-07
  2519    0.66881E+02    0.30333E+01    0.00000E+00   -0.21363E+01    0.15240E-08    0.25675E-06   -0.19452E-07
  2520    0.66652E+02    0.30423E+01    0.00000E+00   -0.21689E+01    0.15231E-08    0.25729E-06   -0.19503E-07
  2521    0.66424E+02    0.30511E+01    0.00000E+00   -0.22021E+01    0.15221E-08    0.25783E-06   -0.19551E-07
  2522    0.66202E+02    0.30598E+01    0.00000E+00   -0.22359E+01    0.15211E-08    0.25835E-06   -0.19596E-07
  2523    0.65982E+02    0.30682E+01    0.00000E+00   -0.22704E+01    0.15202E-08    0.25888E-06   -0.19640E-07
  2524    0.65765E+02    0.30764E+01    0.00000E+00   -0.23054E+01    0.15192E-08    0.25939E-06   -0.19681E-07
  2525    0.65553E+02    0.30843E+01    0.00000E+00   -0.23409E+01    0.15182E-08    0.25990E-06   -0.19719E-07
  2526    0.65344E+02    0.30920E+01    0.00000E+00   -0.23769E+01    0.15172E-08    0.26040E-06   -0.19755E-07
  2527    0.65136E+02    0.30995E+01    0.00000E+00   -0.24136E+01    0.15163E-08    0.26090E-06   -0.19789E-07
  2528    0.64934E+02    0.31068E+01    0.00000E+00   -0.24507E+01    0.15153E-08    0.26139E-06   -0.19820E-07
  2529    0.64735E+02    0.31139E+01    0.00000E+00   -0.24883E+01    0.15143E-08    0.26187E-06   -0.19849E-07
  2530    0.64541E+02    0.31207E+01    0.00000E+00   -0.25262E+01    0.15134E-08    0.26235E-06   -0.19875E-07
  2531    0.64348E+02    0.31273E+01    0.00000E+00   -0.25646E+01    0.15124E-08    0.26282E-06   -0.19899E-07
  2532    0.64160E+02    0.31337E+01    0.00000E+00   -0.26034E+01    0.15115E-08    0.26328E-06   -0.19921E-07
  2533    0.63976E+02    0.31397E+01    0.00000E+00   -0.26426E+01    0.15105E-08    0.26374E-06   -0.19940E-07
  2534    0.63794E+02    0.31455E+01    0.00000E+00   -0.26822E+01    0.15095E-08    0.26419E-06   -0.19957E-07
  2535    0.63616E+02    0.31510E+01    0.00000E+00   -0.27222E+01    0.15086E-08    0.26463E-06   -0.19972E-07
  2536    0.63440E+02    0.31563E+01    0.00000E+00   -0.27624E+01    0.15076E-08    0.26506E-06   -0.19984E-07
  2537    0.63269E+02    0.31614E+01    0.00000E+00   -0.28029E+01    0.15067E-08    0.26549E-06   -0.19994E-07
  2538    0.63101E+02    0.31661E+01    0.00000E+00   -0.28437E+01    0.15057E-08    0.26591E-06   -0.20002E-07
  2539    0.62937E+02    0.31707E+01    0.00000E+00   -0.28848E+01    0.15047E-08    0.26633E-06   -0.20007E-07
  2540    0.62776E+02    0.31748E+01    0.00000E+00   -0.29262E+01    0.15038E-08    0.26674E-06   -0.20010E-07
  2541    0.62618E+02    0.31788E+01    0.00000E+00   -0.29676E+01    0.15028E-08    0.26713E-06   -0.20011E-07
  2542    0.62463E+02    0.31825E+01    0.00000E+00   -0.30093E+01    0.15019E-08    0.26753E-06   -0.20009E-07
  2543    0.62313E+02    0.31859E+01    0.00000E+00   -0.30512E+01    0.15009E-08    0.26791E-06   -0.20005E-07
  2544    0.62165E+02    0.31889E+01    0.00000E+00   -0.30934E+01    0.15000E-08    0.26829E-06   -0.19999E-07
  2545    0.62022E+02    0.31918E+01    0.00000E+00   -0.31356E+01    0.14990E-08    0.26866E-06   -0.19991E-07
  2546    0.61881E+02    0.31943E+01    0.00000E+00   -0.31779E+01    0.14981E-08    0.26902E-06   -0.19980E-07
  2547    0.61745E+02    0.31966E+01    0.00000E+00   -0.32202E+01    0.14971E-08    0.26938E-06   -0.19967E-07
  2548    0.61611E+02    0.31986E+01    0.00000E+00   -0.32627E+01    0.14962E-08    0.26972E-06   -0.19952E-07
  2549    0.61480E+02    0.32002E+01    0.00000E+00   -0.33052E+01    0.14952E-08    0.27006E-06   -0.19935E-07
  2550    0.61354E+02    0.32015E+01    0.00000E+00   -0.33479E+01    0.14943E-08    0.27040E-06   -0.19915E-07
  2551    0.61230E+02    0.32026E+01    0.00000E+00   -0.33903E+01    0.14934E-08    0.27072E-06   -0.19893E-07
  2552    0.61110E+02    0.32035E+01    0.00000E+00   -0.34330E+01    0.14924E-08    0.27104E-06   -0.19869E-07
  2553    0.60994E+02    0.32040E+01    0.00000E+00   -0.34755E+01    0.14915E-08    0.27134E-06   -0.19842E-07
  2554    0.60879E+02    0.32042E+01    0.00000E+00   -0.35179E+01    0.14905E-08    0.27164E-06   -0.19814E-07
  2555    0.60768E+02    0.32040E+01    0.00000E+00   -0.35603E+01    0.14896E-08    0.27194E-06   -0.19783E-07
  2556    0.60661E+02    0.32037E+01    0.00000E+00   -0.36027E+01    0.14886E-08    0.27222E-06   -0.19750E-07
  2557    0.60557E+02    0.32029E+01    0.00000E+00   -0.36449E+01    0.14877E-08    0.27250E-06   -0.19715E-07
  2558    0.60456E+02    0.32020E+01    0.00000E+00   -0.36868E+01    0.14868E-08    0.27277E-06   -0.19678E-07
  2559    0.60358E+02    0.32007E+01    0.00000E+00   -0.37286E+01    0.14858E-08    0.27303E-06   -0.19639E-07
  2560    0.60263E+02    0.31992E+01    0.00000E+00   -0.37704E+01    0.14849E-08    0.27328E-06   -0.19598E-07
  2561    0.60171E+02    0.31972E+01    0.00000E+00   -0.38120E+01    0.14840E-08    0.27352E-06   -0.19554E-07
  2562    0.60083E+02    0.31951E+01    0.00000E+00   -0.38533E+01    0.14830E-08    0.27376E-06   -0.19509E-07
  2563    0.59997E+02    0.31925E+01    0.00000E+00   -0.38944E+01    0.14821E-08    0.27399E-06   -0.19462E-07
  2564    0.59914E+02    0.31898E+01    0.00000E+00   -0.39353E+01    0.14812E-08    0.27421E-06   -0.19412E-07
  2565    0.59834E+02    0.31867E+01    0.00000E+00   -0.39760E+01    0.14802E-08    0.27442E-06   -0.19361E-07
  2566    0.59756E+02    0.31835E+01    0.00000E+00   -0.40162E+01    0.14793E-08    0.27463E-06   -0.19308E-07
  2567    0.59683E+02    0.31799E+01    0.00000E+00   -0.40563E+01    0.14784E-08    0.27483E-06   -0.19252E-07
  2568    0.59612E+02    0.31759E+01    0.00000E+00   -0.40960E+01    0.14775E-08    0.27502E-06   -0.19195E-07
  2569    0.59542E+02    0.31717E+01    0.00000E+00   -0.41354E+01    0.14765E-08    0.27520E-06   -0.19136E-07
  2570    0.59477E+02    0.31672E+01    0.00000E+00   -0.41744E+01    0.14756E-08    0.27537E-06   -0.19075E-07
  2571    0.59414E+02    0.31623E+01    0.00000E+00   -0.42131E+01    0.14747E-08    0.27554E-06   -0.19012E-07
  2572    0.59353E+02    0.31571E+01    0.00000E+00   -0.42514E+01    0.14738E-08    0.27569E-06   -0.18947E-07
  2573    0.59295E+02    0.31517E+01    0.00000E+00   -0.42892E+01    0.14728E-08    0.27584E-06   -0.18881E-07
  2574    0.59240E+02    0.31461E+01    0.00000E+00   -0.43268E+01    0.14719E-08    0.27598E-06   -0.18812E-07
  2575    0.59187E+02    0.31401E+01    0.00000E+00   -0.43639E+01    0.14710E-08    0.27611E-06   -0.18742E-07
  2576    0.59138E+02    0.31339E+01    0.00000E+00   -0.44003E+01    0.14701E-08    0.27624E-06   -0.18670E-07
  2577    0.59089E+02    0.31274E+01    0.00000E+00   -0.44364E+01    0.14691E-08    0.27635E-06   -0.18596E-07
  2578    0.59043E+02    0.31206E+01    0.00000E+00   -0.44720E+01    0.14682E-08    0.27646E-06   -0.18521E-07
  2579    0.59000E+02    0.31135E+01    0.00000E+00   -0.45071E+01    0.14673E-08    0.27656E-06   -0.18443E-07
  2580    0.58959E+02    0.31062E+01    0.00000E+00   -0.45417E+01    0.14664E-08    0.27666E-06   -0.18365E-07
  2581    0.58921E+02    0.30986E+01    0.00000E+00   -0.45757E+01    0.14655E-08    0.27674E-06   -0.18284E-07
  2582    0.58884E+02    0.30907E+01    0.00000E+00   -0.46093E+01    0.14646E-08    0.27681E-06   -0.18202E-07
  2583    0.58849E+02    0.30826E+01    0.00000E+00   -0.46423E+01    0.14637E-08    0.27688E-06   -0.18118E-07
  2584    0.58817E+02    0.30742E+01    0.00000E+00   -0.46747E+01    0.14627E-08    0.27694E-06   -0.18032E-07
  2585    0.58786E+02    0.30656E+01    0.00000E+00   -0.47065E+01    0.14618E-08    0.27699E-06   -0.17945E-07
  2586    0.58758E+02    0.30566E+01    0.00000E+00   -0.47378E+01    0.14609E-08    0.27704E-06   -0.17856E-07
  2587    0.58732E+02    0.30474E+01    0.00000E+00   -0.47683E+01    0.14600E-08    0.27707E-06   -0.17765E-07
  2588    0.58708E+02    0.30381E+01    0.00000E+00   -0.47983E+01    0.14591E-08    0.27710E-06   -0.17673E-07
  2589    0.58685E+02    0.30283E+01    0.00000E+00   -0.48277E+01    0.14582E-08    0.27712E-06   -0.17580E-07
  2590    0.58664E+02    0.30184E+01    0.00000E+00   -0.48565E+01    0.14573E-08    0.27713E-06   -0.17485E-07
  2591    0.58645E+02    0.30083E+01    0.00000E+00   -0.48846E+01    0.14564E-08    0.27713E-06   -0.17388E-07
  2592    0.58628E+02    0.29979E+01    0.00000E+00   -0.49120E+01    0.14555E-08    0.27712E-06   -0.17290E-07
  2593    0.58611E+02    0.29873E+01    0.00000E+00   -0.49386E+01    0.14546E-08    0.27711E-06   -0.17190E-07
  2594    0.58597E+02    0.29765E+01    0.00000E+00   -0.49647E+01    0.14537E-08    0.27708E-06   -0.17089E-07
  2595    0.58584E+02    0.29654E+01    0.00000E+00   -0.49900E+01    0.14528E-08    0.27705E-06   -0.16987E-07
  2596    0.58573E+02    0.29541E+01    0.00000E+00   -0.50146E+01    0.14519E-08    0.27701E-06   -0.16883E-07
  2597    0.58564E+02    0.29426E+01    0.00000E+00   -0.50385E+01    0.14510E-08    0.27696E-06   -0.16777E-07
  2598    0.58555E+02    0.29308E+01    0.00000E+00   -0.50616E+01    0.14501E-08    0.27691E-06   -0.16671E-07
  2599    0.58547E+02    0.29189E+01    0.00000E+00   -0.50840E+01    0.14492E-08    0.27684E-06   -0.16563E-07
  2600    0.58542E+02    0.29066E+01    0.00000E+00   -0.51056E+01    0.14483E-08    0.27677E-06   -0.16453E-07
  2601    0.58537E+02    0.28944E+01    0.00000E+00   -0.51265E+01    0.14474E-08    0.27669E-06   -0.16342E-07
  2602    0.58533E+02    0.28818E+01    0.00000E+00   -0.51467E+01    0.14465E-08    0.27660E-06   -0.16230E-07
  2603    0.58531E+02    0.28690E+01    0.00000E+00   -0.51660E+01    0.14456E-08    0.27650E-06   -0.16117E-07
  2604    0.58530E+02    0.28560E+01    0.00000E+00   -0.51846E+01    0.14447E-08    0.27639E-06   -0.16002E-07
  2605    0.58530E+02    0.28429E+01    0.00000E+00   -0.52024E+01    0.14438E-08    0.27628E-06   -0.15886E-07
  2606    0.58530E+02    0.28295E+01    0.00000E+00   -0.52194E+01    0.14429E-08    0.27616E-06   -0.15769E-07
  2607    0.58530E+02    0.28161E+01    0.00000E+00   -0.52356E+01    0.14420E-08    0.27603E-06   -0.15651E-07
  2608    0.58533E+02    0.28023E+01    0.00000E+00   -0.52510E+01    0.14411E-08    0.27589E-06   -0.15531E-07
  2609    0.58535E+02    0.27885E+01    0.00000E+00   -0.52656E+01    0.14402E-08    0.27574E-06   -0.15410E-07
  2610    0.58539E+02    0.27745E+01    0.00000E+00   -0.52794E+01    0.14393E-08    0.27559E-06   -0.15288E-07
  2611    0.58543E+02    0.27603E+01    0.00000E+00   -0.52924E+01    0.14385E-08    0.27542E-06   -0.15165E-07
  2612    0.58548E+02    0.27460E+01    0.00000E+00   -0.53045E+01    0.14376E-08    0.27525E-06   -0.15041E-07
  2613    0.58552E+02    0.27314E+01    0.00000E+00   -0.53157E+01    0.14367E-08    0.27507E-06   -0.14916E-07
  2614    0.58558E+02    0.27169E+01    0.00000E+00   -0.53264E+01    0.14358E-08    0.27489E-06   -0.14789E-07
  2615    0.58564E+02    0.27020E+01    0.00000E+00   -0.53360E+01    0.14349E-08    0.27469E-06   -0.14662E-07
  2616    0.58571E+02    0.26872E+01    0.00000E+00   -0.53447E+01    0.14340E-08    0.27449E-06   -0.14533E-07
  2617    0.58577E+02    0.26721E+01    0.00000E+00   -0.53527E+01    0.14331E-08    0.27428E-06   -0.14403E-07
  2618    0.58585E+02    0.26569E+01    0.00000E+00   -0.53598E+01    0.14323E-08    0.27406E-06   -0.14273E-07
  2619    0.58592E+02    0.26417E+01    0.00000E+00   -0.53661E+01    0.14314E-08    0.27384E-06   -0.14141E-07
  2620    0.58599E+02    0.26262E+01    0.00000E+00   -0.53716E+01    0.14305E-08    0.27361E-06   -0.14008E-07
  2621    0.58606E+02    0.26107E+01    0.00000E+00   -0.53762E+01    0.14296E-08    0.27337E-06   -0.13875E-07
  2622    0.58614E+02    0.25951E+01    0.00000E+00   -0.53800E+01    0.14287E-08    0.27312E-06   -0.13740E-07
  2623    0.58621E+02    0.25793E+01    0.00000E+00   -0.53829E+01    0.14279E-08    0.27286E-06   -0.13605E-07
  2624    0.58628E+02    0.25635E+01    0.00000E+00   -0.53850E+01    0.14270E-08    0.27260E-06   -0.13468E-07
  2625    0.58635E+02    0.25476E+01    0.00000E+00   -0.53862E+01    0.14261E-08    0.27233E-06   -0.13331E-07
  2626    0.58642E+02    0.25316E+01    0.00000E+00   -0.53866E+01    0.14252E-08    0.27205E-06   -0.13193E-07
  2627    0.58649E+02    0.25155E+01    0.00000E+00   -0.53862E+01    0.14244E-08    0.27177E-06   -0.13054E-07
  2628    0.58655E+02    0.24993E+01    0.00000E+00   -0.53848E+01    0.14235E-08    0.27147E-06   -0.12914E-07
  2629    0.58661E+02    0.24830E+01    0.00000E+00   -0.53827E+01    0.14226E-08    0.27117E-06   -0.12773E-07
  2630    0.58667E+02    0.24668E+01    0.00000E+00   -0.53797E+01    0.14218E-08    0.27087E-06   -0.12631E-07
  2631    0.58672E+02    0.24504E+01    0.00000E+00   -0.53759E+01    0.14209E-08    0.27055E-06   -0.12489E-07
  2632    0.58677E+02    0.24339E+01    0.00000E+00   -0.53712E+01    0.14200E-08    0.27023E-06   -0.12346E-07
  2633    0.58680E+02    0.24174E+01    0.00000E+00   -0.53656E+01    0.14191E-08    0.26990E-06   -0.12202E-07
  2634    0.58684E+02    0.24009E+01    0.00000E+00   -0.53592E+01    0.14183E-08    0.26957E-06   -0.12058E-07
  2635    0.58686E+02    0.23843E+01    0.00000E+00   -0.53521E+01    0.14174E-08    0.26923E-06   -0.11912E-07
  2636    0.58688E+02    0.23677E+01    0.00000E+00   -0.53441E+01    0.14165E-08    0.26888E-06   -0.11766E-07
  2637    0.58690E+02    0.23510E+01    0.00000E+00   -0.53353E+01    0.14157E-08    0.26852E-06   -0.11620E-07
  2638    0.58690E+02    0.23343E+01    0.00000E+00   -0.53257E+01    0.14148E-08    0.26816E-06   -0.11472E-07
  2639    0.58690E+02    0.23177E+01    0.00000E+00   -0.53153E+01    0.14140E-08    0.26779E-06   -0.11324E-07
  2640    0.58689E+02    0.23009E+01    0.00000E+00   -0.53040E+01    0.14131E-08    0.26741E-06   -0.11176E-07
  2641    0.58686E+02    0.22842E+01    0.00000E+00   -0.52920E+01    0.14122E-08    0.26702E-06   -0.11027E-07
  2642    0.58684E+02    0.22675E+01    0.00000E+00   -0.52792E+01    0.14114E-08    0.26663E-06   -0.10877E-07
  2643    0.58680E+02    0.22508E+01    0.00000E+00   -0.52655E+01    0.14105E-08    0.26624E-06   -0.10727E-07
  2644    0.58675E+02    0.22340E+01    0.00000E+00   -0.52511E+01    0.14096E-08    0.26583E-06   -0.10576E-07
  2645    0.58669E+02    0.22172E+01    0.00000E+00   -0.52360E+01    0.14088E-08    0.26542E-06   -0.10424E-07
  2646    0.58661E+02    0.22006E+01    0.00000E+00   -0.52200E+01    0.14079E-08    0.26500E-06   -0.10272E-07
  2647    0.58652E+02    0.21839E+01    0.00000E+00   -0.52033E+01    0.14071E-08    0.26458E-06   -0.10120E-07
  2648    0.58643E+02    0.21671E+01    0.00000E+00   -0.51858E+01    0.14062E-08    0.26415E-06   -0.99671E-08
  2649    0.58632E+02    0.21505E+01    0.00000E+00   -0.51677E+01    0.14054E-08    0.26371E-06   -0.98138E-08
  2650    0.58620E+02    0.21339E+01    0.00000E+00   -0.51487E+01    0.14045E-08    0.26327E-06   -0.96600E-08
  2651    0.58606E+02    0.21174E+01    0.00000E+00   -0.51290E+01    0.14037E-08    0.26282E-06   -0.95058E-08
  2652    0.58591E+02    0.21008E+01    0.00000E+00   -0.51085E+01    0.14028E-08    0.26236E-06   -0.93512E-08
  2653    0.58575E+02    0.20843E+01    0.00000E+00   -0.50874E+01    0.14020E-08    0.26190E-06   -0.91962E-08
  2654    0.58557E+02    0.20679E+01    0.00000E+00   -0.50655E+01    0.14011E-08    0.26143E-06   -0.90408E-08
  2655    0.58538E+02    0.20514E+01    0.00000E+00   -0.50430E+01    0.14003E-08    0.26096E-06   -0.88851E-08
  2656    0.58517E+02    0.20351E+01    0.00000E+00   -0.50197E+01    0.13994E-08    0.26048E-06   -0.87291E-08
  2657    0.58494E+02    0.20188E+01    0.00000E+00   -0.49958E+01    0.13986E-08    0.25999E-06   -0.85727E-08
  2658    0.58470E+02    0.20026E+01    0.00000E+00   -0.49713E+01    0.13977E-08    0.25950E-06   -0.84161E-08
  2659    0.58446E+02    0.19866E+01    0.00000E+00   -0.49459E+01    0.13969E-08    0.25900E-06   -0.82592E-08
  2660    0.58419E+02    0.19705E+01    0.00000E+00   -0.49200E+01    0.13960E-08    0.25849E-06   -0.81020E-08
  2661    0.58390E+02    0.19545E+01    0.00000E+00   -0.48935E+01    0.13952E-08    0.25798E-06   -0.79446E-08
  2662    0.58358E+02    0.19387E+01    0.00000E+00   -0.48663E+01    0.13943E-08    0.25747E-06   -0.77870E-08
  2663    0.58326E+02    0.19229E+01    0.00000E+00   -0.48385E+01    0.13935E-08    0.25695E-06   -0.76292E-08
  2664    0.58292E+02    0.19071E+01    0.00000E+00   -0.48101E+01    0.13926E-08    0.25642E-06   -0.74713E-08
  2665    0.58256E+02    0.18915E+01    0.00000E+00   -0.47811E+01    0.13918E-08    0.25589E-06   -0.73131E-08
  2666    0.58218E+02    0.18760E+01    0.00000E+00   -0.47515E+01    0.13910E-08    0.25535E-06   -0.71548E-08
  2667    0.58178E+02    0.18606E+01    0.00000E+00   -0.47213E+01    0.13901E-08    0.25480E-06   -0.69964E-08
  2668    0.58137E+02    0.18454E+01    0.00000E+00   -0.46906E+01    0.13893E-08    0.25425E-06   -0.68379E-08
  2669    0.58093E+02    0.18301E+01    0.00000E+00   -0.46593E+01    0.13884E-08    0.25370E-06   -0.66793E-08
  2670    0.58049E+02    0.18152E+01    0.00000E+00   -0.46275E+01    0.13876E-08    0.25314E-06   -0.65206E-08
  2671    0.58002E+02    0.18002E+01    0.00000E+00   -0.45952E+01    0.13868E-08    0.25258E-06   -0.63619E-08
  2672    0.57953E+02    0.17853E+01    0.00000E+00   -0.45624E+01    0.13859E-08    0.25201E-06   -0.62032E-08
  2673    0.57902E+02    0.17707E+01    0.00000E+00   -0.45290E+01    0.13851E-08    0.25143E-06   -0.60444E-08
  2674    0.57849E+02    0.17562E+01    0.00000E+00   -0.44952E+01    0.13843E-08    0.25085E-06   -0.58856E-08
  2675    0.57795E+02    0.17418E+01    0.00000E+00   -0.44608E+01    0.13834E-08    0.25027E-06   -0.57269E-08
  2676    0.57738E+02    0.17275E+01    0.00000E+00   -0.44261E+01    0.13826E-08    0.24968E-06   -0.55682E-08
  2677    0.57679E+02    0.17133E+01    0.00000E+00   -0.43909E+01    0.13818E-08    0.24909E-06   -0.54096E-08
  2678    0.57618E+02    0.16994E+01    0.00000E+00   -0.43552E+01    0.13809E-08    0.24849E-06   -0.52511E-08
  2679    0.57555E+02    0.16855E+01    0.00000E+00   -0.43191E+01    0.13801E-08    0.24788E-06   -0.50926E-08
  2680    0.57490E+02    0.16718E+01    0.00000E+00   -0.42827E+01    0.13793E-08    0.24728E-06   -0.49343E-08
  2681    0.57423E+02    0.16583E+01    0.00000E+00   -0.42459E+01    0.13785E-08    0.24666E-06   -0.47761E-08
  2682    0.57354E+02    0.16449E+01    0.00000E+00   -0.42086E+01    0.13776E-08    0.24605E-06   -0.46181E-08
