# grad lensed Cls calculated from the lensit 10-11 box structure and unlensed Cls
# L          TT          EE          BB          TE
  290 3.273040e-01 5.559141e-04 2.684340e-06 8.373253e-03
  291 3.226615e-01 5.644019e-04 2.677030e-06 8.363684e-03
  292 3.180860e-01 5.727964e-04 2.674531e-06 8.354524e-03
  295 3.045773e-01 5.978380e-04 2.658808e-06 8.306049e-03
  296 3.001513e-01 6.061935e-04 2.650439e-06 8.284883e-03
  297 2.957320e-01 6.144521e-04 2.638825e-06 8.260176e-03
  298 2.914255e-01 6.226768e-04 2.637674e-06 8.235980e-03
  299 2.871308e-01 6.309211e-04 2.631688e-06 8.206946e-03
  300 2.828563e-01 6.390464e-04 2.621778e-06 8.174878e-03
  301 2.786613e-01 6.471383e-04 2.618894e-06 8.142576e-03
  303 2.704020e-01 6.631638e-04 2.605364e-06 8.070830e-03
  304 2.663251e-01 6.711511e-04 2.598236e-06 8.030668e-03
  305 2.623103e-01 6.790340e-04 2.590966e-06 7.989186e-03
  306 2.583264e-01 6.868355e-04 2.584814e-06 7.945249e-03
  309 2.466593e-01 7.099348e-04 2.562129e-06 7.799791e-03
  310 2.428465e-01 7.173992e-04 2.555636e-06 7.747329e-03
  311 2.391275e-01 7.249308e-04 2.550796e-06 7.694069e-03
  312 2.354372e-01 7.322951e-04 2.545789e-06 7.638724e-03
  313 2.317656e-01 7.395607e-04 2.535796e-06 7.580226e-03
  314 2.281423e-01 7.467742e-04 2.528485e-06 7.519788e-03
  317 2.176212e-01 7.677513e-04 2.512812e-06 7.332352e-03
  318 2.141635e-01 7.746090e-04 2.503112e-06 7.264471e-03
  319 2.107702e-01 7.813635e-04 2.492581e-06 7.195404e-03
  320 2.074427e-01 7.879330e-04 2.490141e-06 7.126417e-03
  321 2.041609e-01 7.944797e-04 2.485739e-06 7.056019e-03
  323 1.977098e-01 8.071042e-04 2.469346e-06 6.908785e-03
  326 1.883892e-01 8.252364e-04 2.448893e-06 6.678142e-03
